"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
0,2018-05-07 11:03:00,2018-05-07 11:04:00,0.059,14.03855,551.133333333333,1.587,6.47666666666667,0.237333333333333,0.227666666666667,0.790333333333333,11.96,34.3325,144.876666666667,14.8943333333333,8.98666666666667,59.796,0.84,0.134,0.04,24.78,25.56,24.12,0.0838
1,2018-05-07 11:05:00,2018-05-07 11:06:00,1.03858333333333,12.5347166666667,548.878333333333,9.808,39.6316666666667,1.64033333333333,1.69333333333333,1.60333333333333,12.5783333333333,36.1051666666667,150.2,15.967,8.8805,58.29,0.82,0.16,0.07,24.42,25.24,22.5,1.4767
2,2018-05-07 11:07:00,2018-05-07 11:08:00,1.90215,12.1206,549.645,10.046,40.5935,1.63916666666667,1.69216666666667,1.71616666666667,12.6721666666667,36.3735,147.083333333333,15.7826666666667,8.644,59.012,0.828,0.17,0.08,23.28,24.24,21.06,2.70461666666667
3,2018-05-07 11:09:00,2018-05-07 11:11:00,3.30199166666667,11.3754,554.754166666667,5.30533333333333,21.4728333333333,0.674333333333333,0.684333333333333,1.18241666666667,13.0895,37.5690833333333,125.633333333333,13.7080833333333,8.40616666666667,61.18,0.858181818181818,0.15,0.0590909090909091,21.9727272727273,22.9727272727273,19.5636363636364,4.69534166666667
4,2018-05-07 11:11:00,2018-05-07 11:12:00,3.94951666666667,11.03635,556.215,5.027,20.3496666666667,0.588833333333333,0.595166666666667,1.03133333333333,13.1661666666667,37.788,117.311666666667,12.9041666666667,8.321,61.438,0.86,0.148,0.05,21.28,22.28,18.84,5.61628333333333
5,2018-05-07 11:13:00,2018-05-07 11:14:00,4.94271666666667,10.44135,557.831666666667,3.5915,14.5601666666667,0.4015,0.399333333333333,0.9865,13.3296666666667,38.2563333333333,110.135,12.2813333333333,8.239,61.188,0.86,0.14,0.042,20.42,21.38,18.02,7.0291
6,2018-05-07 11:15:00,2018-05-07 11:16:00,5.95046666666667,9.28035,560.431666666667,2.60866666666667,10.5978333333333,0.305666666666667,0.299833333333333,0.848166666666667,13.3636666666667,38.3535,100.725,11.5458333333333,8.12216666666667,60.505,0.85,0.13,0.04,19.5666666666667,20.45,17.1,8.46308333333333
7,2018-05-07 11:17:00,2018-05-07 11:18:00,6.98071666666667,8.75745,560.08,2.7235,11.0598333333333,0.314,0.307166666666667,0.809,13.2495,38.0293333333333,99.2083333333333,11.516,8.09683333333333,60.335,0.846666666666667,0.13,0.04,18.75,19.6,16.2833333333333,9.92871666666667
8,2018-05-07 11:19:00,2018-05-07 11:20:00,7.99793333333333,8.40355,560.78,2.59883333333333,10.555,0.347333333333333,0.341833333333333,0.745333333333333,13.2981666666667,38.166,96.4766666666667,11.2943333333333,8.1415,60.1666666666667,0.84,0.13,0.04,17.95,18.7666666666667,15.6666666666667,11.37585
9,2018-05-07 11:21:00,2018-05-07 11:22:00,9.06343333333333,8.29203333333333,561.123333333333,2.40216666666667,9.766,0.298666666666667,0.2925,0.759,13.3215,38.2356666666667,96.0366666666667,11.2745,8.1225,60.1266666666667,0.84,0.13,0.04,17.2666666666667,18.0166666666667,15.1166666666667,12.8916333333333
