"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
0,2018-08-16 10:01:00,2018-08-16 10:02:00,0.193916666666667,26.42085,514.756666666667,0.43,1.80883333333333,0.114666666666667,0.1,2.07966666666667,8.78033333333333,25.2188333333333,132.04,10.6185,8.829,8.872,0.12,0.11,0.02,27.3,27.32,28.82,0.275
1,2018-08-16 10:03:00,2018-08-16 10:04:00,0.976466666666667,26.41625,514.88,0.533666666666667,2.22633333333333,0.175,0.162333333333333,2.08133333333333,8.7355,25.0901666666667,132.615,10.665,8.819,8.73,0.12,0.11,0.012,28.06,27.82,29.88,1.38431666666667
2,2018-08-16 10:05:00,2018-08-16 10:06:00,1.98105,26.3772666666667,514.866666666667,0.538,2.24566666666667,0.178,0.165833333333333,2.0265,8.814,25.3165,132.976666666667,10.702,8.80016666666667,8.678,0.12,0.11,0.01,28.72,28.14,30.6,2.80873333333333
3,2018-08-16 10:07:00,2018-08-16 10:08:00,2.95273333333333,26.2749,514.996666666667,0.548666666666667,2.289,0.143333333333333,0.129166666666667,2.1425,8.92283333333333,25.628,132.403333333333,10.6766666666667,8.79,8.58,0.12,0.11,0.01,29.16,28.44,31.02,4.18648333333333
4,2018-08-16 10:09:00,2018-08-16 10:10:00,3.96596666666667,24.7933,521.431666666667,0.399166666666667,1.68616666666667,0.446666666666667,0.446333333333333,2.7175,10.905,31.3086666666667,119.573333333333,9.90583333333333,8.68066666666667,8.064,0.11,0.11,0.02,29.58,28.7,31,5.62531666666667
5,2018-08-16 10:11:00,2018-08-16 10:12:00,5.0122,23.9362833333333,531.528333333333,0.2975,1.277,0.669,0.6785,2.698,11.3558333333333,32.5995,88.6083333333333,7.45783333333333,8.5035,7.118,0.1,0.11,0.01,29.74,28.8,30.6,7.11095
6,2018-08-16 10:13:00,2018-08-16 10:14:00,5.94761666666667,23.3879833333333,541.608333333333,0.272166666666667,1.17183333333333,0.504333333333333,0.507,2.24766666666667,11.8851666666667,34.1208333333333,53.38,4.53816666666667,8.23483333333333,6.21333333333333,0.09,0.105,0.01,29.6,28.7333333333333,30.0666666666667,8.43926666666667
7,2018-08-16 10:15:00,2018-08-16 10:16:00,6.98476666666667,22.9037833333333,548.476666666667,0.293666666666667,1.2585,0.430666666666667,0.43,1.689,12.1495,34.875,29.14,2.501,7.98466666666667,5.815,0.08,0.101666666666667,0.01,29.45,28.5833333333333,29.5833333333333,9.9122
8,2018-08-16 10:17:00,2018-08-16 10:18:00,7.96843333333333,22.23715,556.883333333333,0.228166666666667,0.9935,0.283333333333333,0.2765,1.3645,12.6863333333333,36.4156666666667,2.27833333333333,0.198833333333333,7.67133333333333,5.81,0.0816666666666667,0.108333333333333,0.01,29.2,28.3666666666667,29.1,11.31
9,2018-08-16 10:19:00,2018-08-16 10:20:00,8.97641666666667,18.9529,585.006666666667,0.175,0.781833333333333,0.192333333333333,0.18,0.927,14.2493333333333,40.8923333333333,0.968333333333333,0.0896666666666667,7.52133333333333,10.3366666666667,0.145,0.108333333333333,0.01,28.85,28.0333333333333,27.95,12.7496666666667
