"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
0,2018-04-11 16:29:00,2018-04-11 16:30:00,0.12375,3.51218333333333,564.505,10.6408333333333,42.9935,1.33033333333333,1.36916666666667,1.76766666666667,13.8648333333333,39.7921666666667,108.775,14.4178333333333,8.496,58.4266666666667,0.82,0.155,0.0666666666666667,5.48333333333333,7.26666666666667,5.75,0.176133333333333
1,2018-04-11 16:31:00,2018-04-11 16:32:00,1.08695,3.51546666666667,564.39,13.1063333333333,52.9343333333333,1.45583333333333,1.50166666666667,1.77466666666667,13.8631666666667,39.7875,108.916666666667,14.4363333333333,8.5,58.3,0.82,0.153333333333333,0.0616666666666667,6.13333333333333,7.88333333333333,6.96666666666667,1.54625
2,2018-04-11 16:33:00,2018-04-11 16:34:00,2.02035,3.53158333333333,564.243333333333,13.2733333333333,53.6103333333333,1.51866666666667,1.56566666666667,1.8235,13.8516666666667,39.754,109.443333333333,14.5011666666667,8.50983333333333,58.2266666666667,0.818333333333333,0.15,0.06,6.58333333333333,8.1,7.78333333333333,2.87393333333333
3,2018-04-11 16:35:00,2018-04-11 16:36:00,3.19845,3.55348333333333,564.188333333333,14.5841666666667,58.8946666666667,1.74133333333333,1.79783333333333,1.85016666666667,13.8396666666667,39.7185,109.87,14.5466666666667,8.51,58.1483333333333,0.813333333333333,0.151666666666667,0.06,6.91666666666667,8.1,8.33333333333333,4.55006666666667
4,2018-04-11 16:37:00,2018-04-11 16:38:00,4.07985,3.54125,564.49,14.5335,58.691,1.82,1.88033333333333,1.84666666666667,13.8543333333333,39.7631666666667,109.501666666667,14.5026666666667,8.50383333333333,58.0966666666667,0.811666666666667,0.153333333333333,0.06,7.15,8.1,8.7,5.80378333333333
5,2018-04-11 16:39:00,2018-04-11 16:40:00,5.03758333333333,3.5165,564.58,14.6523333333333,59.175,1.91583333333333,1.9805,1.81783333333333,13.8643333333333,39.7871666666667,108.995,14.4456666666667,8.5,58.018,0.81,0.15,0.06,7.38,8.1,8.92,7.16633333333333
6,2018-04-11 16:41:00,2018-04-11 16:42:00,6.03373333333333,3.50408333333333,564.611666666667,14.3816666666667,58.0815,1.7825,1.84133333333333,1.77483333333333,13.875,39.8211666666667,108.615,14.4013333333333,8.5,57.988,0.81,0.15,0.06,7.56,8.1,9.1,8.5833
7,2018-04-11 16:45:00,2018-04-11 16:46:00,7.04836666666667,3.50506666666667,564.553333333333,14.9933333333333,60.5493333333333,1.8645,1.92616666666667,1.7535,13.867,39.7985,108.848333333333,14.4291666666667,8.5,57.956,0.81,0.15,0.06,7.8,8,9.2,10.02675
8,2018-04-11 16:47:00,2018-04-11 16:48:00,8.0371,3.5143,564.5,15.412,62.2375,1.95383333333333,2.019,1.84333333333333,13.8686666666667,39.804,108.945,14.4411666666667,8.5,58.018,0.81,0.152,0.06,7.88,8,9.2,11.4333666666667
9,2018-04-11 16:49:00,2018-04-11 16:50:00,9.02416666666667,3.5128,564.7,15.1511666666667,61.1813333333333,2.00166666666667,2.06933333333333,1.82316666666667,13.8796666666667,39.8343333333333,108.721666666667,14.4115,8.5,57.948,0.81,0.152,0.06,7.9,8,9.3,12.8377
