"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
0,2018-10-24 14:31:00,2018-10-24 14:32:00,0.07475,11.9844333333333,557.633333333333,0.302333333333333,1.294,1.20183333333333,1.2355,4.37616666666667,14.4596666666667,41.4951666666667,77.8466666666667,8.37833333333333,7.81016666666667,9.58166666666667,0.135,0.245,0.166666666666667,20.6833333333333,21.7166666666667,20.5666666666667,0.106333333333333
1,2018-10-24 14:33:00,2018-10-24 14:34:00,0.9983,11.7488833333333,556.545,0.515166666666667,2.15416666666667,0.428833333333333,0.427666666666667,1.55433333333333,14.9231666666667,42.8223333333333,75.8483333333333,8.20583333333333,7.774,14.0416666666667,0.2,0.13,0.03,20.7833333333333,21.8166666666667,19.7666666666667,1.41943333333333
2,2018-10-24 14:35:00,2018-10-24 14:36:00,2.09535,11.5449,555.355,0.626666666666667,2.60283333333333,0.5035,0.506,1.55266666666667,15.1698333333333,43.5301666666667,76.6416666666667,8.3325,7.78866666666667,14.0133333333333,0.2,0.13,0.0316666666666667,20.1666666666667,21.2166666666667,19.0333333333333,2.97941666666667
3,2018-10-24 14:37:00,2018-10-24 14:38:00,2.96016666666667,11.3828166666667,552.921666666667,0.7235,2.9935,0.594666666666667,0.601166666666667,1.70283333333333,15.3258333333333,43.978,80.3933333333333,8.77333333333333,7.85466666666667,14.345,0.2,0.131666666666667,0.0383333333333333,19.6,20.55,18.4166666666667,4.2092
4,2018-10-24 14:39:00,2018-10-24 14:40:00,3.96778333333333,11.22925,551.758333333333,0.484,2.02633333333333,0.687166666666667,0.697,1.64516666666667,15.4241666666667,44.2583333333333,78.6383333333333,8.61133333333333,7.825,14.4933333333333,0.2,0.133333333333333,0.0366666666666667,19.0833333333333,19.9333333333333,17.95,5.64218333333333
5,2018-10-24 14:41:00,2018-10-24 14:42:00,4.9608,11.1753833333333,551.406666666667,0.399833333333333,1.68716666666667,0.509,0.510833333333333,1.62566666666667,15.4313333333333,44.2815,78.32,8.59,7.82,14.5283333333333,0.2,0.13,0.03,18.6166666666667,19.35,17.6,7.05423333333333
6,2018-10-24 14:43:00,2018-10-24 14:44:00,5.96858333333333,11.1850333333333,551.165,0.468,1.96016666666667,0.703833333333333,0.715166666666667,1.68983333333333,15.4635,44.3716666666667,78.3,8.58266666666667,7.82,14.51,0.2,0.131666666666667,0.0333333333333333,18.1833333333333,18.85,17.35,8.48735
7,2018-10-24 14:45:00,2018-10-24 14:46:00,6.99168333333333,11.17935,551.276666666667,0.520333333333333,2.17533333333333,0.659666666666667,0.6685,1.71166666666667,15.4793333333333,44.4183333333333,78.25,8.58,7.82,14.5,0.2,0.131666666666667,0.0316666666666667,17.8666666666667,18.4,17.15,9.94216666666667
8,2018-10-24 14:47:00,2018-10-24 14:48:00,7.98598333333333,11.1866,551.12,0.582333333333333,2.42433333333333,0.616333333333333,0.623666666666667,1.99666666666667,15.4548333333333,44.3473333333333,78.2033333333333,8.57483333333333,7.82,14.5166666666667,0.2,0.133333333333333,0.035,17.6,18.05,17.1,11.3561833333333
9,2018-10-24 14:49:00,2018-10-24 14:50:00,8.93443333333333,11.1900333333333,551.006666666667,0.526333333333333,2.19766666666667,0.484,0.485166666666667,1.63283333333333,15.466,44.3816666666667,78.3,8.5825,7.82,14.4916666666667,0.2,0.133333333333333,0.0333333333333333,17.4,17.7333333333333,17,12.705
10,2018-10-24 14:51:00,2018-10-24 14:52:00,9.8526,11.1720833333333,550.981666666667,0.504166666666667,2.1095,0.908666666666667,0.928166666666667,1.562,15.4656666666667,44.3803333333333,78.7,8.62916666666667,7.83,14.5283333333333,0.2,0.135,0.0316666666666667,17.1833333333333,17.4166666666667,16.9,14.01045
11,2018-10-24 14:53:00,2018-10-24 14:54:00,10.9693333333333,11.1648666666667,550.805,0.514833333333333,2.152,0.551833333333333,0.5555,2.06633333333333,15.463,44.3686666666667,78.96,8.66333333333333,7.83,14.5566666666667,0.2,0.135,0.035,17.0333333333333,17.15,16.9,15.5986833333333
12,2018-10-24 14:55:00,2018-10-24 14:56:00,11.9429666666667,11.1710166666667,550.63,0.597,2.48466666666667,0.553333333333333,0.558,1.507,15.4741666666667,44.4013333333333,79.11,8.675,7.8325,14.5833333333333,0.2,0.131666666666667,0.03,16.9,16.9333333333333,16.9,16.98315
13,2018-10-24 14:57:00,2018-10-24 14:58:00,12.9725166666667,11.15305,550.65,0.510666666666667,2.136,0.557166666666667,0.562,1.48333333333333,15.4986666666667,44.4721666666667,79.415,8.71166666666667,7.84,14.58,0.2,0.13,0.03,16.8,16.7833333333333,16.9,18.4475
