"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
0,2018-09-14 14:50:00,2018-09-14 14:51:00,0.140783333333333,24.8487666666667,508.655,0.297,1.272,0.3345,0.328666666666667,1.79966666666667,10.2096666666667,29.315,117.343333333333,9.71166666666667,8.64,8.336,0.12,0.12,0.02,33.92,33.1,32.34,0.199633333333333
1,2018-09-14 14:52:00,2018-09-14 14:53:00,0.8452,21.9927166666667,504.791666666667,0.320166666666667,1.364,0.465333333333333,0.4665,2.18016666666667,11.6176666666667,33.351,114.353333333333,9.98716666666667,8.66,8.266,0.118,0.12,0.02,33.86,33.22,31.18,1.19966666666667
2,2018-09-14 14:54:00,2018-09-14 14:55:00,2.09396666666667,21.3025833333333,505.851666666667,0.4095,1.72716666666667,0.613166666666667,0.618833333333333,1.96816666666667,12.3136666666667,35.3425,105.931666666667,9.3755,8.60183333333333,7.842,0.11,0.112,0.02,32.6,32.28,29.94,2.97231666666667
3,2018-09-14 14:56:00,2018-09-14 14:57:00,3.0212,21.1756333333333,506.035,0.3995,1.68583333333333,0.594333333333333,0.600333333333333,1.63033333333333,12.3978333333333,35.5873333333333,104.063333333333,9.23333333333333,8.60933333333333,7.78,0.11,0.118,0.02,31.5,31.32,28.94,4.28903333333333
4,2018-09-14 14:58:00,2018-09-14 14:59:00,3.94433333333333,21.0481833333333,506.433333333333,0.357833333333333,1.5175,0.566666666666667,0.5715,1.58983333333333,12.4571666666667,35.7573333333333,101.611666666667,9.03883333333333,8.597,7.616,0.11,0.12,0.02,30.64,30.56,28.22,5.59978333333333
5,2018-09-14 15:01:00,2018-09-14 15:02:00,5.02161666666667,21.0266333333333,506.198333333333,0.396666666666667,1.67733333333333,0.542333333333333,0.546,1.59066666666667,12.4341666666667,35.6891666666667,100.485,8.94183333333333,8.59,7.55166666666667,0.11,0.115,0.02,29.5666666666667,29.5333333333333,27.4666666666667,7.12896666666667
6,2018-09-14 15:03:00,2018-09-14 15:04:00,5.96153333333333,21.0112,506.136666666667,0.402,1.69516666666667,0.546333333333333,0.5505,1.48166666666667,12.3953333333333,35.5795,99.935,8.89466666666667,8.58166666666667,7.55,0.108333333333333,0.118333333333333,0.02,29.0333333333333,28.95,27.15,8.46366666666667
7,2018-09-14 15:05:00,2018-09-14 15:06:00,6.9929,20.94635,506.483333333333,0.376333333333333,1.5935,0.457,0.457,1.38033333333333,12.4113333333333,35.6243333333333,97.9933333333333,8.73333333333333,8.56116666666667,7.43833333333333,0.1,0.113333333333333,0.02,28.5833333333333,28.45,26.9333333333333,9.92795
8,2018-09-14 15:07:00,2018-09-14 15:08:00,7.98148333333333,20.9335,506.733333333333,0.389,1.64466666666667,0.474333333333333,0.476,1.33533333333333,12.4541666666667,35.748,97.1166666666667,8.65733333333333,8.55,7.38166666666667,0.1,0.113333333333333,0.02,28.1833333333333,28.0166666666667,26.8,11.3315333333333
9,2018-09-14 15:09:00,2018-09-14 15:10:00,8.97886666666667,20.9167333333333,506.955,0.374666666666667,1.5865,0.446833333333333,0.446666666666667,1.11233333333333,12.4666666666667,35.7863333333333,95.605,8.52616666666667,8.53,7.32833333333333,0.1,0.115,0.02,27.9,27.6333333333333,26.7,12.7477333333333
10,2018-09-14 15:11:00,2018-09-14 15:12:00,9.92015,20.8144833333333,508.62,0.312,1.33683333333333,0.324333333333333,0.317666666666667,1.13483333333333,13.1235,37.6666666666667,90.665,8.101,8.43916666666667,7.3,0.1,0.115,0.02,27.6333333333333,27.2666666666667,26.5333333333333,14.0843166666667
