"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
1,2018-01-26 13:55:00,2018-01-26 13:56:00,1.0605,1.31538333333333,572.35,4.86933333333333,19.7148333333333,0.889666666666667,0.9085,0.659833333333333,12.7815,36.6866666666667,98.3683333333333,13.8375,8.31266666666667,35.202,0.49,0.122,0.044,8.88,11.14,8.82,1.50855
2,2018-01-26 13:57:00,2018-01-26 13:58:00,1.99898333333333,1.33653333333333,581.363333333333,5.1545,20.8673333333333,0.977666666666667,1.00066666666667,0.842166666666667,12.9506666666667,37.1695,98.68,13.8741666666667,8.327,35.166,0.49,0.124,0.04,8.58,10.56,8.36,2.84351666666667
4,2018-01-26 13:59:00,2018-01-26 14:00:00,4.01126666666667,1.3107,581.881666666667,5.81233333333333,23.519,1.02116666666667,1.04566666666667,1.36016666666667,12.9486666666667,37.1653333333333,98.6916666666667,13.8858333333333,8.33,35.124,0.49,0.13,0.04,8.16,9.94,8.06,5.70596666666667
6,2018-01-26 14:01:00,2018-01-26 14:02:00,6.07451666666667,1.28021666666667,581.91,6.339,25.6431666666667,1.08966666666667,1.11783333333333,0.866166666666667,12.949,37.164,99.0633333333333,13.9481666666667,8.33,35.062,0.49,0.13,0.04,7.82,9.38,7.78,8.64095
8,2018-01-26 14:03:00,2018-01-26 14:04:00,7.99846666666667,1.27763333333333,582.053333333333,6.1485,24.8761666666667,1.14766666666667,1.178,0.936166666666667,12.9471666666667,37.1598333333333,99.1066666666667,13.9558333333333,8.33,35.024,0.49,0.13,0.04,7.6,8.9,7.58,11.3778166666667
10,2018-01-26 14:05:00,2018-01-26 14:06:00,10.1361666666667,1.2802,582.515,4.9525,20.0503333333333,0.897833333333333,0.916833333333333,0.995166666666667,13.0061666666667,37.3318333333333,97.35,13.707,8.29783333333333,35.125,0.49,0.13,0.04,7.31666666666667,8.48333333333333,7.4,14.4188166666667
12,2018-01-26 14:07:00,2018-01-26 14:08:00,11.9666833333333,1.33193333333333,585.361666666667,2.37016666666667,9.6355,0.887666666666667,0.907,0.618666666666667,13.2106666666667,37.9155,91.6483333333333,12.887,8.20866666666667,37.7933333333333,0.528333333333333,0.121666666666667,0.04,7.13333333333333,8.13333333333333,7.38333333333333,17.0228166666667
14,2018-01-26 14:09:00,2018-01-26 14:10:00,13.9584833333333,1.40393333333333,588.911666666667,2.05783333333333,8.37466666666667,0.511333333333333,0.514166666666667,0.560833333333333,13.1786666666667,37.8256666666667,94.7666666666667,13.2986666666667,8.23216666666667,40.695,0.57,0.12,0.04,7,7.83333333333333,7.3,19.8562666666667
16,2018-01-26 14:11:00,2018-01-26 14:12:00,15.9705166666667,1.54483333333333,588.953333333333,3.01466666666667,12.2306666666667,0.6145,0.621,1.06516666666667,13.2103333333333,37.9121666666667,93.9616666666667,13.1341666666667,8.218,38.6966666666667,0.541666666666667,0.13,0.04,6.9,7.58333333333333,7.31666666666667,22.7188
17,2018-01-26 14:13:00,2018-01-26 14:14:00,16.9696833333333,1.6532,590.496666666667,2.406,9.78166666666667,0.595166666666667,0.601,0.455333333333333,13.3195,38.2253333333333,88.5083333333333,12.3335,8.12716666666667,41.1533333333333,0.58,0.121666666666667,0.04,6.8,7.38333333333333,7.4,24.1404166666667
18,2018-01-26 14:15:00,2018-01-26 14:16:00,17.9739333333333,1.74006666666667,595.546666666667,1.54333333333333,6.30033333333333,0.442166666666667,0.441666666666667,0.5525,13.3676666666667,38.3651666666667,86.5,12.0256666666667,8.0845,44.9816666666667,0.628333333333333,0.12,0.04,6.8,7.2,7.41666666666667,25.5691833333333
19,2018-01-26 14:17:00,2018-01-26 14:18:00,18.9668333333333,1.94853333333333,608.598333333333,0.890666666666667,3.66983333333333,0.349833333333333,0.3455,0.736,13.5881666666667,38.9985,74.9466666666667,10.36,7.8925,48.545,0.678333333333333,0.123333333333333,0.04,6.76666666666667,7.1,7.55,26.9820166666667
20,2018-01-26 14:19:00,2018-01-26 14:20:00,19.9669833333333,2.06525,619.113333333333,0.6565,2.72316666666667,0.345166666666667,0.338666666666667,0.774,13.872,39.8113333333333,58.0416666666667,7.9985,7.692,56.486,0.79,0.13,0.04,6.78,6.96,7.6,28.4053
21,2018-01-26 14:21:00,2018-01-26 14:22:00,20.9618833333333,2.24901666666667,651.603333333333,0.456333333333333,1.912,0.2775,0.27,1.07283333333333,14.222,40.8163333333333,41.14,5.64033333333333,7.52533333333333,88.852,1.246,0.12,0.04,6.8,6.9,7.8,29.8211666666667
22,2018-01-26 14:23:00,2018-01-26 14:24:00,21.9604666666667,2.36538333333333,695.178333333333,0.524,2.19233333333333,0.285666666666667,0.2785,1.09766666666667,14.276,40.9688333333333,44.3016666666667,6.0575,7.48366666666667,160.81,2.252,0.12,0.04,6.8,6.9,7.9,31.2424333333333
23,2018-01-26 14:25:00,2018-01-26 14:26:00,22.94,2.49973333333333,739.65,0.415833333333333,1.7515,0.323333333333333,0.317,0.914333333333333,14.0786666666667,40.4026666666667,50.565,6.88266666666667,7.45,214.24,3,0.112,0.04,6.86,6.9,8.04,32.637
