"Depth_Target","DateTime_Start","DateTime_End","Depthm","TempC","SpConduScm","ChlorophyllRFU","ChlorophyllugL","BGAPCRFU","BGAPCugL","TurbidityFNU","fDOMRFU","fDOMQSU","ODOsat","ODOmgL","pH","NITRATE_UM","NITRATE_MG","ABS_254","ABS_350","T_INT","T_SPEC","T_LAMP","Presspsia"
0,2018-08-23 11:13:00,2018-08-23 11:14:00,0.121066666666667,23.4835166666667,513.746666666667,0.478166666666667,2.00366666666667,0.3795,0.3765,2.26683333333333,9.839,28.2536666666667,102.265,8.68066666666667,8.61516666666667,7.68,0.11,0.12,0.02,30.1,29.8833333333333,29.2333333333333,0.171683333333333
1,2018-08-23 11:15:00,2018-08-23 11:16:00,0.868083333333333,23.4565,513.695,0.7285,3.0135,0.452333333333333,0.451833333333333,2.2845,9.91466666666667,28.4686666666667,102.153333333333,8.67566666666667,8.62,7.575,0.11,0.12,0.02,29.9,29.85,29.3,1.2317
2,2018-08-23 11:17:00,2018-08-23 11:18:00,1.98738333333333,23.24505,513.32,0.905,3.72533333333333,0.648166666666667,0.656666666666667,2.35033333333333,10.2138333333333,29.3251666666667,99.25,8.46316666666667,8.59583333333333,7.52833333333333,0.108333333333333,0.12,0.02,29.7166666666667,29.55,29.2,2.82006666666667
3,2018-08-23 11:19:00,2018-08-23 11:20:00,2.9108,23.2046833333333,513.82,0.789,3.2555,0.648,0.6565,2.33483333333333,10.243,29.4123333333333,96.03,8.194,8.57,7.30666666666667,0.1,0.113333333333333,0.02,29.5,29.2333333333333,29.1,4.13046666666667
4,2018-08-23 11:21:00,2018-08-23 11:22:00,3.92528333333333,23.1941833333333,514.1,0.751,3.10283333333333,0.630833333333333,0.639,2.32333333333333,10.2323333333333,29.3826666666667,94.9983333333333,8.10533333333333,8.56766666666667,7.2,0.1,0.113333333333333,0.02,29.3166666666667,28.9833333333333,28.9166666666667,5.56991666666667
5,2018-08-23 11:23:00,2018-08-23 11:24:00,4.94796666666667,23.18845,514.086666666667,0.791666666666667,3.26616666666667,0.601166666666667,0.607166666666667,2.239,10.2321666666667,29.378,94.595,8.075,8.56,7.185,0.1,0.111666666666667,0.02,29.2,28.7833333333333,28.8833333333333,7.02116666666667
6,2018-08-23 11:25:00,2018-08-23 11:26:00,5.95598333333333,23.1282,513.81,0.751833333333333,3.11066666666667,0.568,0.571833333333333,2.263,10.3836666666667,29.8135,91.98,7.86083333333333,8.54,7.18833333333333,0.1,0.111666666666667,0.02,29.1,28.5666666666667,28.8,8.45166666666667
7,2018-08-23 11:27:00,2018-08-23 11:28:00,7.01358333333333,23.0647666666667,513.04,0.681666666666667,2.8235,0.541833333333333,0.545666666666667,2.58316666666667,10.5131666666667,30.1851666666667,90.22,7.72,8.52,7.32833333333333,0.1,0.115,0.02,28.9833333333333,28.3833333333333,28.7166666666667,9.95256666666667
8,2018-08-23 11:29:00,2018-08-23 11:30:00,7.94238333333333,23.0273333333333,513.341666666667,0.657666666666667,2.72616666666667,0.5015,0.503166666666667,2.39633333333333,10.5043333333333,30.1583333333333,89.885,7.69683333333333,8.52,7.26833333333333,0.1,0.111666666666667,0.02,28.9,28.2,28.6,11.2706833333333
9,2018-08-23 11:31:00,2018-08-23 11:32:00,8.94755,22.63095,517.051666666667,0.711,2.94416666666667,0.444166666666667,0.443166666666667,1.983,10.528,30.2273333333333,86.36,7.4505,8.47133333333333,7.31,0.1,0.115,0.02,28.8,28.0833333333333,28.5333333333333,12.6983666666667
10,2018-08-23 11:33:00,2018-08-23 11:34:00,9.8819,17.2058,590.891666666667,0.139333333333333,0.638333333333333,0.101333333333333,0.0853333333333333,1.413,14.4101666666667,41.3528333333333,3.00333333333333,0.287833333333333,7.4055,10.0516666666667,0.14,0.11,0.02,28.4333333333333,27.7333333333333,27.2,14.0403833333333
11,2018-08-23 11:35:00,2018-08-23 11:36:00,10.9424333333333,13.7458833333333,611.988333333333,0.111333333333333,0.523,0.0991666666666667,0.0833333333333333,1.449,15.067,43.2366666666667,1.03,0.106166666666667,7.32,19.945,0.28,0.113333333333333,0.02,27.3833333333333,26.8833333333333,25.0666666666667,15.5559
12,2018-08-23 11:37:00,2018-08-23 11:38:00,11.9374833333333,12.01315,617.518333333333,0.100166666666667,0.477166666666667,0.123666666666667,0.1095,0.5555,15.5361666666667,44.5813333333333,0.52,0.0573333333333333,7.3,26.4766666666667,0.371666666666667,0.11,0.02,26.0166666666667,25.75,22.85,16.97425
13,2018-08-23 11:39:00,2018-08-23 11:40:00,12.93345,10.7762333333333,620.796666666667,0.0895,0.435333333333333,0.110666666666667,0.0951666666666667,0.345166666666667,15.6625,44.9423333333333,0.258333333333333,0.0326666666666667,7.28033333333333,23.66,0.331666666666667,0.116666666666667,0.02,24.6166666666667,24.5333333333333,21,18.3928833333333
14,2018-08-23 11:41:00,2018-08-23 11:42:00,13.8948,10.1430166666667,623.6,0.0921666666666667,0.4505,0.0991666666666667,0.0838333333333333,0.4895,15.747,45.1866666666667,0.115,0.0125,7.26383333333333,13.355,0.188333333333333,0.12,0.02,23.25,23.3166666666667,19.35,19.7614666666667
15,2018-08-23 11:43:00,2018-08-23 11:44:00,14.95905,9.74146666666667,624.4,0.0765,0.383833333333333,0.0868333333333333,0.0708333333333333,0.575166666666667,15.8196666666667,45.3928333333333,0,0,7.25266666666667,11.522,0.162,0.12,0.022,21.9,22.1,18.02,21.2759166666667
16,2018-08-23 11:45:00,2018-08-23 11:46:00,15.9309833333333,9.40563333333333,623.491666666667,0.0766666666666667,0.385833333333333,0.0933333333333333,0.0771666666666667,0.248,15.7783333333333,45.2715,-0.0783333333333333,-0.00866666666666667,7.26,21.81,0.306,0.12,0.02,20.76,21.06,17.08,22.6588166666667
17,2018-08-23 11:47:00,2018-08-23 11:48:00,16.9708,8.80621666666667,630.893333333333,0.100166666666667,0.4795,0.124666666666667,0.108666666666667,4.0695,16.2333333333333,46.5791666666667,-0.171666666666667,-0.02,7.22,-1.562,-0.022,0.13,0.03,19.74,20.08,16.26,24.1389666666667
18,2018-08-23 11:49:00,2018-08-23 11:50:00,17.9325,8.70186666666667,632.195,0.106,0.5035,0.129,0.114666666666667,3.44183333333333,16.3856666666667,47.0156666666667,-0.2,-0.02,7.2155,-12.216,-0.172,0.14,0.03,18.8,19.22,15.68,25.5073333333333
19,2018-08-23 11:51:00,2018-08-23 11:52:00,18.9807,8.59088333333333,634.665,0.108166666666667,0.51,0.121833333333333,0.107666666666667,3.625,16.4336666666667,47.152,-0.2,-0.03,7.2,-22.542,-0.318,0.14,0.03,18,18.44,15.2,26.99855
20,2018-08-23 11:53:00,2018-08-23 11:54:00,19.913,8.49641666666667,637.173333333333,0.108166666666667,0.510833333333333,0.131833333333333,0.117,2.76383333333333,16.5968333333333,47.6216666666667,-0.3,-0.03,7.17716666666667,-35.25,-0.496,0.15,0.03,17.3,17.7,14.86,28.3249333333333
21,2018-08-23 11:55:00,2018-08-23 11:56:00,20.897,8.36063333333333,644.301666666667,0.0873333333333333,0.428833333333333,0.113166666666667,0.0966666666666667,2.2885,16.7843333333333,48.1585,-0.3,-0.0395,7.13,-68.736,-0.962,0.16,0.032,16.74,17.08,14.6,29.7249166666667
