,Date,Site,Depth,Temp.C,SpCond.uScm,Chlorophyll.RFU,Chlorophyll.ug/L,BGA-PC.RFU,BGA-PC.ug/L,Turbidity.FNU,fDOM.RFU,fDOM.QSU,ODO%sat,ODO.mg/L,pH
633,2019-08-21,C,11,15.19875,591.9883333,0.0995,0.474166667,0.096666667,0.080333333,1.0265,16.31933333,46.82533333,2.288333333,0.229166667,7.505
634,2019-08-21,C,12,13.7505,598.1433333,0.114,0.535833333,0.122666667,0.106333333,1.035,17.095,49.04816667,1.853333333,0.192333333,7.424333333
635,2019-08-21,C,13,13.19238333,598.1466667,0.100833333,0.480333333,0.112833333,0.097666667,0.748,17.27683333,49.568,1.663333333,0.173833333,7.421
636,2019-08-21,C,14,12.62913333,604.1716667,0.110833333,0.522333333,0.140333333,0.125666667,1.126,17.51416667,50.2495,1.53,0.1625,7.38
637,2019-08-21,D,0,25.28546667,504.4883333,1.6775,6.843333333,2.095,2.166833333,12.15916667,13.32983333,38.2575,151.3433333,12.42466667,8.95
638,2019-08-21,D,1,24.96056667,503.47,1.853,7.548333333,2.542,2.635,11.47533333,13.27116667,38.0885,139.7983333,11.544,8.942833333
639,2019-08-21,D,2,24.41495,250.485,0.342,1.4535,0.888333333,0.908333333,6.063833333,6.2205,17.88366667,93.8,7.832,8.7775
640,2019-08-21,E,0,24.85745,482.1033333,0.516,2.155833333,1.900333333,1.963833333,11.1675,11.26383333,32.33683333,129.095,10.68166667,8.921166667
641,2019-08-21,E,1,24.834,496.275,0.545333333,2.275833333,2.429,2.516,11.01516667,11.50183333,33.01983333,129.2366667,10.69866667,8.92
642,2019-08-21,E,2,24.83098333,496.36,0.52,2.171166667,2.407,2.492,10.9405,11.50883333,33.0385,129.1166667,10.68866667,8.92
643,2019-08-21,E,3,24.75101667,496.69,0.474833333,1.989166667,2.191166667,2.268166667,10.52666667,11.6385,33.40933333,126.39,10.4785,8.908166667
644,2019-08-21,E,4,24.35591667,500.385,0.342166667,1.455,1.766166667,1.824333333,8.855666667,12.21233333,35.05216667,103.1366667,8.6135,8.8005
645,2019-08-21,E,5,24.18251667,502.2166667,0.288333333,1.238166667,1.1395,1.1695,6.1265,12.4535,35.74766667,94.715,7.936166667,8.76
646,2019-08-21,E,6,24.08013333,505.045,0.299166667,1.283666667,1.161,1.191666667,5.519,12.61483333,36.20833333,86.615,7.271333333,8.7
647,2019-08-21,E,7,24.00846667,504.825,0.201333333,0.887,0.477166667,0.477666667,2.573333333,12.75383333,36.60733333,84.18333333,7.076666667,8.7
648,2019-08-21,E,8,23.73963333,511.165,0.161833333,0.729666667,0.302333333,0.295166667,1.622,13.00716667,37.33383333,72.79666667,6.150333333,8.59
649,2019-08-21,E,9,19.48855,573.67,0.1025,0.490333333,0.088166667,0.072166667,0.969,15.2885,43.87183333,4.636666667,0.425,7.625666667
650,2019-08-21,E,10,15.77965,589.925,0.0995,0.4755,0.102666667,0.086666667,0.7275,16.01766667,45.961,2.096666667,0.207833333,7.523666667
651,2019-08-21,E,11,14.32458333,594.5416667,0.1085,0.513333333,0.123,0.1085,2.002,16.74633333,48.04833333,1.76,0.1785,7.488333333
652,2019-08-21,E,12,13.67675,596.48,0.111,0.522666667,0.125,0.110833333,1.0545,17.03816667,48.88766667,1.581666667,0.164333333,7.46
653,2019-08-21,E,13,13.30703333,598,0.109333333,0.5175,0.113,0.097333333,0.843166667,17.21583333,49.396,1.471666667,0.15,7.44
654,2019-08-21,E,14,13.03313333,598.31,0.1085,0.5135,0.115166667,0.0985,0.626166667,17.34833333,49.77283333,1.4,0.142666667,7.433333333
655,2019-08-21,E,15,12.83835,601.165,0.108833333,0.515166667,0.123166667,0.108666667,0.719333333,17.44933333,50.0625,1.3,0.14,7.400833333
656,2019-08-21,E,16,12.47873333,604.1766667,0.111833333,0.526833333,0.141166667,0.1265,0.718166667,17.569,50.405,1.236666667,0.131166667,7.37
657,2019-09-05,A,0,26.46523333,3.8,0.0035,0.089333333,0.110666667,0.095666667,0.592666667,-0.216166667,-0.564666667,94.36,7.592166667,5.8745
658,2019-09-05,A,1,26.57755,3.883333333,0.001666667,0.0795,0.103333333,0.0875,0.648666667,-0.204666667,-0.529,94.59333333,7.592666667,5.890666667
659,2019-09-05,A,2,23.43308333,157.9333333,0.114,0.536333333,0.3625,0.358,2.103666667,2.883166667,8.3165,99.32333333,8.454666667,6.7055
660,2019-09-05,B,0,22.21605,527.0616667,0.484666667,2.0285,0.965333333,0.988,5.925833333,11.23683333,32.26066667,124.675,10.84133333,8.5885
661,2019-09-05,B,1,22.11406667,526.775,0.822333333,3.3925,1.243833333,1.279333333,6.104166667,11.3835,32.67916667,126.47,11.018,8.605
662,2019-09-05,B,2,21.67078333,526.635,0.789333333,3.259,1.7955,1.854333333,6.223333333,11.752,33.7345,122.72,10.78366667,8.6
663,2019-09-05,B,3,21.19651667,528.6783333,0.601333333,2.497333333,1.707166667,1.762833333,6.371,12.206,35.03633333,101.52,9.0025,8.4995
664,2019-09-05,B,4,21.14218333,529.4716667,0.416833333,1.758333333,1.546333333,1.594833333,5.429,12.28166667,35.25316667,95.76166667,8.501666667,8.474
665,2019-09-05,B,5,21.13688333,529.6766667,0.410333333,1.730333333,1.406166667,1.448666667,5.236333333,12.30133333,35.3105,94.92333333,8.4275,8.48
666,2019-09-05,B,6,21.1272,529.8866667,0.364166667,1.545166667,1.189333333,1.221833333,5.246333333,12.32316667,35.375,93.46666667,8.298166667,8.47
667,2019-09-05,B,7,21.1127,529.8116667,0.366166667,1.554333333,1.215166667,1.250333333,5.281666667,12.32216667,35.36783333,93.13833333,8.273666667,8.47
668,2019-09-05,B,8,21.10136667,529.7633333,0.364,1.546,1.2675,1.303666667,5.599,12.31916667,35.36133333,93.5,8.3085,8.47
669,2019-09-05,B,9,21.0882,530,0.353333333,1.503,1.260166667,1.294666667,5.403166667,12.35666667,35.46883333,91.9,8.17,8.46
670,2019-09-05,B,10,21.06708333,530.2533333,0.272833333,1.177666667,0.744,0.757666667,3.187666667,12.4575,35.7575,90.6,8.051,8.45
671,2019-09-05,B,11,17.59608333,594.285,0.166666667,0.747166667,0.194333333,0.183833333,3.355166667,15.616,44.80816667,4.036666667,0.384666667,7.353333333
672,2019-09-05,B,12,14.91878333,613.085,0.100833333,0.4825,0.119,0.104166667,0.615166667,16.93266667,48.5845,2.418333333,0.243666667,7.2095
673,2019-09-05,B,13,14.21543333,617.1783333,0.1165,0.543333333,0.141333333,0.126833333,0.568166667,17.30866667,49.66,2,0.203333333,7.163833333
674,2019-09-05,B,14,13.04775,621.3916667,0.094,0.4575,0.091166667,0.0755,0.388833333,17.65183333,50.644,1.753333333,0.182,7.125333333
675,2019-09-05,B,15,12.34565,628.8183333,0.097166667,0.466833333,0.105,0.090333333,0.4105,17.97133333,51.5575,1.6,0.17,7.06
676,2019-09-05,B,16,12.14543333,630.4133333,0.091833333,0.444333333,0.107666667,0.091666667,0.369833333,17.9975,51.63483333,1.5,0.16,7.05
677,2019-09-05,B,17,11.7457,636.9416667,0.0945,0.454666667,0.118,0.102833333,0.44,18.18466667,52.16883333,1.4,0.15,7.01
678,2019-09-05,B,18,11.43141667,641.77,0.098166667,0.4705,0.099,0.0825,0.447666667,18.34466667,52.63033333,1.3,0.15,6.982166667
679,2019-09-05,B,19,11.26673333,644.445,0.101666667,0.485833333,0.1075,0.0915,0.516333333,18.43633333,52.89166667,1.3,0.14,6.97
680,2019-09-11,A,0,20.75725,517.505,0.341833333,1.452666667,0.974666667,0.998166667,3.748,12.932,37.11766667,89.89833333,8.041166667,8.544333333
681,2019-09-11,A,1,20.72688333,517.8083333,0.279666667,1.2045,0.679666667,0.6895,3.098,13.26266667,38.06633333,84.92,7.600666667,8.51
682,2019-09-11,A,2,20.66961667,518.8533333,0.251166667,1.088333333,0.466166667,0.467,2.772,14.032,40.26833333,69.625,6.241,8.38
683,2019-09-11,B,0,20.63911667,517.92,0.458833333,1.926833333,2.058,2.129333333,7.238,12.44433333,35.72016667,96.26,8.631166667,8.545333333
684,2019-09-11,B,1,20.63678333,517.9583333,0.4385,1.8425,1.8925,1.9555,6.868833333,12.47666667,35.81416667,96.52,8.654666667,8.5405
685,2019-09-11,B,2,20.64136667,518.0716667,0.491666667,2.056833333,1.7925,1.851333333,7.038333333,12.49633333,35.8695,96.38833333,8.64,8.550666667
686,2019-09-11,B,3,20.61946667,518.2216667,0.4405,1.8545,1.525666667,1.5735,5.744,12.5295,35.96333333,95.62166667,8.575833333,8.56
687,2019-09-11,B,4,20.54953333,518.6566667,0.4025,1.697166667,1.201833333,1.235,4.247833333,12.62533333,36.23833333,92.51333333,8.308833333,8.55
688,2019-09-11,B,5,20.42283333,518.935,0.305,1.306666667,0.808166667,0.822666667,3.362166667,12.80216667,36.7465,87.91,7.912833333,8.53
689,2019-09-11,B,6,20.24386667,519.4466667,0.211333333,0.929166667,0.468333333,0.468666667,2.076,13.1295,37.68216667,81.065,7.326,8.49
690,2019-09-11,B,7,20.22248333,519.395,0.2125,0.934166667,0.412333333,0.411166667,1.913833333,13.15316667,37.7515,80.65833333,7.292333333,8.49
691,2019-09-11,B,8,20.21071667,519.4783333,0.22,0.960666667,0.358,0.353166667,1.808,13.21283333,37.92283333,80.05,7.237666667,8.49
692,2019-09-11,B,9,20.18931667,519.8283333,0.177333333,0.791666667,0.316,0.310333333,1.589,13.19783333,37.87883333,79.185,7.164833333,8.49
693,2019-09-11,B,10,19.98578333,524.7866667,0.163333333,0.734,0.151833333,0.1385,1.171333333,13.81233333,39.6405,68.20333333,6.193666667,8.397166667
694,2019-09-11,B,11,17.85965,572.84,0.1385,0.635166667,0.107166667,0.091833333,1.510666667,15.7785,45.27566667,5.173333333,0.489,7.552833333
695,2019-09-11,B,12,15.15965,598.8216667,0.1125,0.5285,0.115,0.0995,0.608333333,17.08716667,49.02683333,2.386666667,0.240666667,7.364166667
696,2019-09-11,B,13,13.19193333,606.705,0.097666667,0.4695,0.112,0.097166667,0.339166667,17.77883333,51.01033333,1.856666667,0.194333333,7.277
697,2019-09-11,B,14,12.54765,610.2383333,0.0975,0.467833333,0.1085,0.0935,0.318333333,18.02366667,51.70833333,1.7,0.181833333,7.227
698,2019-09-11,B,15,12.24481667,612.72,0.101833333,0.484,0.095333333,0.079333333,0.427166667,18.13516667,52.02816667,1.543333333,0.165666667,7.2
699,2019-09-11,B,16,11.95336667,616.2933333,0.090833333,0.441166667,0.092166667,0.075333333,0.454333333,18.21316667,52.25166667,1.438333333,0.154666667,7.174
700,2019-09-11,B,17,11.66438333,619.85,0.098333333,0.470333333,0.099333333,0.083333333,0.389666667,18.33816667,52.60816667,1.4,0.15,7.15
701,2019-09-11,B,18,11.47235,624.6066667,0.102333333,0.4875,0.124,0.109,0.445166667,18.47733333,53.0115,1.32,0.144,7.119
702,2019-09-11,B,19,11.36635,628.695,0.099333333,0.477,0.116666667,0.100833333,0.515166667,18.59933333,53.3605,1.3,0.14,7.08
