sampledate,sampletime,temp,cond,spcond,salinity,chl_rfu,chl_ugl,bga_rfu,bga_ugl,turb,fdom_rfu,fdom_qsu,do_sat,do,ph,orp,orp_raw,pressure,water_depth
2016-04-15,13:39:51,5.707,367.5,582,0.28,0.75,2.88,1.01,1.02,1.58,0.1,1.38,82.1,10.29,8.46,275.2,275.2,0.006,0.004
2016-04-15,13:39:52,5.69,367.2,581.7,0.28,0.94,3.63,0.85,0.85,1.45,30.48,1.02,82.9,10.38,8.46,275,275,0.021,0.014
2016-04-15,13:39:53,5.667,366.8,581.5,0.28,1.14,4.38,0.77,0.77,1.33,41.22,0.9,83.2,10.42,8.45,274.9,274.9,0.035,0.024
2016-04-15,13:39:54,5.652,366.6,581.5,0.28,1.3,5.03,0.65,0.65,1.26,89.42,0.32,84,10.52,8.45,275.2,275.2,0.052,0.036
2016-04-15,13:39:55,5.626,366.4,581.7,0.28,1.45,5.58,0.55,0.55,1.19,104.67,0.14,84.2,10.55,8.44,275.5,275.5,0.067,0.047
2016-04-15,13:39:56,5.617,366.2,581.5,0.28,1.63,6.28,0.46,0.45,1.09,145.28,-0.34,84.8,10.63,8.44,275.6,275.6,0.081,0.057
2016-04-15,13:39:57,5.622,366.1,581.2,0.28,1.76,6.79,0.36,0.35,0.96,174.34,-0.68,84.9,10.65,8.44,275.6,275.6,0.096,0.067
2016-04-15,13:39:58,5.623,365.9,580.9,0.28,1.78,6.86,0.27,0.26,0.96,190.33,-0.87,85.3,10.7,8.44,275.6,275.6,0.11,0.077
2016-04-15,13:39:59,5.616,365.6,580.5,0.28,1.79,6.92,0.18,0.17,0.91,235.79,-1.41,85.6,10.74,8.44,275.7,275.7,0.128,0.09
2016-04-15,13:40:00,5.608,365.3,580.2,0.28,1.78,6.88,0.16,0.14,0.88,263.7,-1.74,89.2,11.19,8.44,275.7,275.7,0.145,0.102
2016-04-15,13:40:01,5.604,365,579.8,0.28,1.78,6.87,0.15,0.14,0.9,293.01,-2.09,89.7,11.26,8.44,275.7,275.7,0.163,0.114
2016-04-15,13:40:02,5.596,364.7,579.4,0.28,1.78,6.84,0.15,0.14,0.83,315.79,-2.36,90.1,11.31,8.44,275.7,275.7,0.181,0.127
2016-04-15,13:40:03,5.589,364.4,579.1,0.28,1.77,6.82,0.14,0.13,0.8,319.18,-2.4,90.3,11.33,8.44,275.7,275.7,0.21,0.147
2016-04-15,13:40:04,5.575,364,578.6,0.28,1.78,6.85,0.15,0.13,0.79,324.93,-2.47,90.6,11.38,8.44,275.7,275.7,0.239,0.168
2016-04-15,13:40:05,5.566,363.6,578.2,0.28,1.78,6.85,0.15,0.13,0.78,354.96,-2.83,90.8,11.4,8.44,275.7,275.7,0.27,0.19
2016-04-15,13:40:06,5.557,363.3,577.8,0.28,1.8,6.92,0.15,0.14,0.78,375.63,-3.07,91.1,11.45,8.44,275.7,275.7,0.3,0.211
2016-04-15,13:40:07,5.548,362.9,577.4,0.28,1.81,6.99,0.16,0.14,0.8,378.77,-3.11,91.3,11.48,8.44,275.7,275.7,0.33,0.232
2016-04-15,13:40:08,5.547,362.6,576.9,0.28,1.82,7.04,0.15,0.13,0.79,382.74,-3.16,91.5,11.5,8.44,275.7,275.7,0.367,0.258
2016-04-15,13:40:09,5.541,362.2,576.5,0.28,1.85,7.14,0.15,0.14,0.78,385.2,-3.18,91.7,11.52,8.44,275.8,275.8,0.398,0.28
2016-04-15,13:40:10,5.529,361.9,576.2,0.28,1.87,7.19,0.14,0.13,0.79,388.04,-3.22,91.8,11.55,8.44,275.8,275.8,0.428,0.301
2016-04-15,13:40:11,5.518,361.6,576,0.28,1.89,7.3,0.14,0.13,0.76,390.91,-3.25,92,11.57,8.44,275.8,275.8,0.455,0.32
2016-04-15,13:40:12,5.512,361.5,575.8,0.28,1.91,7.38,0.15,0.13,0.76,393.75,-3.29,92.1,11.59,8.44,275.8,275.8,0.492,0.346
2016-04-15,13:40:13,5.508,361.3,575.6,0.28,1.94,7.47,0.16,0.14,0.75,397.41,-3.33,92.3,11.61,8.43,275.8,275.8,0.528,0.371
2016-04-15,13:40:14,5.504,361.2,575.5,0.28,1.96,7.54,0.15,0.14,0.76,400.34,-3.36,92.4,11.63,8.43,275.8,275.8,0.564,0.397
2016-04-15,13:40:15,5.504,361.1,575.4,0.28,1.95,7.52,0.15,0.13,0.76,403.5,-3.4,92.6,11.65,8.43,275.8,275.8,0.591,0.416
2016-04-15,13:40:16,5.504,361.1,575.3,0.28,1.95,7.51,0.14,0.12,0.73,406.46,-3.44,92.8,11.68,8.43,275.9,275.9,0.611,0.429
2016-04-15,13:40:17,5.504,361,575.2,0.28,1.93,7.46,0.14,0.13,0.74,409.61,-3.47,93.1,11.72,8.43,275.9,275.9,0.627,0.44
2016-04-15,13:40:18,5.503,360.9,575,0.28,1.91,7.38,0.15,0.13,0.73,412.1,-3.5,93.4,11.75,8.43,275.9,275.9,0.639,0.449
2016-04-15,13:40:19,5.501,360.8,574.9,0.28,1.89,7.29,0.14,0.13,0.74,414.74,-3.53,93.7,11.79,8.42,276,276,0.656,0.461
2016-04-15,13:40:20,5.502,360.7,574.8,0.28,1.85,7.15,0.14,0.13,0.75,416.22,-3.55,93.9,11.82,8.42,276,276,0.663,0.466
2016-04-15,13:40:21,5.503,360.6,574.6,0.28,1.82,7.01,0.14,0.13,0.74,418.58,-3.58,94.2,11.85,8.42,276,276,0.685,0.482
2016-04-15,13:40:22,5.507,360.6,574.5,0.28,1.81,6.97,0.15,0.13,0.75,420.64,-3.6,94.4,11.88,8.42,276,276,0.701,0.493
2016-04-15,13:40:23,5.511,360.5,574.3,0.28,1.8,6.94,0.15,0.13,0.78,422.14,-3.62,94.6,11.91,8.41,276.1,276.1,0.727,0.511
2016-04-15,13:40:24,5.513,360.5,574.2,0.28,1.78,6.88,0.15,0.13,0.78,424.05,-3.65,94.8,11.93,8.41,276.1,276.1,0.77,0.542
2016-04-15,13:40:25,5.515,360.5,574.2,0.28,1.77,6.81,0.14,0.12,0.79,425.72,-3.67,95,11.96,8.41,276.1,276.1,0.787,0.553
2016-04-15,13:40:26,5.517,360.5,574.1,0.28,1.76,6.81,0.14,0.12,0.83,427.65,-3.69,95.2,11.98,8.41,276.2,276.2,0.818,0.575
2016-04-15,13:40:27,5.519,360.4,574,0.28,1.78,6.86,0.14,0.13,0.82,429.52,-3.71,95.4,12,8.41,276.2,276.2,0.829,0.583
2016-04-15,13:40:28,5.52,360.4,574,0.28,1.78,6.87,0.14,0.12,0.83,431.52,-3.73,95.5,12.01,8.4,276.3,276.3,0.846,0.595
2016-04-15,13:40:29,5.521,360.5,574,0.28,1.78,6.87,0.14,0.13,0.83,432.93,-3.75,95.6,12.03,8.4,276.3,276.3,0.859,0.604
2016-04-15,13:40:30,5.522,360.4,574,0.28,1.78,6.86,0.15,0.13,0.82,434.53,-3.77,95.8,12.05,8.4,276.3,276.3,0.875,0.615
2016-04-15,13:40:31,5.523,360.4,574,0.28,1.79,6.91,0.15,0.13,0.81,435.93,-3.79,95.9,12.06,8.4,276.3,276.3,0.889,0.625
2016-04-15,13:40:32,5.524,360.5,574,0.28,1.8,6.96,0.15,0.13,0.8,436.6,-3.79,96,12.08,8.4,276.4,276.4,0.893,0.627
2016-04-15,13:40:33,5.524,360.4,573.9,0.28,1.8,6.95,0.14,0.12,0.79,438.5,-3.82,96.1,12.09,8.39,276.4,276.4,0.901,0.633
2016-04-15,13:40:34,5.523,360.4,573.9,0.28,1.81,6.97,0.14,0.13,0.8,440.11,-3.84,96.2,12.1,8.39,276.4,276.4,0.914,0.643
2016-04-15,13:40:35,5.522,360.4,573.9,0.28,1.8,6.95,0.15,0.14,0.8,441.08,-3.85,96.3,12.12,8.39,276.5,276.5,0.92,0.646
2016-04-15,13:40:36,5.52,360.4,573.9,0.28,1.82,7,0.15,0.14,0.8,441.7,-3.85,96.4,12.13,8.39,276.5,276.5,0.929,0.653
2016-04-15,13:40:37,5.517,360.3,573.8,0.28,1.82,7,0.15,0.14,0.79,442.24,-3.86,96.5,12.14,8.39,276.6,276.6,0.937,0.658
2016-04-15,13:40:38,5.514,360.2,573.8,0.28,1.83,7.05,0.16,0.14,0.79,443.19,-3.87,96.6,12.15,8.39,276.6,276.6,0.944,0.663
2016-04-15,13:40:39,5.511,360.2,573.8,0.28,1.85,7.14,0.15,0.14,0.8,443.8,-3.88,96.7,12.16,8.38,276.6,276.6,0.95,0.668
2016-04-15,13:40:40,5.507,360.1,573.8,0.28,1.87,7.23,0.15,0.14,0.78,444.83,-3.89,96.7,12.17,8.38,276.6,276.6,0.955,0.671
2016-04-15,13:40:41,5.504,360.1,573.7,0.28,1.9,7.34,0.15,0.13,0.77,446.01,-3.91,96.8,12.18,8.38,276.6,276.6,0.953,0.67
2016-04-15,13:40:42,5.499,360,573.7,0.28,1.91,7.37,0.15,0.14,0.77,447.14,-3.92,96.8,12.19,8.38,276.6,276.6,0.942,0.662
2016-04-15,13:40:43,5.492,360,573.7,0.28,1.92,7.42,0.15,0.14,0.79,448.24,-3.93,96.9,12.19,8.38,276.6,276.6,0.935,0.657
2016-04-15,13:40:44,5.485,359.9,573.7,0.28,1.94,7.48,0.16,0.15,0.8,449.43,-3.95,96.9,12.2,8.38,276.6,276.6,0.927,0.652
2016-04-15,13:40:45,5.479,359.8,573.7,0.28,1.96,7.55,0.16,0.15,0.81,450.23,-3.96,97,12.21,8.38,276.6,276.6,0.921,0.647
2016-04-15,13:40:46,5.473,359.8,573.8,0.28,1.98,7.65,0.16,0.15,0.81,451.66,-3.97,97,12.21,8.38,276.6,276.6,0.918,0.645
2016-04-15,13:40:47,5.467,359.7,573.8,0.28,1.99,7.69,0.16,0.14,0.82,452.23,-3.98,97,12.22,8.38,276.6,276.6,0.905,0.636
2016-04-15,13:40:48,5.463,359.6,573.7,0.28,2,7.7,0.15,0.14,0.85,452.96,-3.99,97.1,12.23,8.38,276.6,276.6,0.899,0.632
2016-04-15,13:40:49,5.46,359.6,573.7,0.28,2,7.71,0.15,0.14,0.87,455.02,-4.01,97.1,12.23,8.37,276.6,276.6,0.895,0.629
2016-04-15,13:40:50,5.457,359.6,573.7,0.28,2,7.72,0.16,0.14,0.86,457.06,-4.04,97.1,12.24,8.37,276.6,276.6,0.884,0.621
2016-04-15,13:40:51,5.455,359.6,573.7,0.28,2.01,7.77,0.16,0.14,0.88,458.16,-4.05,97.2,12.24,8.37,276.6,276.6,0.872,0.613
2016-04-15,13:40:52,5.453,359.6,573.8,0.28,2.02,7.78,0.16,0.14,0.9,460.32,-4.08,97.2,12.25,8.37,276.7,276.7,0.864,0.607
2016-04-15,13:40:53,5.451,359.6,573.8,0.28,2.03,7.85,0.16,0.14,0.87,461.39,-4.09,97.3,12.26,8.37,276.7,276.7,0.869,0.611
2016-04-15,13:40:54,5.449,359.5,573.8,0.28,2.04,7.85,0.15,0.14,0.9,462.72,-4.1,97.3,12.26,8.37,276.7,276.7,0.881,0.619
2016-04-15,13:40:55,5.448,359.5,573.8,0.28,2.03,7.84,0.14,0.13,0.89,465.13,-4.13,97.4,12.27,8.37,276.7,276.7,0.887,0.624
2016-04-15,13:40:56,5.45,359.5,573.8,0.28,2.02,7.81,0.14,0.12,0.88,466.95,-4.15,97.4,12.28,8.37,276.6,276.6,0.909,0.639
2016-04-15,13:40:57,5.452,359.5,573.7,0.28,2.03,7.84,0.14,0.12,0.89,468.62,-4.17,97.5,12.28,8.37,276.7,276.7,0.928,0.652
2016-04-15,13:40:58,5.453,359.5,573.7,0.28,2.05,7.9,0.14,0.12,0.86,470.4,-4.2,97.5,12.29,8.37,276.7,276.7,0.963,0.677
2016-04-15,13:40:59,5.455,359.5,573.7,0.28,2.09,8.05,0.14,0.12,0.85,472.48,-4.22,97.6,12.29,8.37,276.7,276.7,0.989,0.695
2016-04-15,13:41:00,5.457,359.5,573.6,0.28,2.13,8.21,0.14,0.13,0.87,474.74,-4.25,97.6,12.3,8.37,276.7,276.7,1.009,0.709
2016-04-15,13:41:01,5.456,359.5,573.6,0.28,2.18,8.39,0.14,0.12,0.88,477.05,-4.27,97.6,12.3,8.37,276.7,276.7,1.029,0.723
2016-04-15,13:41:02,5.456,359.5,573.6,0.28,2.21,8.54,0.14,0.12,0.92,478.04,-4.29,97.7,12.3,8.36,276.7,276.7,1.053,0.74
2016-04-15,13:41:03,5.456,359.5,573.6,0.28,2.25,8.69,0.14,0.12,0.86,479.99,-4.31,97.7,12.31,8.36,276.7,276.7,1.072,0.754
2016-04-15,13:41:04,5.456,359.5,573.6,0.28,2.31,8.9,0.14,0.12,0.89,481.29,-4.32,97.7,12.31,8.36,276.7,276.7,1.09,0.766
2016-04-15,13:41:05,5.455,359.4,573.6,0.28,2.37,9.12,0.14,0.12,0.92,483.14,-4.35,97.7,12.31,8.36,276.7,276.7,1.108,0.779
2016-04-15,13:41:06,5.454,359.4,573.5,0.28,2.43,9.39,0.14,0.13,0.92,484.51,-4.36,97.7,12.31,8.36,276.8,276.8,1.119,0.787
2016-04-15,13:41:07,5.451,359.4,573.5,0.28,2.53,9.75,0.15,0.13,0.89,485.56,-4.38,97.7,12.32,8.36,276.8,276.8,2.338,1.644
2016-04-15,13:41:08,5.444,359.3,573.5,0.28,2.62,10.1,0.15,0.13,0.89,486.35,-4.38,97.7,12.32,8.36,276.8,276.8,2.472,1.738
2016-04-15,13:41:09,5.438,359.2,573.5,0.28,2.7,10.42,0.15,0.13,0.91,486.79,-4.39,97.7,12.32,8.36,276.8,276.8,2.607,1.833
2016-04-15,13:41:10,5.431,359.2,573.5,0.28,2.8,10.79,0.15,0.13,0.91,487.18,-4.39,97.7,12.32,8.36,276.8,276.8,2.67,1.877
2016-04-15,13:41:11,5.424,359.1,573.5,0.28,2.88,11.09,0.15,0.14,0.91,487.64,-4.4,97.7,12.32,8.36,276.8,276.8,2.678,1.883
2016-04-15,13:41:12,5.417,359,573.5,0.28,2.97,11.44,0.16,0.14,0.92,487.83,-4.4,97.7,12.32,8.36,276.8,276.8,2.685,1.887
2016-04-15,13:41:13,5.409,358.9,573.5,0.28,3.05,11.75,0.16,0.15,0.93,488.45,-4.41,97.7,12.33,8.36,276.8,276.8,2.694,1.894
2016-04-15,13:41:14,5.401,358.9,573.6,0.28,3.15,12.13,0.18,0.16,0.93,488.92,-4.41,97.7,12.33,8.36,276.8,276.8,2.731,1.92
2016-04-15,13:41:15,5.394,358.8,573.5,0.28,3.24,12.51,0.18,0.17,0.93,489.07,-4.42,97.7,12.33,8.36,276.8,276.8,2.809,1.975
2016-04-15,13:41:16,5.387,358.7,573.6,0.28,3.35,12.9,0.19,0.17,0.92,489.22,-4.42,97.7,12.33,8.36,276.8,276.8,2.887,2.03
2016-04-15,13:41:17,5.382,358.7,573.6,0.28,4.02,15.49,0.19,0.17,0.92,489.7,-4.42,97.7,12.33,8.35,276.9,276.9,2.958,2.079
2016-04-15,13:41:18,5.374,358.6,573.6,0.28,3.98,15.35,0.2,0.18,0.92,489.89,-4.43,97.7,12.34,8.35,276.9,276.9,3.028,2.129
2016-04-15,13:41:19,5.367,358.5,573.6,0.28,3.98,15.36,0.2,0.18,0.89,490.42,-4.43,97.7,12.34,8.35,276.9,276.9,3.09,2.172
2016-04-15,13:41:20,5.362,358.5,573.6,0.28,4.01,15.45,0.2,0.19,0.86,490.08,-4.43,97.7,12.34,8.35,276.9,276.9,3.144,2.21
2016-04-15,13:41:21,5.36,358.4,573.6,0.28,4.06,15.67,0.21,0.19,0.85,489.08,-4.42,97.8,12.35,8.35,276.9,276.9,3.177,2.234
2016-04-15,13:41:22,5.356,358.4,573.6,0.28,4.08,15.75,0.22,0.21,0.83,489.36,-4.42,97.8,12.35,8.35,276.9,276.9,3.205,2.253
2016-04-15,13:41:23,5.354,358.4,573.6,0.28,4.1,15.79,0.22,0.21,0.85,489.85,-4.43,97.8,12.35,8.35,276.9,276.9,3.224,2.266
2016-04-15,13:41:24,5.353,358.4,573.6,0.28,4.06,15.67,0.23,0.22,0.83,490.79,-4.44,97.8,12.36,8.35,276.9,276.9,3.239,2.277
2016-04-15,13:41:25,5.352,358.3,573.6,0.28,4.07,15.68,0.23,0.22,0.83,490.72,-4.44,97.8,12.36,8.35,276.9,276.9,3.25,2.285
2016-04-15,13:41:26,5.352,358.3,573.6,0.28,4.05,15.6,0.24,0.22,0.86,491.72,-4.45,97.9,12.36,8.35,276.9,276.9,3.26,2.292
2016-04-15,13:41:27,5.352,358.3,573.6,0.28,4.04,15.57,0.25,0.24,0.85,493.62,-4.47,97.9,12.37,8.35,276.9,276.9,3.268,2.298
2016-04-15,13:41:28,5.353,358.3,573.6,0.28,4.02,15.52,0.25,0.24,0.85,494.86,-4.49,97.9,12.37,8.35,276.9,276.9,3.276,2.303
2016-04-15,13:41:29,5.354,358.3,573.5,0.28,4.02,15.48,0.26,0.24,0.83,496.3,-4.5,97.9,12.37,8.35,276.9,276.9,3.284,2.309
2016-04-15,13:41:30,5.356,358.3,573.5,0.28,4,15.42,0.25,0.24,0.8,497.94,-4.52,98,12.37,8.35,276.9,276.9,3.29,2.313
2016-04-15,13:41:31,5.359,358.4,573.6,0.28,3.99,15.37,0.26,0.24,0.8,499.36,-4.54,98,12.38,8.35,276.9,276.9,3.295,2.317
2016-04-15,13:41:32,5.364,358.4,573.6,0.28,3.98,15.36,0.27,0.26,0.81,500.85,-4.56,98,12.38,8.35,276.9,276.9,3.3,2.32
2016-04-15,13:41:33,5.367,358.5,573.5,0.28,3.99,15.39,0.27,0.26,0.85,502.33,-4.57,98,12.38,8.35,276.9,276.9,3.306,2.324
2016-04-15,13:41:34,5.369,358.5,573.6,0.28,3.99,15.4,0.27,0.26,0.86,504.07,-4.59,98.1,12.38,8.35,276.9,276.9,3.31,2.327
2016-04-15,13:41:35,5.37,358.6,573.7,0.28,4.01,15.46,0.27,0.26,0.87,505.6,-4.61,98.1,12.39,8.35,276.9,276.9,3.314,2.33
2016-04-15,13:41:36,5.371,358.6,573.7,0.28,4,15.42,0.28,0.27,0.87,506.36,-4.62,98.1,12.39,8.35,276.9,276.9,3.317,2.332
2016-04-15,13:41:37,5.371,358.6,573.7,0.28,3.99,15.4,0.28,0.27,0.9,508.06,-4.64,98.1,12.39,8.35,276.9,276.9,3.321,2.335
2016-04-15,13:41:38,5.372,358.7,573.8,0.28,4.02,15.49,0.28,0.27,0.9,508.9,-4.65,98.1,12.39,8.35,276.9,276.9,3.324,2.336
2016-04-15,13:41:39,5.371,358.7,573.8,0.28,4.04,15.57,0.29,0.28,0.92,509.92,-4.66,98.1,12.39,8.35,276.9,276.9,3.326,2.338
2016-04-15,13:41:40,5.368,358.6,573.8,0.28,4.07,15.68,0.29,0.28,0.91,511.88,-4.69,98.1,12.39,8.35,276.9,276.9,3.329,2.34
2016-04-15,13:41:41,5.364,358.6,573.8,0.28,4.11,15.84,0.29,0.27,0.89,512.98,-4.7,98.1,12.39,8.35,276.9,276.9,3.331,2.342
2016-04-15,13:41:42,5.359,358.6,573.9,0.28,4.14,15.97,0.28,0.27,0.88,514.03,-4.71,98.1,12.39,8.35,276.9,276.9,3.334,2.343
2016-04-15,13:41:43,5.352,358.5,573.8,0.28,4.16,16.05,0.28,0.27,0.85,514.66,-4.72,98.1,12.39,8.35,276.9,276.9,3.335,2.345
2016-04-15,13:41:44,5.345,358.4,573.9,0.28,4.18,16.1,0.29,0.28,0.87,515.91,-4.74,98.1,12.39,8.35,276.9,276.9,3.338,2.347
2016-04-15,13:41:45,5.337,358.4,573.9,0.28,4.21,16.25,0.3,0.28,0.88,516.79,-4.75,98.1,12.39,8.35,276.9,276.9,3.34,2.348
2016-04-15,13:41:46,5.329,358.3,573.9,0.28,4.24,16.36,0.29,0.27,0.87,517.8,-4.76,98.1,12.39,8.35,276.9,276.9,3.342,2.349
2016-04-15,13:41:47,5.322,358.2,573.9,0.28,4.3,16.59,0.29,0.27,0.84,518.09,-4.76,98.1,12.39,8.35,276.9,276.9,3.344,2.351
2016-04-15,13:41:48,5.317,358.1,573.9,0.28,4.35,16.76,0.29,0.28,0.84,518.64,-4.77,98.1,12.4,8.35,276.9,276.9,3.346,2.352
2016-04-15,13:41:49,5.31,358,573.8,0.28,4.34,16.75,0.3,0.28,0.82,518.71,-4.77,98,12.4,8.35,276.9,276.9,3.361,2.362
2016-04-15,13:41:50,5.306,358,573.8,0.28,4.35,16.77,0.3,0.28,0.84,519.31,-4.78,98,12.4,8.35,276.9,276.9,3.382,2.378
2016-04-15,13:41:51,5.3,357.9,573.8,0.28,4.35,16.77,0.3,0.29,0.8,519.95,-4.78,98,12.4,8.35,276.9,276.9,3.399,2.389
2016-04-15,13:41:52,5.296,357.9,573.8,0.28,4.35,16.76,0.3,0.29,0.85,519.52,-4.78,98,12.4,8.35,277,277,3.411,2.398
2016-04-15,13:41:53,5.294,357.9,573.8,0.28,4.31,16.63,0.3,0.29,0.84,520.88,-4.79,98,12.4,8.35,277,277,3.418,2.403
2016-04-15,13:41:54,5.295,357.9,573.8,0.28,4.28,16.48,0.3,0.29,0.81,521.96,-4.81,98.1,12.41,8.35,277,277,3.423,2.406
2016-04-15,13:41:55,5.296,357.9,573.8,0.28,4.24,16.36,0.3,0.28,0.87,522.75,-4.82,98.1,12.41,8.35,277,277,3.428,2.41
2016-04-15,13:41:56,5.296,357.9,573.8,0.28,4.21,16.24,0.3,0.28,0.87,523.05,-4.82,98.1,12.41,8.34,277,277,3.433,2.413
2016-04-15,13:41:57,5.293,357.8,573.8,0.28,4.22,16.28,0.3,0.29,0.88,523.66,-4.83,98.1,12.41,8.34,277,277,3.445,2.422
2016-04-15,13:41:58,5.293,357.8,573.8,0.28,4.23,16.32,0.3,0.29,0.9,524.08,-4.83,98.1,12.41,8.34,277,277,3.465,2.436
2016-04-15,13:41:59,5.292,357.8,573.8,0.28,4.26,16.43,0.3,0.29,0.9,524.18,-4.83,98.1,12.41,8.34,277,277,4.547,3.196
2016-04-15,13:42:00,5.291,357.7,573.7,0.28,4.29,16.55,0.3,0.29,0.92,523.83,-4.83,98.1,12.41,8.34,277,277,4.691,3.298
2016-04-15,13:42:01,5.287,357.7,573.7,0.28,4.36,16.81,0.31,0.3,0.92,524.52,-4.84,98.1,12.41,8.34,277,277,4.907,3.45
2016-04-15,13:42:02,5.283,357.7,573.8,0.28,4.43,17.07,0.31,0.3,0.93,525.01,-4.84,98.1,12.41,8.34,277,277,4.982,3.502
2016-04-15,13:42:03,5.278,357.6,573.7,0.28,5.09,19.63,0.32,0.31,0.92,525.41,-4.85,98.1,12.41,8.34,277,277,5.096,3.582
2016-04-15,13:42:04,5.274,357.5,573.7,0.28,4.42,17.03,0.32,0.3,0.94,524.8,-4.84,98,12.41,8.34,277,277,5.183,3.643
2016-04-15,13:42:05,5.271,357.5,573.7,0.28,4.35,16.79,0.31,0.3,0.96,524.63,-4.84,98,12.41,8.34,277,277,5.214,3.665
2016-04-15,13:42:06,5.265,357.5,573.8,0.28,4.53,17.45,0.32,0.31,0.93,524.6,-4.84,98,12.41,8.34,277,277,5.234,3.679
2016-04-15,13:42:07,5.256,357.4,573.8,0.28,4.66,17.98,0.32,0.31,0.91,524.94,-4.84,98,12.41,8.34,277,277,5.25,3.691
2016-04-15,13:42:08,5.247,357.3,573.8,0.28,4.82,18.58,0.32,0.3,0.92,524.72,-4.84,98,12.41,8.34,277.1,277.1,5.261,3.698
2016-04-15,13:42:09,5.239,357.3,573.9,0.28,4.87,18.77,0.32,0.3,0.88,525.72,-4.85,97.9,12.41,8.34,277.1,277.1,5.268,3.703
2016-04-15,13:42:10,5.234,357.3,574,0.28,4.92,18.97,0.31,0.3,0.85,526.35,-4.86,97.9,12.41,8.34,277.1,277.1,5.278,3.71
2016-04-15,13:42:11,5.228,357.2,574,0.28,4.98,19.22,0.32,0.31,0.84,526,-4.85,97.9,12.41,8.34,277.1,277.1,5.287,3.717
2016-04-15,13:42:12,5.224,357.2,574,0.28,4.97,19.15,0.32,0.31,0.85,527.19,-4.87,97.9,12.41,8.34,277.1,277.1,5.295,3.722
2016-04-15,13:42:13,5.22,357.1,574,0.28,4.97,19.15,0.33,0.32,0.87,526.42,-4.86,97.9,12.41,8.34,277.1,277.1,5.3,3.726
2016-04-15,13:42:14,5.218,357.1,574,0.28,4.97,19.18,0.34,0.33,0.87,525.64,-4.85,97.9,12.41,8.34,277.1,277.1,5.306,3.73
2016-04-15,13:42:15,5.217,357.1,574,0.28,4.98,19.18,0.34,0.33,0.87,525.66,-4.85,97.9,12.41,8.34,277.1,277.1,5.315,3.736
2016-04-15,13:42:16,5.217,357.1,574,0.28,4.98,19.2,0.34,0.33,0.86,526.33,-4.86,97.9,12.41,8.34,277.1,277.1,5.324,3.743
2016-04-15,13:42:17,5.216,357.1,573.9,0.28,4.97,19.15,0.33,0.32,0.87,526.9,-4.87,97.9,12.41,8.34,277.1,277.1,5.332,3.748
2016-04-15,13:42:18,5.214,357,573.9,0.28,4.97,19.14,0.33,0.32,0.85,527.4,-4.87,97.9,12.41,8.34,277.1,277.1,5.338,3.753
2016-04-15,13:42:19,5.214,357.1,574,0.28,4.95,19.1,0.33,0.32,0.86,528.85,-4.89,97.9,12.41,8.34,277.1,277.1,5.346,3.758
2016-04-15,13:42:20,5.213,357,573.9,0.28,4.95,19.1,0.33,0.32,0.85,528.75,-4.89,97.9,12.41,8.34,277.1,277.1,5.352,3.762
2016-04-15,13:42:21,5.214,357,573.9,0.28,4.97,19.15,0.32,0.31,0.86,528.94,-4.89,97.9,12.41,8.34,277.1,277.1,5.36,3.768
2016-04-15,13:42:22,5.215,357,573.9,0.28,4.95,19.09,0.32,0.31,0.85,529.87,-4.9,97.9,12.42,8.34,277.1,277.1,5.365,3.772
2016-04-15,13:42:23,5.215,357,573.8,0.28,4.99,19.26,0.32,0.31,0.86,530.36,-4.91,97.9,12.42,8.34,277.1,277.1,5.372,3.777
2016-04-15,13:42:24,5.215,357,573.8,0.28,4.99,19.23,0.32,0.31,0.88,531.45,-4.92,97.9,12.42,8.34,277.1,277.1,5.383,3.784
2016-04-15,13:42:25,5.214,356.9,573.8,0.28,4.98,19.18,0.32,0.31,0.92,532.23,-4.93,97.9,12.42,8.34,277.1,277.1,5.4,3.796
2016-04-15,13:42:26,5.213,357,573.8,0.28,4.97,19.16,0.34,0.33,0.93,532.19,-4.93,97.9,12.42,8.34,277.1,277.1,5.423,3.812
2016-04-15,13:42:27,5.211,357,573.9,0.28,4.95,19.1,0.34,0.33,0.91,532.15,-4.93,97.9,12.42,8.34,277.1,277.1,5.446,3.828
2016-04-15,13:42:28,5.207,356.9,573.9,0.28,4.98,19.21,0.34,0.33,0.89,532.57,-4.93,97.9,12.41,8.34,277.1,277.1,5.468,3.844
2016-04-15,13:42:29,5.203,357,574,0.28,5,19.29,0.35,0.34,0.91,531.92,-4.93,97.9,12.42,8.34,277.2,277.2,5.488,3.858
2016-04-15,13:42:30,5.197,357,574.1,0.28,5.02,19.34,0.34,0.33,0.9,531.27,-4.92,97.9,12.42,8.34,277.2,277.2,5.51,3.874
2016-04-15,13:42:31,5.192,356.9,574.1,0.28,5.04,19.44,0.36,0.35,1.01,531.52,-4.92,97.9,12.42,8.34,277.2,277.2,5.529,3.886
2016-04-15,13:42:32,5.185,356.9,574.1,0.28,5.02,19.34,0.36,0.35,1.02,530.87,-4.91,97.9,12.41,8.34,277.2,277.2,5.549,3.9
2016-04-15,13:42:33,5.178,356.8,574.2,0.28,4.98,19.18,0.35,0.34,1.02,530.44,-4.91,97.8,12.41,8.34,277.2,277.2,5.572,3.917
2016-04-15,13:42:34,5.167,356.8,574.3,0.28,4.95,19.07,0.34,0.33,1.02,530.21,-4.9,97.8,12.41,8.34,277.2,277.2,5.603,3.939
