sampledate,sampletime,temp,cond,spcond,salinity,chl_rfu,chl_ugl,bga_rfu,bga_ugl,turb,fdom_rfu,fdom_qsu,do_sat,do,ph,orp,orp_raw,pressure,water_depth
2016-07-06,09:49:07,23.37,499.1,515.1,0.25,0.65,2.53,0.23,0.22,1.32,954.17,-9.93,122.6,10.43,8.53,252.1,252.1,4.993,3.519
2016-07-06,09:49:08,23.362,499,515.1,0.25,0.63,2.42,0.23,0.21,1.33,953.8,-9.93,122.5,10.42,8.53,252,252,5.059,3.565
2016-07-06,09:49:09,23.357,498.9,515.1,0.25,0.6,2.32,0.22,0.21,1.29,952.83,-9.92,122.4,10.42,8.53,252,252,5.134,3.618
2016-07-06,09:49:10,23.354,498.9,515.1,0.25,0.59,2.28,0.22,0.21,1.28,951.34,-9.9,122.3,10.41,8.53,251.9,251.9,5.209,3.671
2016-07-06,09:49:11,23.35,498.8,515.1,0.25,0.59,2.27,0.21,0.2,1.28,950.54,-9.89,122.3,10.4,8.53,251.9,251.9,5.262,3.708
2016-07-06,09:49:12,23.347,498.8,515.1,0.25,0.61,2.35,0.21,0.19,1.26,949.07,-9.87,122.2,10.4,8.53,251.9,251.9,5.306,3.74
2016-07-06,09:49:13,23.344,498.8,515.1,0.25,0.6,2.31,0.21,0.2,1.24,948.08,-9.86,122.1,10.39,8.53,251.8,251.8,6.524,4.598
2016-07-06,09:49:14,23.341,498.7,515.1,0.25,0.6,2.33,0.21,0.2,1.21,946.48,-9.84,122,10.38,8.53,251.8,251.8,6.571,4.631
2016-07-06,09:49:15,23.339,498.7,515.1,0.25,0.58,2.25,0.21,0.2,1.24,945.86,-9.84,121.9,10.38,8.53,251.8,251.8,6.533,4.604
2016-07-06,09:49:16,23.338,498.7,515.1,0.25,0.59,2.27,0.21,0.19,1.26,946.49,-9.84,121.8,10.37,8.53,251.8,251.8,6.542,4.61
2016-07-06,09:49:17,23.336,498.7,515.1,0.25,0.59,2.27,0.2,0.18,1.24,946.19,-9.84,121.7,10.36,8.53,251.7,251.7,6.539,4.608
2016-07-06,09:49:18,23.335,498.7,515.1,0.25,0.59,2.28,0.2,0.19,1.28,946.49,-9.84,121.6,10.35,8.53,251.7,251.7,6.53,4.602
2016-07-06,09:49:19,23.334,498.7,515.1,0.25,0.61,2.33,0.2,0.19,1.36,947.54,-9.86,121.5,10.35,8.52,251.7,251.7,6.523,4.597
2016-07-06,09:49:20,23.333,498.7,515.1,0.25,0.63,2.43,0.2,0.18,1.35,947.94,-9.86,121.5,10.34,8.52,251.7,251.7,6.527,4.6
2016-07-06,09:49:21,23.333,498.7,515.1,0.25,0.62,2.38,0.2,0.18,1.35,948.06,-9.86,121.4,10.33,8.52,251.7,251.7,6.524,4.598
2016-07-06,09:49:22,23.332,498.7,515.1,0.25,0.62,2.38,0.2,0.18,1.35,947.84,-9.86,121.3,10.32,8.52,251.6,251.6,6.519,4.594
2016-07-06,09:49:23,23.331,498.7,515.1,0.25,0.59,2.28,0.19,0.18,1.37,948.66,-9.87,121.2,10.32,8.52,251.6,251.6,6.521,4.596
2016-07-06,09:49:24,23.33,498.7,515.1,0.25,0.58,2.25,0.2,0.18,1.38,948.63,-9.87,121.1,10.31,8.52,251.6,251.6,6.581,4.638
2016-07-06,09:49:25,23.329,498.7,515.2,0.25,0.58,2.22,0.2,0.18,1.39,948.75,-9.87,121,10.3,8.52,251.6,251.6,6.68,4.708
2016-07-06,09:49:26,23.328,498.7,515.2,0.25,0.6,2.3,0.2,0.19,1.41,948.49,-9.87,120.9,10.3,8.52,251.6,251.6,6.748,4.756
2016-07-06,09:49:27,23.328,498.7,515.2,0.25,0.59,2.28,0.2,0.18,1.41,947.76,-9.86,120.9,10.29,8.52,251.6,251.6,6.797,4.79
2016-07-06,09:49:28,23.327,498.7,515.2,0.25,0.59,2.28,0.2,0.19,1.36,947.3,-9.85,120.8,10.28,8.52,251.5,251.5,6.84,4.82
2016-07-06,09:49:29,23.326,498.7,515.2,0.25,0.58,2.25,0.2,0.19,1.39,947.08,-9.85,120.7,10.28,8.51,251.5,251.5,6.88,4.849
2016-07-06,09:49:30,23.325,498.7,515.2,0.25,0.56,2.17,0.21,0.19,1.31,947.9,-9.86,120.6,10.27,8.51,251.5,251.5,6.91,4.87
2016-07-06,09:49:31,23.323,498.7,515.2,0.25,0.53,2.06,0.21,0.19,1.3,948.12,-9.86,120.6,10.27,8.51,251.5,251.5,6.951,4.899
2016-07-06,09:49:32,23.322,498.7,515.2,0.25,0.54,2.07,0.21,0.19,1.29,948.38,-9.87,120.5,10.26,8.51,251.5,251.5,7.011,4.941
2016-07-06,09:49:33,23.321,498.7,515.3,0.25,0.53,2.04,0.2,0.19,1.29,947.97,-9.86,120.4,10.25,8.51,251.5,251.5,7.077,4.987
2016-07-06,09:49:34,23.319,498.7,515.3,0.25,0.53,2.05,0.21,0.19,1.32,947.28,-9.85,120.4,10.25,8.51,251.5,251.5,7.127,5.022
2016-07-06,09:49:35,23.317,498.7,515.3,0.25,0.53,2.04,0.21,0.2,1.33,947.97,-9.86,120.3,10.24,8.51,251.5,251.5,7.171,5.054
2016-07-06,09:49:36,23.315,498.8,515.4,0.25,0.53,2.03,0.21,0.2,1.3,946.75,-9.85,120.2,10.24,8.51,251.4,251.4,7.212,5.083
2016-07-06,09:49:37,23.313,498.8,515.4,0.25,0.51,1.96,0.2,0.19,1.29,947.08,-9.85,120.1,10.23,8.51,251.4,251.4,7.256,5.114
2016-07-06,09:49:38,23.312,498.8,515.4,0.25,0.51,1.97,0.2,0.19,1.26,946.85,-9.85,120.1,10.22,8.51,251.4,251.4,7.289,5.137
2016-07-06,09:49:39,23.31,498.8,515.4,0.25,0.49,1.89,0.2,0.19,1.23,945.92,-9.84,120,10.22,8.51,251.4,251.4,7.321,5.16
2016-07-06,09:49:40,23.308,498.8,515.5,0.25,0.47,1.83,0.21,0.2,1.25,945.23,-9.83,119.9,10.21,8.51,251.4,251.4,8.776,6.185
2016-07-06,09:49:41,23.306,498.8,515.5,0.25,0.49,1.88,0.22,0.2,1.24,945.46,-9.83,119.9,10.21,8.5,251.4,251.4,8.712,6.139
2016-07-06,09:49:42,23.304,498.8,515.5,0.25,0.48,1.87,0.21,0.2,1.21,944.27,-9.82,119.8,10.2,8.5,251.4,251.4,8.736,6.157
2016-07-06,09:49:43,23.301,498.8,515.5,0.25,0.49,1.88,0.21,0.2,1.21,944.39,-9.82,119.7,10.2,8.5,251.3,251.3,8.719,6.144
2016-07-06,09:49:44,23.299,498.9,515.6,0.25,0.5,1.92,0.21,0.19,1.2,944.72,-9.82,119.6,10.19,8.5,251.3,251.3,8.719,6.145
2016-07-06,09:49:45,23.297,498.9,515.6,0.25,0.5,1.93,0.21,0.2,1.2,943.87,-9.81,119.6,10.18,8.5,251.3,251.3,8.712,6.14
2016-07-06,09:49:46,23.295,498.9,515.7,0.25,0.52,1.99,0.22,0.2,1.19,944.16,-9.82,119.5,10.18,8.5,251.3,251.3,8.708,6.137
2016-07-06,09:49:47,23.293,498.9,515.7,0.25,0.53,2.06,0.22,0.21,1.17,944.46,-9.82,119.4,10.17,8.5,251.3,251.3,8.712,6.14
2016-07-06,09:49:48,23.29,498.9,515.8,0.25,0.54,2.08,0.21,0.2,1.17,943.59,-9.81,119.3,10.17,8.5,251.3,251.3,8.772,6.182
2016-07-06,09:49:49,23.284,498.9,515.8,0.25,0.54,2.09,0.22,0.2,1.16,942.51,-9.8,119.2,10.16,8.5,251.3,251.3,8.871,6.251
2016-07-06,09:49:50,23.278,498.9,515.9,0.25,0.54,2.09,0.21,0.19,1.16,940.92,-9.78,119.1,10.15,8.5,251.3,251.3,8.956,6.311
2016-07-06,09:49:51,23.271,498.9,516,0.25,0.54,2.09,0.2,0.19,1.16,939.55,-9.76,119,10.14,8.5,251.3,251.3,9.028,6.363
2016-07-06,09:49:52,23.261,499,516.1,0.25,0.55,2.12,0.21,0.19,1.21,937.66,-9.74,118.8,10.12,8.5,251.3,251.3,9.076,6.396
2016-07-06,09:49:53,23.253,499,516.2,0.25,0.57,2.18,0.2,0.18,1.23,936.69,-9.73,118.6,10.11,8.49,251.3,251.3,9.112,6.422
2016-07-06,09:49:54,23.243,499,516.3,0.25,0.57,2.22,0.2,0.18,1.25,936.26,-9.72,118.4,10.1,8.49,251.3,251.3,9.147,6.446
2016-07-06,09:49:55,23.225,499,516.5,0.25,0.55,2.12,0.2,0.18,1.24,933.23,-9.69,118.2,10.08,8.49,251.3,251.3,9.215,6.494
2016-07-06,09:49:56,23.192,499,516.8,0.25,0.54,2.09,0.2,0.18,1.26,929.39,-9.64,117.9,10.06,8.49,251.4,251.4,9.28,6.54
2016-07-06,09:49:57,23.162,499,517.2,0.25,0.53,2.06,0.2,0.18,1.26,924.2,-9.58,113.6,9.7,8.49,251.4,251.4,9.336,6.58
2016-07-06,09:49:58,23.122,499.1,517.6,0.25,0.53,2.05,0.19,0.18,1.25,918.45,-9.51,112.5,9.61,8.48,251.5,251.5,9.386,6.615
2016-07-06,09:49:59,23.082,499.1,518.1,0.25,0.54,2.09,0.19,0.17,1.26,912.61,-9.44,111.6,9.54,8.48,251.5,251.5,9.438,6.651
2016-07-06,09:50:00,23.038,499.1,518.4,0.25,0.53,2.06,0.19,0.18,1.26,908.15,-9.39,110.6,9.46,8.47,251.6,251.6,9.475,6.677
2016-07-06,09:50:01,21.517,499.1,534.6,0.26,0.53,2.05,0.19,0.17,1.27,898.98,-9.28,109.5,9.37,8.29,251.7,251.7,10.823,7.627
2016-07-06,09:50:02,21.514,499,534.5,0.26,0.56,2.15,0.19,0.18,1.26,887.12,-9.14,105,9.26,8.26,251.9,251.9,10.786,7.598
2016-07-06,09:50:03,21.328,498.9,536.6,0.26,0.56,2.15,0.19,0.18,1.25,870.63,-8.94,100,8.81,8.25,252.1,252.1,10.866,7.654
2016-07-06,09:50:04,21.078,498.8,539.2,0.26,0.56,2.18,0.19,0.18,1.24,854.37,-8.75,97.5,8.63,8.24,252.4,252.4,10.851,7.643
2016-07-06,09:50:05,21.096,498.7,538.9,0.26,0.55,2.14,0.18,0.17,1.24,836.25,-8.54,96.4,8.57,8.23,252.7,252.7,10.829,7.628
2016-07-06,09:50:06,21.067,498.6,539,0.26,0.56,2.16,0.17,0.16,1.21,817.83,-8.32,89.3,7.94,8.22,252.9,252.9,10.825,7.625
2016-07-06,09:50:07,19.964,498.2,551.2,0.27,0.55,2.12,0.18,0.16,1.17,792.86,-8.02,84.7,7.53,8.06,253.4,253.4,10.971,7.725
2016-07-06,09:50:08,19.713,497.6,553,0.27,0.55,2.11,0.17,0.16,1.16,769.93,-7.75,81.1,7.37,8.03,253.8,253.8,11.143,7.847
2016-07-06,09:50:09,19.609,496.9,553.9,0.27,0.55,2.12,0.17,0.15,1.15,743.27,-7.43,77.3,7.05,8,254.2,254.2,11.242,7.916
2016-07-06,09:50:10,19.474,496.1,554.6,0.27,0.55,2.12,0.17,0.16,1.14,715.64,-7.1,74.9,6.85,8,254.7,254.7,11.29,7.95
2016-07-06,09:50:11,19.414,495.2,554.4,0.27,0.56,2.15,0.16,0.14,1.12,691.66,-6.82,68.5,6.28,7.98,255.2,255.2,11.331,7.979
2016-07-06,09:50:12,19.342,494.3,554,0.27,0.57,2.18,0.16,0.14,1.1,666.31,-6.52,64.7,5.94,7.97,255.7,255.7,11.389,8.019
2016-07-06,09:50:13,19.254,493.2,554,0.27,0.56,2.17,0.16,0.14,1.09,637.29,-6.18,61.2,5.63,7.95,256.3,256.3,11.511,8.105
2016-07-06,09:50:14,19.202,492.2,553.4,0.27,0.56,2.17,0.16,0.14,1.1,608.89,-5.84,60.2,5.55,7.93,256.8,256.8,11.591,8.162
2016-07-06,09:50:15,19.178,491.1,552.6,0.27,0.53,2.06,0.16,0.14,1.09,585.47,-5.56,58.5,5.39,7.92,257.4,257.4,11.656,8.207
2016-07-06,09:50:16,19.16,490.2,551.8,0.27,0.55,2.11,0.15,0.14,1.09,559.94,-5.26,57.2,5.28,7.92,257.9,257.9,11.707,8.243
2016-07-06,09:50:17,19.146,489.2,550.8,0.27,0.55,2.13,0.15,0.13,1.07,537.8,-4.99,51.8,4.78,7.91,258.5,258.5,11.765,8.284
2016-07-06,09:50:18,19.094,488.1,550.1,0.27,0.55,2.12,0.14,0.13,1.06,511.19,-4.68,49.5,4.57,7.9,259,259,13.069,9.202
2016-07-06,09:50:19,19.023,486.8,549.6,0.27,0.55,2.1,0.13,0.12,1.04,487.47,-4.4,47.3,4.37,7.89,259.6,259.6,13.016,9.164
2016-07-06,09:50:20,18.949,486,549.4,0.27,0.53,2.06,0.13,0.12,1.02,462.95,-4.11,46.6,4.32,7.89,260.2,260.2,13.026,9.171
2016-07-06,09:50:21,18.895,485,549.1,0.27,0.53,2.04,0.12,0.11,1.02,446.1,-3.91,45.4,4.21,7.88,260.8,260.8,13.048,9.186
2016-07-06,09:50:22,18.841,484.3,548.8,0.27,0.52,2.02,0.12,0.11,1.04,428.34,-3.7,44.7,4.14,7.87,261.4,261.4,13.051,9.189
2016-07-06,09:50:23,18.772,483.5,548.6,0.27,0.53,2.06,0.11,0.09,1.02,415.28,-3.54,43.9,4.08,7.87,261.9,261.9,13.051,9.188
2016-07-06,09:50:24,18.024,482.6,556.7,0.27,0.53,2.03,0.11,0.09,1.02,400.48,-3.37,43.4,4.03,7.86,262.4,262.4,13.052,9.189
2016-07-06,09:50:25,17.982,481.9,556.1,0.27,0.52,1.99,0.11,0.09,1.04,389.55,-3.24,40,3.78,7.86,262.8,262.8,13.044,9.182
2016-07-06,09:50:26,17.978,481.1,555.6,0.27,0.52,1.99,0.11,0.09,1.04,380.58,-3.13,39.2,3.7,7.85,263.3,263.3,13.042,9.181
2016-07-06,09:50:27,17.95,480.4,555.1,0.27,0.52,2,0.11,0.09,1.04,374.54,-3.06,38.3,3.62,7.85,263.7,263.7,13.043,9.181
2016-07-06,09:50:28,17.946,479.5,554.2,0.27,0.54,2.07,0.1,0.09,1.03,368.66,-2.99,37.9,3.59,7.84,264.1,264.1,13.04,9.179
2016-07-06,09:50:29,17.93,478.8,553.5,0.27,0.53,2.06,0.1,0.09,1.04,362.79,-2.92,37.6,3.55,7.84,264.4,264.4,13.043,9.181
2016-07-06,09:50:30,17.932,478,552.6,0.27,0.54,2.1,0.11,0.09,1.03,359.13,-2.88,37.2,3.53,7.84,264.7,264.7,13.038,9.178
2016-07-06,09:50:31,17.933,477.4,551.9,0.27,0.55,2.14,0.11,0.1,1.03,354.49,-2.82,37,3.5,7.83,265,265,13.032,9.173
2016-07-06,09:50:32,17.929,476.9,551.4,0.27,0.56,2.15,0.11,0.1,1.05,351.55,-2.79,36.7,3.47,7.83,265.2,265.2,13.026,9.169
2016-07-06,09:50:33,17.929,476.5,551,0.27,0.55,2.12,0.11,0.09,1.07,349.5,-2.76,36.4,3.45,7.82,265.5,265.5,13.02,9.165
2016-07-06,09:50:34,17.931,476.1,550.4,0.27,0.52,2.02,0.11,0.09,1.06,348.06,-2.74,36.2,3.43,7.81,265.6,265.6,13.016,9.163
2016-07-06,09:50:35,17.932,475.8,550.1,0.27,0.51,1.98,0.12,0.1,1.07,346.44,-2.72,36,3.41,7.81,265.8,265.8,13.014,9.161
2016-07-06,09:50:36,17.933,475.6,549.8,0.27,0.51,1.98,0.11,0.1,1.09,344.32,-2.7,35.8,3.39,7.8,266,266,13.015,9.162
2016-07-06,09:50:37,17.935,475.5,549.6,0.27,0.51,1.97,0.12,0.11,1.1,342.57,-2.68,35.6,3.37,7.79,266.1,266.1,13.013,9.16
2016-07-06,09:50:38,17.933,475.3,549.5,0.27,0.5,1.92,0.12,0.11,1.11,341.69,-2.67,35.4,3.35,7.79,266.3,266.3,13.021,9.166
2016-07-06,09:50:39,17.913,475.2,549.5,0.27,0.49,1.9,0.12,0.1,1.1,338.88,-2.63,35.2,3.33,7.78,266.4,266.4,13.049,9.185
2016-07-06,09:50:40,17.893,475,549.6,0.27,0.49,1.91,0.12,0.1,1.09,336.27,-2.6,31.7,3,7.77,266.6,266.6,13.088,9.213
2016-07-06,09:50:41,17.85,474.7,549.7,0.27,0.49,1.89,0.12,0.11,1.1,332.06,-2.55,31,2.93,7.77,266.7,266.7,13.119,9.235
2016-07-06,09:50:42,17.798,474.2,549.8,0.27,0.47,1.83,0.13,0.11,1.09,326.89,-2.49,30.1,2.85,7.77,266.8,266.8,13.148,9.255
2016-07-06,09:50:43,17.709,473.7,550.2,0.27,0.48,1.84,0.12,0.1,1.11,322.8,-2.44,29.7,2.82,7.76,267,267,13.175,9.274
2016-07-06,09:50:44,17.627,473,550.6,0.27,0.47,1.83,0.12,0.1,1.09,318.82,-2.4,29.4,2.79,7.76,267.1,267.1,13.204,9.294
2016-07-06,09:50:45,17.533,472.5,550.9,0.27,0.48,1.87,0.12,0.1,1.09,315.76,-2.36,29.1,2.77,7.75,267.3,267.3,13.226,9.309
2016-07-06,09:50:46,15.777,471.4,572.2,0.28,0.48,1.84,0.12,0.1,1.1,310.13,-2.29,28.6,2.73,7.64,267.4,267.4,14.484,10.192
2016-07-06,09:50:47,15.645,470.1,571.8,0.28,0.48,1.83,0.12,0.1,1.12,304.4,-2.23,28.3,2.8,7.63,267.6,267.6,14.292,10.056
2016-07-06,09:50:48,15.545,468.4,571.6,0.28,0.49,1.91,0.11,0.1,1.12,300.22,-2.18,27.9,2.77,7.63,267.8,267.8,14.375,10.115
2016-07-06,09:50:49,15.535,466.8,569.8,0.28,0.5,1.93,0.11,0.09,1.12,295.05,-2.11,27.6,2.74,7.62,268,268,14.373,10.114
2016-07-06,09:50:50,15.521,465,567.8,0.28,0.5,1.92,0.1,0.08,1.13,288.51,-2.04,27.2,2.71,7.62,268.2,268.2,14.379,10.118
2016-07-06,09:50:51,15.498,463.5,566.2,0.28,0.5,1.94,0.09,0.07,1.09,284.23,-1.99,26.9,2.68,7.62,268.4,268.4,14.378,10.117
2016-07-06,09:50:52,15.458,461.7,564.6,0.28,0.5,1.93,0.09,0.07,1.08,277.17,-1.9,23.3,2.32,7.62,268.6,268.6,14.41,10.139
2016-07-06,09:50:53,15.328,459.9,563.9,0.27,0.51,1.96,0.09,0.07,1.09,269.8,-1.82,22.7,2.26,7.61,268.8,268.8,14.548,10.236
2016-07-06,09:50:54,15.252,458,562.7,0.27,0.5,1.94,0.09,0.07,1.1,260.71,-1.71,22.1,2.21,7.61,269,269,14.649,10.307
2016-07-06,09:50:55,15.189,456.4,561.6,0.27,0.5,1.93,0.09,0.07,1.12,252.03,-1.6,21.5,2.16,7.6,269.2,269.2,14.714,10.352
2016-07-06,09:50:56,15.14,454.7,560.3,0.27,0.5,1.94,0.09,0.07,1.12,244.34,-1.51,21.2,2.12,7.6,269.4,269.4,14.753,10.38
2016-07-06,09:50:57,15.091,453.3,559,0.27,0.51,1.96,0.09,0.07,1.13,235.32,-1.41,20.8,2.09,7.6,269.6,269.6,14.788,10.405
2016-07-06,09:50:58,15.05,451.6,557.5,0.27,0.5,1.92,0.09,0.07,1.12,229.27,-1.33,20.4,2.05,7.59,269.9,269.9,14.816,10.425
2016-07-06,09:50:59,14.983,450.4,556.8,0.27,0.5,1.91,0.09,0.07,1.14,224.4,-1.28,20.1,2.02,7.59,270.1,270.1,14.879,10.468
2016-07-06,09:51:00,14.906,449.1,556.2,0.27,0.5,1.94,0.09,0.08,1.15,220.46,-1.23,19.8,1.99,7.59,270.3,270.3,14.953,10.52
2016-07-06,09:51:01,14.088,447.8,565.8,0.28,0.53,2.03,0.09,0.07,1.15,215.43,-1.17,19.5,1.97,7.59,270.5,270.5,15.026,10.57
2016-07-06,09:51:02,13.868,446.8,567,0.28,0.52,2.02,0.1,0.08,1.12,211.55,-1.12,19.3,1.98,7.58,270.7,270.7,15.077,10.606
2016-07-06,09:51:03,13.715,445.7,568.1,0.28,0.54,2.07,0.1,0.08,1.13,206.54,-1.06,19.1,1.97,7.58,270.9,270.9,15.12,10.636
2016-07-06,09:51:04,13.614,444.5,567.5,0.28,0.54,2.08,0.11,0.09,1.13,202.03,-1.01,18.9,1.96,7.58,271.1,271.1,15.161,10.665
2016-07-06,09:51:05,13.337,443,570,0.28,0.53,2.04,0.1,0.09,1.12,196.55,-0.95,18.7,1.94,7.58,271.3,271.3,16.329,11.486
2016-07-06,09:51:06,13.243,441.7,569.6,0.28,0.53,2.04,0.11,0.09,1.13,194.17,-0.92,18.6,1.94,7.58,271.5,271.5,16.387,11.527
2016-07-06,09:51:07,13.209,440.3,568.3,0.28,0.52,2,0.11,0.09,1.11,191.43,-0.89,18.4,1.92,7.57,271.7,271.7,16.437,11.562
2016-07-06,09:51:08,13.179,439,567,0.28,0.51,1.98,0.12,0.1,1.09,188.05,-0.85,18.2,1.91,7.57,271.8,271.8,16.372,11.516
2016-07-06,09:51:09,13.159,437.5,565.3,0.28,0.51,1.97,0.12,0.1,1.09,184.6,-0.8,17.9,1.87,7.57,272,272,16.371,11.515
2016-07-06,09:51:10,13.134,436.2,563.9,0.27,0.5,1.92,0.12,0.11,1.06,180.6,-0.76,17.5,1.84,7.57,272.1,272.1,16.369,11.514
2016-07-06,09:51:11,13.109,434.7,562.5,0.27,0.48,1.84,0.12,0.1,1.06,177.53,-0.72,17.3,1.81,7.57,272.2,272.2,16.369,11.514
2016-07-06,09:51:12,13.077,433.6,561.4,0.27,0.43,1.67,0.13,0.11,1.05,175.23,-0.69,17,1.79,7.56,272.3,272.3,16.424,11.552
2016-07-06,09:51:13,13.033,432.3,560.4,0.27,0.42,1.61,0.13,0.11,1.03,172.8,-0.66,16.8,1.77,7.56,272.5,272.5,16.544,11.637
2016-07-06,09:51:14,12.99,431.3,559.6,0.27,0.41,1.57,0.13,0.11,1.01,170.19,-0.63,16.7,1.75,7.55,272.6,272.6,16.645,11.707
2016-07-06,09:51:15,12.955,430,558.5,0.27,0.4,1.54,0.13,0.11,0.99,169.77,-0.63,16.5,1.74,7.55,272.7,272.7,16.719,11.76
2016-07-06,09:51:16,12.922,428.9,557.5,0.27,0.4,1.53,0.12,0.11,0.98,168.46,-0.61,16.4,1.72,7.55,272.8,272.8,16.763,11.791
2016-07-06,09:51:17,12.872,427.8,556.8,0.27,0.39,1.52,0.12,0.11,0.97,167.34,-0.6,16.2,1.71,7.54,272.9,272.9,16.803,11.818
2016-07-06,09:51:18,12.818,427.2,556.6,0.27,0.38,1.48,0.12,0.1,0.94,164.61,-0.57,16.1,1.7,7.54,273.1,273.1,16.844,11.847
2016-07-06,09:51:19,12.756,426.4,556.6,0.27,0.37,1.42,0.12,0.1,0.94,161.11,-0.53,16,1.69,7.53,273.2,273.2,16.931,11.909
2016-07-06,09:51:20,12.68,425.7,556.6,0.27,0.36,1.39,0.12,0.1,0.92,157.94,-0.49,15.9,1.68,7.53,273.3,273.3,17,11.957
2016-07-06,09:51:21,12.611,425,556.7,0.27,0.35,1.37,0.11,0.09,0.91,155.52,-0.46,15.7,1.66,7.53,273.4,273.4,17.059,11.998
2016-07-06,09:51:22,12.531,424.3,556.8,0.27,0.35,1.36,0.11,0.09,0.9,152.59,-0.42,15.5,1.64,7.52,273.6,273.6,17.11,12.034
2016-07-06,09:51:23,12.462,423.5,556.8,0.27,0.35,1.37,0.1,0.08,0.89,149.34,-0.39,15.3,1.62,7.52,273.7,273.7,17.16,12.069
2016-07-06,09:51:24,12.383,422.8,556.9,0.27,0.35,1.33,0.1,0.08,0.88,146.94,-0.36,15,1.6,7.52,273.8,273.8,17.197,12.095
2016-07-06,09:51:25,12.318,422.1,557,0.27,0.34,1.33,0.09,0.07,0.87,143.96,-0.32,14.7,1.57,7.51,273.9,273.9,17.231,12.119
2016-07-06,09:51:26,12.256,421.6,557.1,0.27,0.33,1.28,0.09,0.07,0.86,140.43,-0.28,14.4,1.54,7.51,274,274,17.27,12.146
2016-07-06,09:51:27,12.199,420.9,557.1,0.27,0.33,1.28,0.08,0.06,0.84,136.24,-0.23,14,1.5,7.5,274.1,274.1,18.476,12.994
2016-07-06,09:51:28,12.14,420.4,557.2,0.27,0.33,1.29,0.08,0.06,0.83,133.94,-0.2,13.7,1.47,7.5,274.2,274.2,18.488,13.002
2016-07-06,09:51:29,12.086,419.8,557.3,0.27,0.33,1.29,0.07,0.06,0.83,130.73,-0.17,13.3,1.42,7.5,274.3,274.3,18.473,12.992
2016-07-06,09:51:30,12.025,419.3,557.4,0.27,0.34,1.29,0.07,0.05,0.82,129.2,-0.15,12.9,1.38,7.49,274.4,274.4,18.476,12.994
2016-07-06,09:51:31,11.977,418.8,557.5,0.27,0.34,1.3,0.06,0.04,0.82,126.93,-0.12,12.4,1.33,7.49,274.5,274.5,18.483,12.999
2016-07-06,09:51:32,11.939,418.5,557.6,0.27,0.33,1.26,0.06,0.04,0.82,125.12,-0.1,12,1.29,7.48,274.6,274.6,18.49,13.003
2016-07-06,09:51:33,11.911,418.3,557.7,0.27,0.33,1.27,0.05,0.04,0.81,123.96,-0.09,11.6,1.25,7.48,274.7,274.7,18.492,13.005
2016-07-06,09:51:34,11.886,418,557.7,0.27,0.33,1.28,0.05,0.03,0.8,122.46,-0.07,11.2,1.21,7.48,274.8,274.8,18.487,13.002
2016-07-06,09:51:35,11.867,417.8,557.7,0.27,0.35,1.35,0.05,0.03,0.82,120.53,-0.04,10.8,1.17,7.47,274.9,274.9,18.487,13.001
2016-07-06,09:51:36,11.85,417.7,557.7,0.27,0.34,1.31,0.05,0.03,0.83,119.05,-0.03,10.5,1.14,7.47,275,275,18.492,13.005
2016-07-06,09:51:37,11.84,417.5,557.7,0.27,0.36,1.37,0.05,0.03,0.82,118.24,-0.02,10.2,1.1,7.47,275.1,275.1,18.5,13.011
2016-07-06,09:51:38,11.835,417.5,557.7,0.27,0.37,1.42,0.04,0.03,0.83,118.03,-0.01,9.9,1.07,7.46,275.2,275.2,18.506,13.015
2016-07-06,09:51:39,11.834,417.5,557.7,0.27,0.37,1.45,0.04,0.03,0.83,119.78,-0.04,9.6,1.04,7.46,275.2,275.2,18.508,13.016
2016-07-06,09:51:40,11.835,417.5,557.7,0.27,0.39,1.49,0.04,0.02,0.82,120.55,-0.04,9.4,1.02,7.46,275.3,275.3,18.508,13.016
2016-07-06,09:51:41,11.836,417.5,557.8,0.27,0.41,1.57,0.04,0.02,0.82,120.89,-0.05,9.2,0.99,7.45,275.4,275.4,18.51,13.018
2016-07-06,09:51:42,11.835,417.5,557.7,0.27,0.39,1.49,0.04,0.02,0.83,122.86,-0.07,9,0.97,7.45,275.4,275.4,18.515,13.021
2016-07-06,09:51:43,11.835,417.4,557.7,0.27,0.39,1.51,0.04,0.02,0.82,124.07,-0.09,8.8,0.95,7.45,275.4,275.4,18.518,13.023
2016-07-06,09:51:44,11.834,417.4,557.7,0.27,0.39,1.52,0.04,0.03,0.81,125.5,-0.1,8.6,0.93,7.45,275.5,275.5,18.522,13.026
2016-07-06,09:51:45,11.834,417.4,557.6,0.27,0.39,1.5,0.05,0.03,0.8,126.99,-0.12,8.5,0.91,7.45,275.5,275.5,18.524,13.027
2016-07-06,09:51:46,11.835,417.4,557.6,0.27,0.38,1.46,0.05,0.03,0.8,129.15,-0.15,8.3,0.9,7.44,275.6,275.6,18.52,13.025
2016-07-06,09:51:47,11.835,417.3,557.5,0.27,0.36,1.4,0.05,0.03,0.8,131.39,-0.17,8.2,0.88,7.44,275.6,275.6,18.518,13.023
2016-07-06,09:51:48,11.834,417.3,557.5,0.27,0.36,1.39,0.05,0.03,0.79,132.18,-0.18,8,0.86,7.44,275.6,275.6,18.517,13.023
2016-07-06,09:51:49,11.833,417.3,557.5,0.27,0.34,1.33,0.05,0.03,0.8,133.33,-0.2,7.9,0.85,7.44,275.6,275.6,18.515,13.021
