"sampledate","year4","month","day","reps","average","observer","ObsTime","Loc","depth","watertemp"
"1894-07-01",1894,7,1,1,1,"BJ",NA,NA,"0",24
"1894-07-02",1894,7,2,1,1,"BJ",NA,NA,"0",23.2
"1894-07-04",1894,7,4,1,1,"BJ",NA,NA,"0",21.9
"1894-07-06",1894,7,6,1,1,"BJ",NA,NA,"0",24.2
"1894-07-07",1894,7,7,1,1,"BJ",NA,NA,"0",23
"1894-07-09",1894,7,9,1,1,"BJ",NA,NA,"0",23.3
"1894-07-10",1894,7,10,1,1,"BJ",NA,NA,"0",25
"1894-07-11",1894,7,11,1,1,"BJ",NA,NA,"0",22.7
"1894-07-13",1894,7,13,1,1,"BJ",NA,NA,"0",24.2
"1894-07-15",1894,7,15,1,1,"BJ",NA,NA,"0",23.8
"1894-07-17",1894,7,17,1,1,"BJ",NA,NA,"0",23.8
"1894-07-19",1894,7,19,1,1,"BJ",NA,NA,"0",23.3
"1894-07-20",1894,7,20,1,1,"BJ",NA,NA,"0",24.1
"1894-07-22",1894,7,22,1,1,"BJ",NA,NA,"0",24
"1894-07-23",1894,7,23,1,1,"BJ",NA,NA,"0",23.2
"1894-07-23",1894,7,23,2,1,"BJ",NA,NA,"0",25.3
"1894-07-24",1894,7,24,1,1,"BJ",NA,NA,"0",23.7
"1894-07-27",1894,7,27,1,1,"BJ",NA,NA,"0",23.5
"1894-07-29",1894,7,29,1,1,"BJ",NA,NA,"0",23.3
"1894-07-30",1894,7,30,1,1,"BJ",NA,NA,"0",23.1
"1894-07-31",1894,7,31,1,1,"BJ",NA,NA,"0",23.1
"1894-08-01",1894,8,1,1,1,"BJ",NA,NA,"0",25.2
"1894-08-02",1894,8,2,1,1,"BJ",NA,NA,"0",22.5
"1894-08-03",1894,8,3,1,1,"BJ",NA,NA,"0",23
"1894-08-05",1894,8,5,1,1,"BJ",NA,NA,"0",22.7
"1894-08-07",1894,8,7,1,1,"BJ",NA,NA,"0",22.3
"1894-08-08",1894,8,8,1,1,"BJ",NA,NA,"0",23.1
"1894-08-09",1894,8,9,1,1,"BJ",NA,NA,"0",22.4
"1894-08-10",1894,8,10,1,1,"BJ",NA,NA,"0",23.9
"1894-08-12",1894,8,12,1,1,"BJ",NA,NA,"0",24.6
"1894-08-13",1894,8,13,1,1,"BJ",NA,NA,"0",24
"1894-08-14",1894,8,14,1,1,"BJ",NA,NA,"0",24.1
"1894-08-15",1894,8,15,1,1,"BJ",NA,NA,"0",25.1
"1894-08-17",1894,8,17,1,1,"BJ",NA,NA,"0",24.3
"1894-08-19",1894,8,19,1,1,"BJ",NA,NA,"0",23.2
"1894-08-21",1894,8,21,1,1,"BJ",NA,NA,"0",22.5
"1894-08-22",1894,8,22,1,1,"BJ",NA,NA,"0",22.2
"1894-08-23",1894,8,23,1,1,"BJ",NA,NA,"0",22.1
"1894-08-26",1894,8,26,1,1,"BJ",NA,NA,"0",22.7
"1894-08-27",1894,8,27,1,1,"BJ",NA,NA,"0",24.1
"1894-08-28",1894,8,28,1,1,"BJ",NA,NA,"0",23.8
"1894-08-29",1894,8,29,1,1,"BJ",NA,NA,"0",23
"1894-08-30",1894,8,30,1,1,"BJ",NA,NA,"0",22.9
"1894-08-31",1894,8,31,1,1,"BJ",NA,NA,"0",22.7
"1894-09-02",1894,9,2,1,1,"BJ",NA,NA,"0",21.9
"1894-09-03",1894,9,3,1,1,"BJ",NA,NA,"0",22.1
"1894-09-04",1894,9,4,1,1,"BJ",NA,NA,"0",25
"1894-09-04",1894,9,4,2,1,"BJ",NA,NA,"0",22.1
"1894-09-07",1894,9,7,1,1,"BJ",NA,NA,"0",22
"1984-09-07",1984,9,7,2,1,"BJ",NA,NA,"0",21.7
"1894-09-09",1894,9,9,1,1,"BJ",NA,NA,"0",21.7
"1894-09-12",1894,9,12,1,1,"BJ",NA,NA,"0",23.2
"1894-09-13",1894,9,13,1,1,"BJ",NA,NA,"0",22
"1894-09-16",1894,9,16,1,1,"BJ",NA,NA,"0",21.6
"1894-09-17",1894,9,17,1,1,"BJ",NA,NA,"0",22.3
"1894-09-18",1894,9,18,1,1,"BJ",NA,NA,"0",21.6
"1894-09-18",1894,9,18,2,1,"BJ",NA,NA,"0",22.7
"1894-09-22",1894,9,22,1,1,"BJ",NA,NA,"0",22.1
"1894-09-23",1894,9,23,1,1,"BJ",NA,NA,"0",21.2
"1894-09-25",1894,9,25,1,1,"BJ",NA,NA,"0",20.3
"1894-09-26",1894,9,26,1,1,"BJ",NA,NA,"0",20
"1894-09-27",1894,9,27,1,1,"BJ",NA,NA,"0",19.5
"1894-09-30",1894,9,30,1,1,"BJ",NA,NA,"0",16.3
"1895-04-11",1895,4,11,1,2,"BJ",NA,NA,"0",4
"1895-04-19",1895,4,19,1,2,"BJ",NA,NA,"0",7
"1895-04-27",1895,4,27,1,2,"BJ",NA,NA,"0",10.9
"1895-05-04",1895,5,4,1,2,"BJ",NA,NA,"0",12.5
"1895-05-12",1895,5,12,1,2,"BJ",NA,NA,"0",15.5
"1895-05-20",1895,5,20,1,5,"BJ",NA,NA,"0",13.6
"1895-05-28",1895,5,28,1,3,"BJ",NA,NA,"0",14.7
"1895-06-04",1895,6,4,1,3,"BJ",NA,NA,"0",18
"1895-06-11",1895,6,11,1,5,"BJ",NA,NA,"0",22.3
"1895-06-19",1895,6,19,1,7,"BJ",NA,NA,"0",22.8
"1895-06-27",1895,6,27,1,2,"BJ",NA,NA,"0",23
"1895-07-04",1895,7,4,1,6,"BJ",NA,NA,"0",23.2
"1895-07-12",1895,7,12,1,5,"BJ",NA,NA,"0",23.8
"1895-07-20",1895,7,20,1,5,"BJ",NA,NA,"0",23.7
"1895-07-28",1895,7,28,1,6,"BJ",NA,NA,"0",23.6
"1895-08-04",1895,8,4,1,6,"BJ",NA,NA,"0",23.3
"1895-08-12",1895,8,12,1,6,"BJ",NA,NA,"0",24
"1895-08-20",1895,8,20,1,6,"BJ",NA,NA,"0",22.8
"1895-08-28",1895,8,28,1,6,"BJ",NA,NA,"0",23.3
"1895-09-04",1895,9,4,1,5,"BJ",NA,NA,"0",22.6
"1895-09-11",1895,9,11,1,4,"BJ",NA,NA,"0",22.3
"1895-09-19",1895,9,19,1,6,"BJ",NA,NA,"0",22.1
"1895-09-27",1895,9,27,1,5,"BJ",NA,NA,"0",20
"1895-10-04",1895,10,4,1,5,"BJ",NA,NA,"0",16.5
"1895-10-12",1895,10,12,1,4,"BJ",NA,NA,"0",14.3
"1895-10-20",1895,10,20,1,1,"BJ",NA,NA,"0",11.1
"1895-10-23",1895,10,23,1,1,"BJ",NA,NA,"0",10.5
"1895-10-25",1895,10,25,1,1,"BJ",NA,NA,"0",11.5
"1895-10-26",1895,10,26,1,1,"BJ",NA,NA,"0",10.5
"1895-10-30",1895,10,30,1,1,"BJ",NA,NA,"0",8.5
"1896-04-04",1896,4,4,1,1,"BJ",NA,NA,"0",1.8
"1896-04-10",1896,4,10,1,1,"BJ",NA,NA,"0",3
"1896-04-11",1896,4,11,1,2,"BJ",NA,NA,"0",3.8
"1896-04-19",1896,4,19,1,6,"BJ",NA,NA,"0",7.4
"1896-04-27",1896,4,27,1,3,"BJ",NA,NA,"0",10
"1896-05-04",1896,5,4,1,4,"BJ",NA,NA,"0",13.7
"1896-05-12",1896,5,12,1,4,"BJ",NA,NA,"0",16.7
"1896-05-20",1896,5,20,1,4,"BJ",NA,NA,"0",16
"1896-05-28",1896,5,28,1,3,"BJ",NA,NA,"0",17.2
"1896-06-04",1896,6,4,1,4,"BJ",NA,NA,"0",18.7
"1896-06-11",1896,6,11,1,4,"BJ",NA,NA,"0",21.5
"1896-06-19",1896,6,19,1,4,"BJ",NA,NA,"0",23.1
"1896-06-27",1896,6,27,1,3,"BJ",NA,NA,"0",23.7
"1896-07-04",1896,7,4,1,3,"BJ",NA,NA,"0",25.7
"1896-07-12",1896,7,12,1,3,"BJ",NA,NA,"0",26
"1896-07-20",1896,7,20,1,5,"BJ",NA,NA,"0",24.4
"1896-07-28",1896,7,28,1,7,"BJ",NA,NA,"0",24.8
"1896-08-04",1896,8,4,1,5,"BJ",NA,NA,"0",25.2
"1896-08-12",1896,8,12,1,4,"BJ",NA,NA,"0",26.2
"1896-08-20",1896,8,20,1,5,"BJ",NA,NA,"0",23.8
"1896-08-28",1896,8,28,1,5,"BJ",NA,NA,"0",21.8
"1896-09-04",1896,9,4,1,5,"BJ",NA,NA,"0",20.2
"1896-09-11",1896,9,11,1,1,"BJ",NA,NA,"0",19.2
"1896-10-04",1896,10,4,1,4,"BJ",NA,NA,"0",15.2
"1896-10-12",1896,10,12,1,3,"BJ",NA,NA,"0",14.4
"1897-01-23",1897,1,23,1,1,"BJ","10:00:00",NA,"0",0.5
"1897-01-26",1897,1,26,1,1,"BJ","15:00:00",NA,"0",0.1
"1897-01-27",1897,1,27,1,1,"BJ",NA,NA,"0",0.3
"1897-01-27",1897,1,27,2,1,"BJ","13:00:00",NA,"0",0.6
"1897-01-28",1897,1,28,1,1,"BJ",NA,NA,"0",0.6
"1897-01-29",1897,1,29,1,1,"BJ",NA,NA,"0",0.7
"1897-02-01",1897,2,1,1,1,"BJ",NA,NA,"0",0.5
"1897-02-02",1897,2,2,1,1,"BJ",NA,NA,"0",0.6
"1897-02-02",1897,2,2,2,1,"BJ",NA,NA,"0",0.4
"1897-02-06",1897,2,6,1,1,"BJ",NA,NA,"0",0.5
"1897-02-09",1897,2,9,1,1,"BJ",NA,NA,"0",0.5
"1897-02-09",1897,2,9,2,1,"BJ",NA,NA,"0",0.1
"1897-02-16",1897,2,16,1,1,"BJ",NA,NA,"0",0.1
"1897-02-17",1897,2,17,1,1,"BJ",NA,NA,"0",0.5
"1897-02-19",1897,2,19,1,1,"BJ",NA,NA,"0",0.1
"1897-02-24",1897,2,24,1,1,"BJ",NA,NA,"0",0.3
"1897-02-27",1897,2,27,1,1,"BJ",NA,NA,"0",0.4
"1897-03-03",1897,3,3,1,1,"BJ",NA,NA,"0",0.3
"1897-03-10",1897,3,10,1,1,"BJ",NA,NA,"0",0.7
"1897-03-20",1897,3,20,1,1,"BJ",NA,NA,"0",0.8
"1897-03-26",1897,3,26,1,1,"BJ",NA,NA,"0",1
"1897-03-29",1897,3,29,1,1,"BJ",NA,NA,"0",1.4
"1897-04-06",1897,4,6,1,1,"BJ",NA,NA,"0",1.6
"1897-04-07",1897,4,7,1,1,"BJ",NA,NA,"0",1.7
"1897-04-11",1897,4,11,1,4,"BJ",NA,NA,"0",2.5
"1897-04-19",1897,4,19,1,7,"BJ",NA,NA,"0",4.7
"1897-04-27",1897,4,27,1,8,"BJ",NA,NA,"0",6.4
"1897-05-04",1897,5,4,1,12,"BJ",NA,NA,"0",10.5
"1897-05-12",1897,5,12,1,12,"BJ",NA,NA,"0",12.1
"1897-05-20",1897,5,20,1,10,"BJ",NA,NA,"0",15.3
"1897-05-28",1897,5,28,1,10,"BJ",NA,NA,"0",13.9
"1897-06-04",1897,6,4,1,15,"BJ",NA,NA,"0",13.7
"1897-06-11",1897,6,11,1,11,"BJ",NA,NA,"0",17.6
"1897-06-19",1897,6,19,1,14,"BJ",NA,NA,"0",20.4
"1897-06-27",1897,6,27,1,13,"BJ",NA,NA,"0",21.2
"1897-07-04",1897,7,4,1,16,"BJ",NA,NA,"0",24.6
"1897-07-12",1897,7,12,1,14,"BJ",NA,NA,"0",25.2
"1897-07-20",1897,7,20,1,16,"BJ",NA,NA,"0",24.3
"1897-07-28",1897,7,28,1,16,"BJ",NA,NA,"0",24.3
"1897-08-04",1897,8,4,1,15,"BJ",NA,NA,"0",24.3
"1897-08-12",1897,8,12,1,14,"BJ",NA,NA,"0",23.7
"1897-08-20",1897,8,20,1,16,"BJ",NA,NA,"0",21.74
"1897-08-28",1897,8,28,1,16,"BJ",NA,NA,"0",21.1
"1897-09-04",1897,9,4,1,16,"BJ",NA,NA,"0",20.9
"1897-09-11",1897,9,11,1,14,"BJ",NA,NA,"0",22.8
"1897-09-19",1897,9,19,1,16,"BJ",NA,NA,"0",20.6
"1897-09-27",1897,9,27,1,14,"BJ",NA,NA,"0",18.9
"1897-10-04",1897,10,4,1,16,"BJ",NA,NA,"0",18.2
"1897-10-12",1897,10,12,1,13,"BJ",NA,NA,"0",16.4
"1897-10-20",1897,10,20,1,14,"BJ",NA,NA,"0",15.5
"1897-10-27",1897,10,27,1,11,"BJ",NA,NA,"0",14
"1897-11-02",1897,11,2,1,1,"BJ",NA,NA,"0",11.8
"1897-11-02",1897,11,2,2,1,"BJ","17:00:00",NA,"0",11.5
"1897-11-03",1897,11,3,1,1,"BJ","06:00:00",NA,"0",11.2
"1897-11-03",1897,11,3,2,1,"BJ","17:00:00",NA,"0",12.3
"1897-11-04",1897,11,4,1,1,"BJ","16:30:00",NA,"0",12.1
"1897-11-06",1897,11,6,1,1,"BJ","17:00:00",NA,"0",11.5
"1897-11-07",1897,11,7,1,1,"BJ","07:00:00",NA,"0",11.1
"1897-11-09",1897,11,9,1,1,"BJ",NA,NA,"0",10.8
"1897-11-10",1897,11,10,1,1,"BJ",NA,NA,"0",10.2
"1897-11-14",1897,11,14,1,1,"BJ",NA,NA,"0",8.9
"1897-11-15",1897,11,15,1,1,"BJ",NA,NA,"0",7.8
"1897-11-17",1897,11,17,1,1,"BJ",NA,NA,"0",7.8
"1897-11-19",1897,11,19,1,1,"BJ",NA,NA,"0",7.8
"1897-11-19",1897,11,19,2,1,"BJ",NA,NA,"0",7.8
"1897-11-20",1897,11,20,1,1,"BJ",NA,NA,"0",7.6
"1897-11-23",1897,11,23,1,1,"BJ",NA,NA,"0",7.5
"1897-11-24",1897,11,24,1,1,"BJ",NA,NA,"0",6.8
"1897-11-25",1897,11,25,1,1,"BJ",NA,NA,"0",5.8
"1897-11-26",1897,11,26,1,1,"BJ",NA,NA,"0",5
"1897-11-27",1897,11,27,1,1,"BJ",NA,NA,"0",4.6
"1897-11-28",1897,11,28,1,1,"BJ",NA,NA,"0",4.1
"1897-12-01",1897,12,1,1,1,"BJ",NA,NA,"0",2.5
"1897-12-07",1897,12,7,1,1,"BJ",NA,NA,"0",1.7
"1897-12-07",1897,12,7,2,1,"BJ",NA,NA,"0",1.7
"1897-12-12",1897,12,12,1,1,"BJ",NA,NA,"0",1.4
"1897-12-21",1897,12,21,1,1,"BJ",NA,NA,"0",0.4
"1898-01-01",1898,1,1,1,1,"BJ",NA,NA,"0",0.7
"1898-01-10",1898,1,10,1,1,"BJ",NA,NA,"0",0.8
"1898-01-19",1898,1,19,1,1,"BJ",NA,NA,"0",1.1
"1898-03-04",1898,3,4,1,1,"BJ",NA,NA,"0",1.1
"1898-03-04",1898,3,4,2,1,"BJ",NA,NA,"0",1
"1898-03-30",1898,3,30,1,1,"BJ",NA,NA,"0",2.8
"1898-04-03",1898,4,3,1,1,"BJ","15:00:00",NA,"0",3.4
"1898-04-05",1898,4,5,1,1,"BJ","16:30:00",NA,"0",3.4
"1898-04-07",1898,4,7,1,1,"BJ","12:00:00",NA,"0",4
"1898-04-11",1898,4,11,1,4,"BJ",NA,NA,"0",7.5
"1898-04-19",1898,4,19,1,8,"BJ",NA,NA,"0",6.3
"1898-04-27",1898,4,27,1,6,"BJ",NA,NA,"0",7.9
"1898-05-04",1898,5,4,1,6,"BJ",NA,NA,"0",8.5
"1898-05-12",1898,5,12,1,12,"BJ",NA,NA,"0",12.2
"1898-05-20",1898,5,20,1,11,"BJ",NA,NA,"0",13.1
"1898-05-28",1898,5,28,1,15,"BJ",NA,NA,"0",16.6
"1898-06-04",1898,6,4,1,15,"BJ",NA,NA,"0",19
"1898-06-11",1898,6,11,1,13,"BJ",NA,NA,"0",21.7
"1898-06-19",1898,6,19,1,16,"BJ",NA,NA,"0",21
"1898-06-27",1898,6,27,1,12,"BJ",NA,NA,"0",21.5
"1898-07-04",1898,7,4,1,16,"BJ",NA,NA,"0",23.3
"1898-07-12",1898,7,12,1,14,"BJ",NA,NA,"0",25.2
"1898-07-20",1898,7,20,1,15,"BJ",NA,NA,"0",25.1
"1898-07-28",1898,7,28,1,16,"BJ",NA,NA,"0",25.8
"1898-08-04",1898,8,4,1,16,"BJ",NA,NA,"0",23.4
"1898-08-12",1898,8,12,1,14,"BJ",NA,NA,"0",22.9
"1898-08-20",1898,8,20,1,14,"BJ",NA,NA,"0",22.5
"1898-08-28",1898,8,28,1,14,"BJ",NA,NA,"0",23.3
"1898-09-04",1898,9,4,1,16,"BJ",NA,NA,"0",23.9
"1898-09-11",1898,9,11,1,14,"BJ",NA,NA,"0",20
"1898-09-19",1898,9,19,1,16,"BJ",NA,NA,"0",19.8
"1898-09-27",1898,9,27,1,14,"BJ",NA,NA,"0",19.7
"1898-10-04",1898,10,4,1,16,"BJ",NA,NA,"0",18.8
"1898-10-12",1898,10,12,1,10,"BJ",NA,NA,"0",16.5
"1898-10-16",1898,10,16,1,1,"BJ","16:45:00",NA,"0",15
"1898-10-16",1898,10,16,2,1,"BJ","06:30:00",NA,"0",14.7
"1898-10-16",1898,10,16,3,1,"BJ","16:20:00",NA,"0",15
"1898-10-17",1898,10,17,1,1,"BJ","10:00:00",NA,"0",15.5
"1898-10-18",1898,10,18,1,1,"BJ","08:20:00",NA,"0",15.3
"1898-10-18",1898,10,18,2,1,"BJ","16:15:00",NA,"0",14.8
"1898-10-19",1898,10,19,1,1,"BJ","17:30:00",NA,"0",13.8
"1898-10-19",1898,10,19,2,1,"BJ","08:20:00",NA,"0",13.9
"1898-10-19",1898,10,19,3,1,"BJ","16:10:00",NA,"0",13.8
"1898-10-20",1898,10,20,1,1,"BJ","08:20:00",NA,"0",13.7
"1898-10-20",1898,10,20,2,1,"BJ","16:20:00",NA,"0",13.5
"1898-10-21",1898,10,21,1,1,"BJ","16:40:00",NA,"0",13.6
"1898-10-21",1898,10,21,2,1,"BJ","08:20:00",NA,"0",13.3
"1898-10-21",1898,10,21,3,1,"BJ","16:15:00",NA,"0",13.5
"1898-10-23",1898,10,23,1,1,"BJ","09:30:00",NA,"0",12.5
"1898-10-23",1898,10,23,2,1,"BJ",NA,NA,"0",12.5
"1898-10-24",1898,10,24,1,1,"BJ","17:00:00",NA,"0",12.4
"1898-10-24",1898,10,24,2,1,"BJ","08:20:00",NA,"0",11.8
"1898-10-24",1898,10,24,3,1,"BJ","16:30:00",NA,"0",12.2
"1898-10-27",1898,10,27,1,1,"BJ","17:00:00",NA,"0",10.6
"1898-10-27",1898,10,27,2,1,"BJ","09:00:00",NA,"0",10
"1898-10-28",1898,10,28,1,1,"BJ","10:00:00",NA,"0",10.2
"1898-10-28",1898,10,28,2,1,"BJ","15:25:00",NA,"0",10.2
"1898-10-29",1898,10,29,1,1,"BJ","11:15:00",NA,"0",10.2
"1898-11-02",1898,11,2,1,1,"BJ",NA,NA,"0",9.2
"1898-11-03",1898,11,3,1,1,"BJ","16:20:00",NA,"0",9.2
"1898-11-06",1898,11,6,1,1,"BJ","16:10:00",NA,"0",9.1
"1898-11-07",1898,11,7,1,1,"BJ",NA,NA,"0",8.8
"1898-11-10",1898,11,10,1,1,"BJ","16:50:00",NA,"0",7.7
"1898-11-11",1898,11,11,1,1,"BJ","16:50:00",NA,"0",7.6
"1898-11-12",1898,11,12,1,1,"BJ","16:15:00",NA,"0",7.1
"1898-11-14",1898,11,14,1,1,"BJ","16:15:00",NA,"0",7
"1898-11-15",1898,11,15,1,1,"BJ","15:30:00",NA,"0",6.6
"1898-11-16",1898,11,16,1,1,"BJ","16:30:00",NA,"0",6.5
"1898-11-17",1898,11,17,1,1,"BJ","16:30:00",NA,"0",6.4
"1898-11-18",1898,11,18,1,1,"BJ","16:30:00",NA,"0",6.4
"1898-11-19",1898,11,19,1,1,"BJ","15:00:00",NA,"0",6.3
"1898-11-23",1898,11,23,1,1,"BJ",NA,NA,"0",4.9
"1898-11-24",1898,11,24,1,1,"BJ","10:00:00",NA,"0",4.8
"1898-11-24",1898,11,24,2,1,"BJ","14:30:00",NA,"0",4.5
"1898-11-26",1898,11,26,1,1,"BJ",NA,NA,"0",3.6
"1898-11-28",1898,11,28,1,1,"BJ",NA,NA,"0",3.2
"1898-11-29",1898,11,29,1,1,"BJ",NA,NA,"0",2.9
"1898-11-30",1898,11,30,1,1,"BJ",NA,NA,"0",2.6
"1898-12-01",1898,12,1,1,1,"BJ",NA,NA,"0",2.3
"1898-12-03",1898,12,3,1,1,"BJ",NA,NA,"0",1.3
"1898-12-05",1898,12,5,1,1,"BJ",NA,NA,"0",0.6
"1898-12-05",1898,12,5,2,1,"BJ",NA,NA,"0",0.6
"1898-12-07",1898,12,7,1,1,"BJ",NA,NA,"0",0.3
"1898-12-09",1898,12,9,1,1,"BJ","11:00:00",NA,"0",0.2
"1898-12-10",1898,12,10,1,1,"BJ",NA,NA,"0",0.3
"1898-12-11",1898,12,11,1,1,"BJ",NA,NA,"0",0.3
"1898-12-11",1898,12,11,2,1,"BJ",NA,NA,"0",0.1
"1898-12-12",1898,12,12,1,1,"BJ",NA,NA,"0",0.5
"1898-12-13",1898,12,13,1,1,"BJ",NA,NA,"0",0.5
"1898-12-15",1898,12,15,1,1,"BJ",NA,NA,"0",0.6
"1898-12-17",1898,12,17,1,1,"BJ",NA,NA,"0",0.6
"1898-12-17",1898,12,17,2,1,"BJ",NA,NA,"0",0.7
"1898-12-17",1898,12,17,3,1,"BJ",NA,NA,"0",0.6
"1898-12-20",1898,12,20,1,1,"BJ",NA,NA,"0",0.8
"1898-12-22",1898,12,22,1,1,"BJ",NA,NA,"0",0.2
"1898-12-23",1898,12,23,1,1,"BJ",NA,NA,"0",0.8
"1898-12-31",1898,12,31,1,1,"BJ",NA,NA,"0",0.8
"1899-01-16",1899,1,16,1,1,"BJ",NA,NA,"0",0.8
"1899-01-20",1899,1,20,1,1,"BJ",NA,NA,"0",0.8
"1899-01-21",1899,1,21,1,1,"BJ",NA,NA,"0",0.8
"1899-02-03",1899,2,3,1,1,"BJ",NA,NA,"0",1.1
"1899-02-04",1899,2,4,1,1,"BJ",NA,NA,"0",1.4
"1899-02-10",1899,2,10,1,1,"BJ",NA,NA,"0",1.2
"1899-02-14",1899,2,14,1,1,"BJ",NA,NA,"0",0.3
"1899-02-15",1899,2,15,1,1,"BJ",NA,NA,"0",1.9
"1899-02-21",1899,2,21,1,1,"BJ",NA,NA,"0",0.2
"1899-02-21",1899,2,21,2,1,"BJ",NA,NA,"0",0.1
"1899-03-07",1899,3,7,1,1,"BJ",NA,NA,"0",0.5
"1899-03-09",1899,3,9,1,1,"BJ",NA,NA,"0",0.4
"1899-03-11",1899,3,11,1,1,"BJ",NA,NA,"0",0.1
"1899-03-25",1899,3,25,1,1,"BJ",NA,NA,"0",0.1
"1899-03-31",1899,3,31,1,1,"BJ",NA,NA,"0",0.1
"1899-04-07",1899,4,7,1,1,"BJ",NA,NA,"0",0.7
"1899-04-11",1899,4,11,1,1,"BJ",NA,NA,"0",1
"1899-04-19",1899,4,19,1,6,"BJ",NA,NA,"0",4.8
"1899-04-27",1899,4,27,1,12,"BJ",NA,NA,"0",8.4
"1899-05-04",1899,5,4,1,6,"BJ",NA,NA,"0",9.7
"1899-05-12",1899,5,12,1,6,"BJ",NA,NA,"0",12
"1899-05-20",1899,5,20,1,7,"BJ",NA,NA,"0",12
"1899-05-28",1899,5,28,1,7,"BJ",NA,NA,"0",14.4
"1899-06-04",1899,6,4,1,8,"BJ",NA,NA,"0",18.1
"1899-06-11",1899,6,11,1,6,"BJ",NA,NA,"0",20.1
"1899-06-19",1899,6,19,1,8,"BJ",NA,NA,"0",21.8
"1899-06-27",1899,6,27,1,5,"BJ",NA,NA,"0",22.7
"1899-07-04",1899,7,4,1,4,"BJ",NA,NA,"0",22.8
"1899-07-12",1899,7,12,1,3,"BJ",NA,NA,"0",23
"1899-07-20",1899,7,20,1,3,"BJ",NA,NA,"0",23.3
"1899-07-28",1899,7,28,1,2,"BJ",NA,NA,"0",24.2
"1900-07-09",1900,7,9,1,1,"BJ","16:00:00",1,"0",23.8
"1900-07-09",1900,7,9,2,1,"BJ","19:00:00",1,"0",24.2
"1900-07-10",1900,7,10,1,1,"BJ","07:00:00",1,"0",22.8
"1900-07-10",1900,7,10,2,1,"BJ","16:00:00",1,"0",22.2
"1900-07-11",1900,7,11,1,1,"BJ","10:00:00",1,"0",22
"1900-07-11",1900,7,11,2,1,"BJ","16:00:00",1,"0",21.8
"1900-07-12",1900,7,12,1,1,"BJ","07:00:00",1,"0",21.5
"1900-07-12",1900,7,12,2,1,"BJ","16:00:00",1,"0",24.3
"1900-07-13",1900,7,13,1,1,"BJ","07:00:00",1,"0",21.3
"1900-07-13",1900,7,13,2,1,"BJ","16:00:00",1,"0",21.3
"1900-07-14",1900,7,14,1,1,"BJ","07:00:00",1,"0",21.2
"1900-07-14",1900,7,14,2,1,"BJ","16:00:00",1,"0",22.2
"1900-07-15",1900,7,15,1,1,"BJ","07:00:00",1,"0",22
"1900-07-15",1900,7,15,2,1,"BJ","16:00:00",1,"0",22.6
"1900-07-16",1900,7,16,1,1,"BJ","10:30:00",2,"0",22.3
"1900-07-16",1900,7,16,2,1,"BJ","16:00:00",1,"0",22.3
"1900-08-25",1900,8,25,1,1,"BJ",NA,2,"0",25.6
"1900-09-19",1900,9,19,1,4,"BJ",NA,NA,"0",19.5
"1900-09-29",1900,9,29,1,1,"BJ","11:45:00",NA,"0",17.7
"1900-09-29",1900,9,29,2,1,"BJ","11:00:00",NA,"0",17.6
"1900-09-29",1900,9,29,3,1,"BJ","12:15:00",NA,"0",17.9
"1900-09-29",1900,9,29,4,1,"BJ","16:00:00",NA,"0",18.3
"1900-10-04",1900,10,4,1,2,"BJ",NA,NA,"0",17.6
"1900-10-12",1900,10,12,1,2,"BJ",NA,NA,"0",16.8
"1900-10-20",1900,10,20,1,1,"BJ",NA,NA,"0",15.2
"1900-10-20",1900,10,20,2,1,"BJ",NA,NA,"0",15.2
"1900-10-25",1900,10,25,1,1,"BJ",NA,NA,"0",15.1
"1900-10-29",1900,10,29,1,1,"BJ",NA,NA,"0",14.9
"1900-11-02",1900,11,2,1,1,"BJ",NA,NA,"0",14.5
"1900-11-09",1900,11,9,1,1,"BJ",NA,NA,"0",11.7
"1900-11-17",1900,11,17,1,1,"BJ",NA,NA,"0",7.7
"1900-11-17",1900,11,17,2,1,"BJ",NA,NA,"0",7.5
"1900-11-19",1900,11,19,1,1,"BJ",NA,NA,"0",7.1
"1900-11-22",1900,11,22,1,1,"BJ",NA,NA,"0",6.5
"1900-11-22",1900,11,22,2,2,"BJ",NA,NA,"0",6.5
"1900-11-26",1900,11,26,1,1,"BJ",NA,NA,"0",5.1
"1900-11-26",1900,11,26,2,1,"BJ",NA,NA,"0",5.5
"1900-11-30",1900,11,30,1,1,"BJ",NA,NA,"0",4.7
"1900-11-30",1900,11,30,2,1,"BJ",NA,NA,"0",4.4
"1900-12-03",1900,12,3,1,1,"BJ",NA,NA,"0",4.3
"1900-12-03",1900,12,3,2,1,"BJ",NA,NA,"0",4.5
"1900-12-06",1900,12,6,1,1,"BJ",NA,NA,"0",4.2
"1900-12-06",1900,12,6,2,1,"BJ",NA,NA,"0",3.9
"1900-12-08",1900,12,8,1,1,"BJ",NA,NA,"0",3.7
"1900-12-08",1900,12,8,2,1,"BJ",NA,NA,"0",3.2
"1900-12-10",1900,12,10,1,1,"BJ",NA,NA,"0",2.5
"1900-12-10",1900,12,10,2,1,"BJ",NA,NA,"0",2.1
"1900-12-10",1900,12,10,3,1,"BJ",NA,NA,"0",2.5
"1900-12-15",1900,12,15,1,1,"BJ",NA,NA,"0",1
"1900-12-15",1900,12,15,2,1,"BJ",NA,NA,"0",1
"1900-12-17",1900,12,17,1,1,"BJ",NA,NA,"0",1
