Group_1,Date_Time,Depthm,TempC,SpConduScm,ChlorophyllRFU,ChlorophyllugL,BGAPCRFU,BGAPCugL,TurbidityFNU,fDOMRFU,fDOMQSU,ODOsat,ODOmgL,pH,Presspsia,Point,latitude,longitude
10,2019-07-26 10:50:10,-0.024704918,24.22565574,434.095082,0.136721311,0.627868852,0.32442623,0.319180328,5.359672131,12.43,35.68081967,107.7918033,9.025409836,8.704262295,-0.034967213,10,43.09555,-89.4387
11,2019-07-26 10:56:19,-0.046606557,24.2034918,432.6442623,0.186557377,0.829508197,0.406229508,0.405245902,5.369672131,12.1547541,34.88885246,108.0081967,9.047377049,8.705737705,-0.066131148,11,43.09275,-89.45665
12,2019-07-26 11:02:33,-0.040491803,24.19393443,119.5360656,0.183114754,0.813114754,0.376557377,0.373114754,5.50852459,11.95983607,34.33278689,105.695082,8.864098361,8.69,-0.057409836,12,43.08457,-89.46771
13,2019-07-26 11:08:49,-0.037983607,24.24572131,329.6163934,0.038032787,0.227540984,0.239836066,0.229508197,4.73442623,12.66918033,36.36442623,107.0213115,8.960491803,8.687377049,-0.053868852,13,43.09496,-89.46463
14,2019-07-26 11:14:24,-0.041196721,24.22060656,470.7196721,0.032622951,0.208196721,0.214590164,0.20442623,5.303770492,12.39311475,35.5742623,105.9032787,8.869180328,8.669672131,-0.058442623,14,43.0934,-89.47554
15,2019-07-26 11:19:38,0.030901639,24.28985246,209.6016393,0.308360656,1.321639344,0.536721311,0.540491803,5.530655738,9.705409836,27.86967213,105.5163934,8.829016393,8.623934426,0.043754098,15,43.10072,-89.47778
16,2019-07-26 11:28:37,-0.02542623,24.0605082,316.1819672,0.14557377,0.663278689,0.311639344,0.30442623,4.633114754,11.56901639,33.21016393,107.2,9.007540984,8.641311475,-0.036065574,16,43.10481,-89.46584
17,2019-07-26 11:33:45,-0.012590164,24.10713115,71.22622951,0.106065574,0.501803279,0.302622951,0.29704918,6.474262295,12.82245902,36.80377049,107.3737705,9.019672131,8.662459016,-0.017836066,17,43.10298,-89.45031
18,2019-07-26 11:39:00,-0.022770492,24.18613115,58.78688525,0.125409836,0.580655738,0.308852459,0.302131148,5.493770492,12.04557377,34.57688525,106.9688525,8.972295082,8.656065574,-0.032311475,18,43.10538,-89.43949
19,2019-07-26 11:58:41,-0.018098361,24.83434426,129.1557377,0.021803279,0.163442623,0.168196721,0.155409836,5.120819672,12.61377049,36.20688525,106.9639344,8.864098361,8.639344262,-0.025803279,19,43.10296,-89.41903
20,2019-07-26 12:06:15,-0.023344262,25.33896721,98.39180328,0.166885246,0.746721311,0.321311475,0.31557377,5.48852459,12.23213115,35.11098361,108.0442623,8.871311475,8.628360656,-0.033147541,20,43.10563,-89.40302
21,2019-07-26 12:13:40,-0.006065574,25.72885246,35.59016393,0.030819672,0.200819672,0.171967213,0.159836066,6.343278689,12.79934426,36.73819672,107.5737705,8.770983607,8.620327869,-0.008491803,21,43.09932,-89.39176
22,2019-07-26 12:19:00,-0.03004918,25.85145902,154.8967213,0.028032787,0.188032787,0.186721311,0.173934426,4.92295082,12.43311475,35.68721311,107.3295082,8.728852459,8.621803279,-0.042655738,22,43.09739,-89.38873
23,2019-07-26 12:25:51,-0.027655738,25.91481967,98.68852459,0.188852459,0.839016393,0.38704918,0.383934426,5.098196721,12.70540984,36.46770492,108.9737705,8.854262295,8.623934426,-0.039213115,23,43.09867,-89.37788
24,2019-07-26 12:31:15,0.012344262,25.93837705,307.3377049,0.29,1.245245902,0.535901639,0.539180328,5.533442623,9.903770492,28.43803279,114.9065574,9.329180328,8.607704918,0.01752459,24,43.10776,-89.38003
25,2019-07-26 12:38:38,-0.012098361,26.29357377,75.29836066,0.030819672,0.199344262,0.195081967,0.183770492,6.062459016,12.84016393,36.85081967,108.147541,8.72704918,8.63,-0.017213115,25,43.12105,-89.38338
26,2019-07-26 12:47:35,0.007737705,26.49906557,90.66229508,0.14852459,0.675081967,0.429836066,0.427377049,5.846885246,12.01278689,34.48295082,111.2688525,8.948852459,8.629180328,0.011,26,43.12118,-89.39586
27,2019-07-26 12:55:10,-0.035213115,26.57878689,51.63114754,0.03295082,0.206393443,0.196557377,0.185081967,8.104590164,12.68459016,36.40852459,107.6114754,8.639180328,8.618852459,-0.049786885,27,43.11106,-89.39246
28,2019-07-26 13:08:00,-0.025655738,26.21906557,25.81147541,0.025081967,0.17295082,0.166557377,0.154098361,6.358032787,12.79918033,36.7352459,106.8868852,8.63852459,8.611639344,-0.036377049,28,43.11008,-89.41208
29,2019-07-26 13:14:28,-0.033918033,25.94188525,482.052459,0.042295082,0.245901639,0.196885246,0.186065574,5.131147541,12.96508197,37.21163934,106.942623,8.676065574,8.616065574,-0.048081967,29,43.11069,-89.41889
30,2019-07-26 13:21:20,-0.009803279,25.67277049,110.2557377,0.120163934,0.558360656,0.29295082,0.28557377,5.871147541,12.7252459,36.52377049,107.7131148,8.790163934,8.628196721,-0.014081967,30,43.11252,-89.42932
31,2019-07-26 13:28:50,-0.020409836,25.47418033,219.8377049,0.022622951,0.168852459,0.219016393,0.208360656,5.265901639,12.94016393,37.14081967,106.8672131,8.750983607,8.621967213,-0.028868852,31,43.11002,-89.44451
32,2019-07-26 13:37:10,-0.032081967,25.30901639,23.2852459,0.033934426,0.21295082,0.189016393,0.176229508,5.526229508,12.83327869,36.83311475,106.7245902,8.769508197,8.62147541,-0.04542623,32,43.11615,-89.42509
33,2019-07-26 13:41:38,-0.043245902,25.30622951,92.23934426,0.082786885,0.410819672,0.265081967,0.256229508,4.60442623,12.29622951,35.2947541,107.0065574,8.791147541,8.621311475,-0.061360656,33,43.11859,-89.42412
34,2019-07-26 13:49:00,-0.047622951,25.50762295,378.9868852,0.020655738,0.157540984,0.191967213,0.180491803,5.394918033,13.27147541,38.09147541,107.6508197,8.80557377,8.63,-0.06752459,34,43.13161,-89.4147
35,2019-07-26 13:56:35,-0.045786885,25.50385246,29.35409836,0.555901639,2.317868852,0.959836066,0.982295082,11.60327869,11.86311475,34.0542623,109.557377,8.974754098,8.670655738,-0.065032787,35,43.12127,-89.40238
1,2019-08-07 09:51:55,0.031688525,22.37472131,5.262295082,-0.019344262,-0.003606557,0.039836066,0.021803279,3.283770492,-0.330983607,-0.894098361,41.5,3.603114754,7.217868852,0.044885246,1,43.08443,-89.4168
2,2019-08-07 10:00:28,0.057754098,22.47731148,8.163934426,0.010983607,0.117213115,0.185737705,0.173442623,13.48967213,-0.249508197,-0.659672131,90.67377049,7.856557377,7.640655738,0.082,2,43.08421,-89.40753
3,2019-08-07 10:06:27,0.060131148,22.71501639,9.459016393,0.016065574,0.142295082,0.189016393,0.177213115,17.1295082,-0.176721311,-0.452131148,91.4557377,7.887377049,7.97852459,0.085295082,3,43.08598,-89.3992
4,2019-08-07 10:11:43,0.062672131,23.34445902,72.47540984,0.065737705,0.340983607,0.255901639,0.247213115,17.20393443,0.804590164,2.360819672,92.3147541,7.865081967,8.177377049,0.089016393,4,43.08675,-89.38485
5,2019-08-07 10:17:29,0.026344262,24.5294918,1.955737705,0.018360656,0.14704918,0.135901639,0.121311475,3.856557377,0.460819672,1.373606557,97.39836066,8.118852459,8.81,0.037409836,5,43.09662,-89.378
6,2019-08-07 10:23:35,-0.034081967,25.60654098,44.72459016,0.015081967,0.137868852,0.149508197,0.13557377,4.324262295,0.844590164,2.475901639,91.57540984,7.483114754,8.968360656,-0.048409836,6,43.09897,-89.38178
7,2019-08-07 10:30:26,-0.074672131,26.46429508,52.17540984,0.012786885,0.127213115,0.116885246,0.101803279,4.634754098,1.396393443,4.056557377,94.1,7.572622951,8.949180328,-0.105852459,7,43.09592,-89.39198
8,2019-08-07 10:36:48,-0.059163934,26.82342623,81.03442623,0.015409836,0.138688525,0.133278689,0.117377049,5.282131148,1.99852459,5.78295082,93.9147541,7.503114754,8.945245902,-0.083770492,8,43.09311,-89.40534
9,2019-08-07 10:43:08,-0.062065574,27.25996721,97.14262295,0.013114754,0.12557377,0.118360656,0.102622951,4.714590164,2.290819672,6.620491803,94.02131148,7.459016393,8.93,-0.087918033,9,43.09547,-89.41732
10,2019-08-07 10:49:09,0.013737705,27.40008197,31.72131148,-0.000163934,0.072622951,0.110163934,0.094098361,5.324098361,2.834262295,8.177868852,94.88196721,7.506065574,8.925737705,0.01942623,10,43.09585,-89.42614
11,2019-08-07 10:55:55,-0.06252459,27.61068852,116.0754098,0.002131148,0.083278689,0.108360656,0.09147541,5.980491803,3.021639344,8.714918033,94.10327869,7.42,8.909016393,-0.08857377,11,43.091,-89.44325
12,2019-08-07 11:01:37,-0.047081967,27.799,150.4245902,0.015081967,0.135737705,0.101147541,0.085737705,5.43852459,3.308196721,9.535901639,94.50983607,7.422622951,8.910163934,-0.066737705,12,43.09654,-89.44844
13,2019-08-07 11:09:18,0.007868852,27.14688525,335.4327869,0.158852459,0.714754098,0.564262295,0.56852459,5.770327869,7.885081967,22.65442623,109.2245902,8.68704918,8.859836066,0.011114754,13,43.08879,-89.46107
14,2019-08-07 11:15:08,-0.012885246,28.27359016,178.3557377,0.015081967,0.136393443,0.098688525,0.082786885,5.29,4.216065574,12.13606557,94.69836066,7.374098361,8.857868852,-0.018098361,14,43.09318,-89.46961
15,2019-08-07 11:22:48,0.059311475,25.54485246,520.8,0.286393443,1.228688525,1.495901639,1.54147541,9.833278689,11.90278689,34.16721311,119.7590164,9.785409836,8.725737705,0.08395082,15,43.09057,-89.47538
16,2019-08-07 11:28:59,0.00757377,27.67290164,201.9901639,0.053606557,0.292459016,0.240163934,0.230491803,5.434098361,4.988360656,14.35081967,94.62295082,7.446393443,8.81,0.010688525,16,43.09912,-89.47528
17,2019-08-07 11:34:26,-0.037836066,27.41467213,8.742622951,0.007540984,0.10442623,0.105901639,0.089836066,7.65295082,5.225901639,15.03065574,94.37540984,7.465737705,8.800983607,-0.053557377,17,43.09913,-89.46168
18,2019-08-07 11:39:35,0.021918033,27.18195082,227.0147541,0.011147541,0.121311475,0.114262295,0.099180328,6.33147541,5.471147541,15.73491803,94.82459016,7.526885246,8.799672131,0.031032787,18,43.10528,-89.45846
19,2019-08-07 12:16:18,-0.061590164,27.08636066,266.3819672,0.003442623,0.090163934,0.109344262,0.093770492,4.707377049,6.671803279,19.17901639,94.90491803,7.55,8.69,-0.087393443,19,43.10082,-89.443
20,2019-08-07 12:07:35,-0.067344262,26.87296721,265.5540984,0.002459016,0.08557377,0.117213115,0.103442623,6.265409836,6.613606557,19.00803279,94.32459016,7.53,8.712295082,-0.09557377,20,43.10077,-89.42801
21,2019-08-07 12:23:07,-0.058491803,27.3682459,266.047541,-0.001311475,0.070491803,0.100983607,0.084590164,4.916885246,6.702786885,19.26590164,95.08360656,7.522459016,8.68,-0.082852459,21,43.09995,-89.4191
22,2019-08-07 12:28:33,0.020786885,26.35491803,510.6180328,0.268852459,1.160327869,1.142131148,1.172459016,8.186885246,11.01360656,31.61885246,131.947541,10.62278689,8.826885246,0.029442623,22,43.10362,-89.40795
23,2019-08-07 12:33:59,0.00757377,27.79263934,278.6967213,0.002622951,0.086721311,0.108360656,0.092622951,5.845081967,6.944098361,19.95721311,94.72622951,7.436721311,8.684590164,0.010639344,23,43.10647,-89.39398
24,2019-08-07 12:37:29,0.038,25.62963934,517.9786885,0.309180328,1.32295082,1.370655738,1.411311475,8.012295082,11.88508197,34.11786885,118.6245902,9.677540984,8.730983607,0.053819672,24,43.10701,-89.39198
1,2019-08-22 09:27:31,0.161868852,24.45080328,496.0213115,0.532622951,2.224262295,1.739344262,1.795737705,9.66557377,11.29163934,32.4152459,135.2032787,11.27229508,8.897213115,0.229655738,1,43.0813,-89.41759
2,2019-08-22 09:33:15,0.132639344,24.55393443,495.2655738,0.656229508,2.723442623,1.698032787,1.753770492,10.58688525,11.30442623,32.45196721,137.7606557,11.46360656,8.914262295,0.188081967,2,43.08568,-89.4117
3,2019-08-22 09:39:35,0.148229508,24.61916393,494.9606557,0.339344262,1.446065574,1.340983607,1.380655738,10.16754098,11.15803279,32.03311475,137.6737705,11.44213115,8.924590164,0.210311475,3,43.08629,-89.39583
4,2019-08-22 09:47:21,0.204819672,24.70927869,494.1311475,0.407377049,1.722131148,1.266065574,1.302131148,9.429344262,10.97327869,31.50459016,140.3393443,11.6457377,8.941967213,0.290590164,4,43.08439,-89.38818
5,2019-08-22 09:52:56,0.136245902,24.68122951,495.3098361,0.315245902,1.346393443,1.185245902,1.218196721,9.187377049,11.02327869,31.64967213,137.9688525,11.4547541,8.93,0.193163934,5,43.09031,-89.38238
6,2019-08-22 09:59:16,0.138065574,24.65965574,495.7852459,0.326721311,1.392786885,1.127868852,1.157704918,9.046557377,11.02229508,31.6457377,140.1147541,11.63606557,8.93,0.195770492,6,43.09113,-89.39725
7,2019-08-22 10:05:17,0.127098361,24.71670492,495.9852459,0.337377049,1.43704918,1.308196721,1.346393443,9.292786885,11.08655738,31.82901639,137.1622951,11.37934426,8.920819672,0.180360656,7,43.09781,-89.40296
8,2019-08-22 10:11:51,0.141704918,24.7645082,495.4147541,0.386229508,1.633606557,1.297377049,1.335081967,9.687868852,11.08737705,31.83098361,140.8459016,11.67491803,8.942786885,0.201016393,8,43.09857,-89.408
9,2019-08-22 10:20:11,0.14752459,24.91932787,493.9327869,0.922786885,3.797704918,1.671639344,1.724754098,10.7504918,10.93245902,31.3857377,150.7016393,12.45622951,8.98,0.209196721,9,43.09584,-89.42011
10,2019-08-22 10:26:16,0.13195082,25.16836066,494.0639344,0.817377049,3.373770492,1.63852459,1.69147541,10.42229508,10.82901639,31.09245902,149.2278689,12.27704918,8.96442623,0.187163934,10,43.09675,-89.43056
11,2019-08-22 10:34:55,0.112983607,24.90134426,493.0065574,0.780983607,3.225081967,1.85147541,1.912459016,11.75704918,11.18377049,32.10786885,151.4196721,12.51934426,8.973770492,0.160278689,11,43.09887,-89.43411
12,2019-08-22 10:42:18,0.10095082,25.42209836,492.9491803,0.76852459,3.176557377,1.77,1.82852459,10.60131148,10.54868852,30.28737705,160.2163934,13.12065574,8.978196721,0.143163934,12,43.09818,-89.44765
13,2019-08-22 10:48:14,0.10157377,25.18857377,493.1295082,0.683606557,2.829180328,1.952459016,2.018688525,11.98081967,10.91278689,31.33098361,160.7508197,13.22065574,8.983770492,0.144081967,13,43.09828,-89.45211
14,2019-08-22 10:54:47,0.165918033,24.79478689,500.2655738,0.336393443,1.432459016,0.928852459,0.95,6.98442623,11.17737705,32.08786885,133.3836066,11.05081967,8.884262295,0.235327869,14,43.0943,-89.46682
15,2019-08-22 11:00:49,0.080967213,25.2617377,495.2737705,0.51147541,2.139672131,1.408852459,1.45,11.31,10.73491803,30.82278689,159.8590164,13.13,8.989180328,0.114737705,15,43.08879,-89.47052
16,2019-08-22 11:08:39,0.129393443,25.06211475,502.6754098,0.380163934,1.608852459,1.63557377,1.687868852,9.013934426,11.07491803,31.79688525,137.3229508,11.31868852,8.881147541,0.183557377,16,43.09462,-89.47314
17,2019-08-22 11:17:56,0.101245902,24.86118033,506.2754098,0.281803279,1.210819672,1.041147541,1.066885246,7.048196721,11.20016393,32.15442623,129.8213115,10.74032787,8.837540984,0.14357377,17,43.10178,-89.4819
18,2019-08-22 11:26:06,0.101770492,25.55440984,497.8967213,0.264918033,1.146885246,0.996721311,1.020655738,8.801967213,10.5242623,30.21770492,146.4327869,11.96295082,8.926885246,0.144360656,18,43.10126,-89.46158
19,2019-08-22 11:46:11,0.068213115,25.01340984,492.7590164,0.57557377,2.396885246,1.434918033,1.477377049,11.48885246,11.03983607,31.69491803,165.1147541,13.62245902,9.018196721,0.096819672,19,43.10452,-89.45477
20,2019-08-22 11:52:48,0.069688525,25.54119672,493.6508197,0.433934426,1.823770492,1.463278689,1.507868852,10.42655738,10.64557377,30.56557377,160.6786885,13.12934426,8.988360656,0.098803279,20,43.10649,-89.44034
21,2019-08-22 11:58:46,0.042852459,26.1135082,495.3557377,0.464754098,1.950327869,1.071311475,1.099016393,8.672295082,10.21327869,29.32557377,158.2278689,12.7957377,8.964262295,0.060688525,21,43.10703,-89.43892
22,2019-08-22 12:05:10,0.093737705,25.88072131,493.6540984,0.338360656,1.437213115,1.238688525,1.273114754,10.31213115,10.44344262,29.98459016,158.2016393,12.84672131,8.990655738,0.132868852,22,43.10799,-89.43392
23,2019-08-22 12:10:41,0.107163934,25.71567213,492.9262295,0.291147541,1.253606557,1.341803279,1.38,10.09622951,10.60229508,30.44131148,156.9836066,12.78803279,8.98557377,0.151918033,23,43.1107,-89.42289
24,2019-08-22 12:17:17,0.137196721,25.70990164,495.4114754,0.588196721,2.447213115,1.141147541,1.171147541,9.109508197,10.52196721,30.21098361,158.2163934,12.88918033,8.995245902,0.19452459,24,43.10459,-89.41405
25,2019-08-22 12:23:56,0.06947541,26.04970492,497.9918033,0.220163934,0.961639344,0.825901639,0.840819672,7.817213115,10.31967213,29.63,142.9819672,11.57639344,8.921147541,0.098557377,25,43.10586,-89.39475
26,2019-08-22 12:31:13,0.043983607,25.56780328,500.7967213,0.223770492,0.977704918,0.679344262,0.689508197,6.761967213,10.66967213,30.63245902,132.5,10.82311475,8.875409836,0.062360656,26,43.10926,-89.39301
27,2019-08-22 12:37:33,0.085819672,25.83822951,498.6114754,0.373770492,1.581967213,1.028688525,1.055409836,8.466885246,10.45819672,30.02754098,143.9885246,11.70229508,8.930163934,0.121737705,27,43.10422,-89.3833
28,2019-08-22 12:43:48,0.112147541,25.22854098,499.1180328,0.382459016,1.616557377,0.820163934,0.836229508,7.363114754,10.80196721,31.01377049,138.552459,11.38639344,8.917704918,0.158934426,28,43.11504,-89.38622
29,2019-08-22 12:51:08,0.100754098,25.16290164,504.5852459,0.158852459,0.716393443,0.370327869,0.367540984,4.098032787,10.78311475,30.95983607,107.8491803,8.874262295,8.767704918,0.142852459,29,43.11972,-89.38272
30,2019-08-22 12:57:34,0.072606557,25.54259016,503.1459016,0.201311475,0.88704918,0.538196721,0.542786885,5.376393443,10.58393443,30.38770492,120.504918,9.846721311,8.827377049,0.103016393,30,43.11954,-89.39116
31,2019-08-22 13:03:52,0.057131148,25.92668852,493.7131148,0.250163934,1.084590164,1.076393443,1.104590164,9.520819672,10.54147541,30.26721311,160.6688525,13.03786885,8.99704918,0.081065574,31,43.11982,-89.40797
32,2019-08-22 13:12:17,0.118,25.80793443,494.2,0.32442623,1.38557377,1.396557377,1.43852459,9.269180328,10.74622951,30.85491803,159.2836066,12.95327869,8.992786885,0.167327869,32,43.1136,-89.40529
33,2019-08-22 13:18:53,0.035491803,25.30183607,491.0803279,0.329836066,1.403114754,1.25852459,1.293770492,11.29311475,11.09901639,31.86540984,168.1032787,13.79983607,9.036885246,0.050393443,33,43.11738,-89.42247
34,2019-08-22 13:27:04,0.043606557,27.19659016,499.1262295,0.362295082,1.538032787,1.370327869,1.410655738,9.674918033,9.83704918,28.24655738,150.152459,11.90688525,8.93,0.061852459,34,43.12296,-89.43607
35,2019-08-22 13:37:28,0.046508197,26.35852459,495.004918,0.193606557,0.855081967,0.989672131,1.013278689,9.111967213,10.2152459,29.33081967,157.7540984,12.70065574,8.973770492,0.065836066,35,43.12641,-89.42074
1,2019-08-27 09:15:48,0.168131148,22.35493443,507.1163934,0.262459016,1.135081967,0.810983607,0.82557377,5.12147541,12.35754098,35.47229508,88.70983607,7.692131148,8.67,0.238655738,1,43.08505,-89.41476
2,2019-08-27 09:23:17,0.180655738,22.40447541,505.5967213,0.282786885,1.21704918,0.986229508,1.009344262,5.572295082,12.31786885,35.35770492,91.82786885,7.95704918,8.706065574,0.256508197,2,43.08437,-89.40442
3,2019-08-27 09:28:27,0.142180328,22.39645902,505.6163934,0.264918033,1.144754098,0.925081967,0.946229508,5.520983607,12.32819672,35.38836066,90.92622951,7.879836066,8.700491803,0.201704918,3,43.08325,-89.39684
4,2019-08-27 09:35:52,0.262672131,22.29929508,504.2868852,0.250327869,1.087868852,0.926229508,0.946885246,5.64147541,12.27508197,35.23508197,94.71311475,8.222459016,8.74,0.372918033,4,43.08937,-89.37691
5,2019-08-27 09:46:40,0.205918033,22.54706557,501.9229508,0.30704918,1.313606557,1.111803279,1.140163934,6.505409836,12.11672131,34.78016393,97.20327869,8.399672131,8.77,0.292262295,5,43.0976,-89.37826
6,2019-08-27 09:57:56,0.138868852,22.51667213,505.1,0.254590164,1.10442623,0.951311475,0.972786885,5.841967213,12.19540984,35.00754098,94.50163934,8.170655738,8.729016393,0.197032787,6,43.09722,-89.40018
7,2019-08-27 10:04:06,0.15495082,22.52418033,504.8983607,0.237868852,1.036885246,0.884918033,0.904754098,5.683114754,12.19688525,35.00967213,94.42295082,8.164262295,8.73,0.219754098,7,43.09479,-89.40442
8,2019-08-27 10:10:04,0.183377049,22.49031148,505.7491803,0.280655738,1.206885246,0.978360656,1.001311475,5.67557377,12.22360656,35.08655738,93.62295082,8.098360656,8.720327869,0.260147541,8,43.1006,-89.40907
9,2019-08-27 10:17:05,0.254934426,22.69039344,504.0622951,0.244262295,1.061147541,0.924918033,0.945245902,5.696721311,12.10868852,34.75836066,94.34918033,8.130327869,8.74,0.361819672,9,43.10026,-89.41763
10,2019-08-27 10:23:00,0.159098361,22.48313115,505.9852459,0.245737705,1.065245902,0.839180328,0.855737705,5.532295082,12.23163934,35.11032787,92.01967213,7.960819672,8.712786885,0.225770492,10,43.09681,-89.41556
11,2019-08-27 10:29:52,0.295639344,22.83044262,502.6540984,0.263770492,1.140163934,1.010163934,1.035081967,6.348852459,11.94704918,34.29754098,96.8,8.32,8.77442623,0.419540984,11,43.09821,-89.4286
12,2019-08-27 10:36:35,0.166622951,22.80436066,503.1622951,0.249016393,1.080983607,1.027377049,1.053606557,6.265901639,11.98147541,34.39278689,98.51967213,8.470819672,8.774918033,0.236508197,12,43.09505,-89.43827
13,2019-08-27 10:45:02,0.20642623,22.87081967,502.5065574,0.299016393,1.280491803,1.089016393,1.116721311,6.86442623,11.79819672,33.86721311,101.6,8.72442623,8.800327869,0.292786885,13,43.09261,-89.45887
14,2019-08-27 10:51:08,0.183229508,22.97008197,502.3,0.296065574,1.268688525,1.02147541,1.047540984,6.325245902,11.78229508,33.82163934,101.3622951,8.688852459,8.801311475,0.259918033,14,43.08697,-89.46275
15,2019-08-27 10:56:47,0.197295082,22.94365574,503.1360656,0.259672131,1.123442623,1.01,1.034754098,6.908032787,11.71278689,33.62213115,100.4557377,8.614918033,8.799672131,0.279918033,15,43.09722,-89.47047
16,2019-08-27 11:02:19,0.170508197,22.96855738,503.1,0.269836066,1.166557377,1.015245902,1.040655738,6.835737705,11.72836066,33.66852459,101.8836066,8.732622951,8.813442623,0.242032787,16,43.09574,-89.4726
17,2019-08-27 11:07:55,0.169016393,22.98588525,503.304918,0.248688525,1.079836066,1.023770492,1.049016393,7.121311475,11.6757377,33.51803279,101.7442623,8.717704918,8.803278689,0.239770492,17,43.09902,-89.47811
18,2019-08-27 11:13:32,0.123803279,22.86454098,502.0360656,0.272295082,1.174098361,0.988196721,1.012131148,6.483934426,11.72065574,33.64672131,103.6409836,8.902459016,8.818196721,0.175622951,18,43.10495,-89.46381
20,2019-08-27 11:36:40,0.171360656,22.94032787,503.5672131,0.252786885,1.093442623,0.948688525,0.970327869,6.237704918,11.81770492,33.92377049,101.5131148,8.706229508,8.785245902,0.243114754,20,43.10362,-89.44042
21,2019-08-27 11:41:54,0.190327869,22.92127869,503.3819672,0.240983607,1.048032787,0.94147541,0.962786885,6.242786885,11.80836066,33.89737705,101.7147541,8.727377049,8.786393443,0.270098361,21,43.10726,-89.44078
22,2019-08-27 11:46:41,0.165360656,22.93513115,503.5229508,0.27147541,1.165737705,0.983770492,1.006721311,6.283442623,11.86114754,34.04901639,101.552459,8.710163934,8.775081967,0.234606557,22,43.10652,-89.43493
23,2019-08-27 11:53:54,0.168229508,22.72513115,504.0393443,0.359180328,1.521803279,1.086557377,1.114098361,6.501639344,11.85409836,34.02737705,104.1147541,8.966885246,8.775245902,0.238803279,23,43.10703,-89.4021
24,2019-08-27 11:59:23,0.165901639,22.77418033,505.7377049,0.230983607,1.01,0.777213115,0.791639344,5.47147541,12.00868852,34.47,97.22131148,8.364754098,8.734262295,0.235393443,24,43.11098,-89.3959
25,2019-08-27 12:05:39,0.177770492,22.71293443,504.9131148,0.297540984,1.27704918,0.995245902,1.019180328,6.091147541,12.00868852,34.4704918,99.30655738,8.554590164,8.755081967,0.252262295,25,43.10625,-89.39094
26,2019-08-27 12:10:45,0.180721311,22.7812623,506.0229508,0.251967213,1.093606557,0.806721311,0.822786885,5.500655738,11.99163934,34.42327869,97.3852459,8.379180328,8.734262295,0.256540984,26,43.10854,-89.38844
27,2019-08-27 12:18:46,0.174196721,22.71219672,504.304918,0.309016393,1.324262295,1.049508197,1.076393443,6.39704918,12.00491803,34.45967213,99.54098361,8.574590164,8.768032787,0.247180328,27,43.10531,-89.37973
28,2019-08-27 12:29:06,0.113327869,22.77480328,503.4032787,0.260163934,1.125081967,0.915245902,0.936229508,6.267540984,11.97377049,34.37262295,100.395082,8.637377049,8.78,0.160770492,28,43.11667,-89.39015
29,2019-08-27 12:34:24,0.166016393,22.74878689,502.9704918,0.306557377,1.309508197,1.045737705,1.071147541,6.383278689,11.92114754,34.22114754,102.4459016,8.81852459,8.79,0.235672131,29,43.1195,-89.38938
30,2019-08-27 12:48:57,0.149885246,22.79596721,505.5754098,0.197704918,0.871967213,0.765081967,0.778360656,5.407868852,12.02704918,34.52245902,96.2557377,8.278688525,8.741311475,0.212852459,30,43.11616,-89.41264
31,2019-08-27 12:54:10,0.157721311,22.80870492,505.0622951,0.230327869,1.003606557,0.91704918,0.938196721,5.439016393,12.01278689,34.48262295,96.89016393,8.330819672,8.743442623,0.223819672,31,43.11562,-89.41427
32,2019-08-27 13:01:57,0.153803279,22.97011475,503.3540984,0.26442623,1.143770492,0.888032787,0.90704918,6.094754098,11.82672131,33.95081967,102.3754098,8.775901639,8.791639344,0.218295082,32,43.11343,-89.42077
33,2019-08-27 13:11:28,0.159245902,22.89586885,503.1901639,0.392622951,1.657377049,1.248360656,1.283770492,6.374262295,11.84262295,33.99606557,103.4754098,8.88,8.796065574,0.226032787,33,43.11529,-89.43193
34,2019-08-27 13:17:42,0.161622951,22.87886885,504.4081967,0.285081967,1.224098361,0.942131148,0.963606557,5.73147541,11.96540984,34.34754098,101.1721311,8.687377049,8.780983607,0.229377049,34,43.12346,-89.43023
35,2019-08-27 13:24:16,0.170213115,23.00816393,504.8704918,0.511639344,2.140655738,1.227704918,1.262295082,8.727540984,12.02213115,34.50901639,118.8901639,10.1847541,8.858032787,0.24152459,35,43.1303,-89.41475
