"Year","Month","Day","Hour","Minute","Depth.m","Water.Temp.C","People","Instrument"
2006,6,15,0,0,"0",21.1,"Georgia Wolfe",NA
2006,6,15,0,0,"1",20.9,"Georgia Wolfe",NA
2006,6,15,0,0,"2",20.7,"Georgia Wolfe",NA
2006,6,15,0,0,"3",20.6,"Georgia Wolfe",NA
2006,6,15,0,0,"4",20.4,"Georgia Wolfe",NA
2006,6,15,0,0,"5",20.1,"Georgia Wolfe",NA
2006,6,15,0,0,"6",19.8,"Georgia Wolfe",NA
2006,6,15,0,0,"7",18.9,"Georgia Wolfe",NA
2006,6,15,0,0,"8",15.2,"Georgia Wolfe",NA
2006,6,15,0,0,"9",14.2,"Georgia Wolfe",NA
2006,6,15,0,0,"10",13.5,"Georgia Wolfe",NA
2006,6,15,0,0,"11",13.1,"Georgia Wolfe",NA
2006,6,15,0,0,"12",12.5,"Georgia Wolfe",NA
2006,6,15,0,0,"13",12.1,"Georgia Wolfe",NA
2006,6,15,0,0,"14",12,"Georgia Wolfe",NA
2006,6,15,0,0,"15",11.8,"Georgia Wolfe",NA
2006,6,22,0,0,"0",22.5,"Georgia Wolfe",NA
2006,6,22,0,0,"1",22.5,"Georgia Wolfe",NA
2006,6,22,0,0,"2",22.3,"Georgia Wolfe",NA
2006,6,22,0,0,"3",22.2,"Georgia Wolfe",NA
2006,6,22,0,0,"4",22.1,"Georgia Wolfe",NA
2006,6,22,0,0,"5",21.9,"Georgia Wolfe",NA
2006,6,22,0,0,"6",21.7,"Georgia Wolfe",NA
2006,6,22,0,0,"7",21.4,"Georgia Wolfe",NA
2006,6,22,0,0,"8",20.8,"Georgia Wolfe",NA
2006,6,22,0,0,"9",19.5,"Georgia Wolfe",NA
2006,6,22,0,0,"10",14.8,"Georgia Wolfe",NA
2006,6,22,0,0,"11",13.4,"Georgia Wolfe",NA
2006,6,22,0,0,"12",13.1,"Georgia Wolfe",NA
2006,6,22,0,0,"13",12.8,"Georgia Wolfe",NA
2006,6,22,0,0,"14",12.3,"Georgia Wolfe",NA
2006,6,22,0,0,"15",11.9,"Georgia Wolfe",NA
2006,6,27,0,0,"0",23.8,"Georgia Wolfe",NA
2006,6,27,0,0,"1",23,"Georgia Wolfe",NA
2006,6,27,0,0,"2",22.7,"Georgia Wolfe",NA
2006,6,27,0,0,"3",22.1,"Georgia Wolfe",NA
2006,6,27,0,0,"4",21.9,"Georgia Wolfe",NA
2006,6,27,0,0,"5",21.6,"Georgia Wolfe",NA
2006,6,27,0,0,"6",21.5,"Georgia Wolfe",NA
2006,6,27,0,0,"7",21.4,"Georgia Wolfe",NA
2006,6,27,0,0,"8",21.3,"Georgia Wolfe",NA
2006,6,27,0,0,"9",15.7,"Georgia Wolfe",NA
2006,6,27,0,0,"10",14.1,"Georgia Wolfe",NA
2006,6,27,0,0,"11",13.4,"Georgia Wolfe",NA
2006,6,27,0,0,"12",12.9,"Georgia Wolfe",NA
2006,6,27,0,0,"13",12.4,"Georgia Wolfe",NA
2006,6,27,0,0,"14",12,"Georgia Wolfe",NA
2006,6,27,0,0,"15",11.9,"Georgia Wolfe",NA
2006,6,29,0,0,"0",24.7,"Georgia Wolfe",NA
2006,6,29,0,0,"1",23.4,"Georgia Wolfe",NA
2006,6,29,0,0,"2",22.5,"Georgia Wolfe",NA
2006,6,29,0,0,"3",22.3,"Georgia Wolfe",NA
2006,6,29,0,0,"4",22.1,"Georgia Wolfe",NA
2006,6,29,0,0,"5",22,"Georgia Wolfe",NA
2006,6,29,0,0,"6",21.6,"Georgia Wolfe",NA
2006,6,29,0,0,"7",21.6,"Georgia Wolfe",NA
2006,6,29,0,0,"8",19.3,"Georgia Wolfe",NA
2006,6,29,0,0,"9",5.7,"Georgia Wolfe",NA
2006,6,29,0,0,"10",14.7,"Georgia Wolfe",NA
2006,6,29,0,0,"11",14.1,"Georgia Wolfe",NA
2006,6,29,0,0,"12",13.6,"Georgia Wolfe",NA
2006,6,29,0,0,"13",13.1,"Georgia Wolfe",NA
2006,6,29,0,0,"14",12.7,"Georgia Wolfe",NA
2006,6,29,0,0,"15",12.4,"Georgia Wolfe",NA
2006,7,5,0,0,"0",24.7,"Georgia Wolfe",NA
2006,7,5,0,0,"1",24.7,"Georgia Wolfe",NA
2006,7,5,0,0,"2",24.6,"Georgia Wolfe",NA
2006,7,5,0,0,"3",24.5,"Georgia Wolfe",NA
2006,7,5,0,0,"4",24.1,"Georgia Wolfe",NA
2006,7,5,0,0,"5",23.6,"Georgia Wolfe",NA
2006,7,5,0,0,"6",23.3,"Georgia Wolfe",NA
2006,7,5,0,0,"7",22.2,"Georgia Wolfe",NA
2006,7,5,0,0,"8",21.1,"Georgia Wolfe",NA
2006,7,5,0,0,"9",18.4,"Georgia Wolfe",NA
2006,7,5,0,0,"10",15.5,"Georgia Wolfe",NA
2006,7,5,0,0,"11",14.2,"Georgia Wolfe",NA
2006,7,5,0,0,"12",13.5,"Georgia Wolfe",NA
2006,7,5,0,0,"13",12.7,"Georgia Wolfe",NA
2006,7,5,0,0,"14",12.4,"Georgia Wolfe",NA
2006,7,5,0,0,"15",12.1,"Georgia Wolfe",NA
2006,7,12,0,0,"0",23.5,"Georgia Wolfe",NA
2006,7,12,0,0,"1",23.5,"Georgia Wolfe",NA
2006,7,12,0,0,"2",23.5,"Georgia Wolfe",NA
2006,7,12,0,0,"3",23.5,"Georgia Wolfe",NA
2006,7,12,0,0,"4",23.4,"Georgia Wolfe",NA
2006,7,12,0,0,"5",23.4,"Georgia Wolfe",NA
2006,7,12,0,0,"6",23.4,"Georgia Wolfe",NA
2006,7,12,0,0,"7",22.1,"Georgia Wolfe",NA
2006,7,12,0,0,"8",20,"Georgia Wolfe",NA
2006,7,12,0,0,"9",18.6,"Georgia Wolfe",NA
2006,7,12,0,0,"10",15.4,"Georgia Wolfe",NA
2006,7,12,0,0,"11",13.9,"Georgia Wolfe",NA
2006,7,12,0,0,"12",12.6,"Georgia Wolfe",NA
2006,7,12,0,0,"13",12.3,"Georgia Wolfe",NA
2006,7,12,0,0,"14",12.1,"Georgia Wolfe",NA
2006,7,12,0,0,"15",11.8,"Georgia Wolfe",NA
2006,7,18,0,0,"0",27,"Georgia Wolfe",NA
2006,7,18,0,0,"1",27,"Georgia Wolfe",NA
2006,7,18,0,0,"2",26.8,"Georgia Wolfe",NA
2006,7,18,0,0,"3",26.6,"Georgia Wolfe",NA
2006,7,18,0,0,"4",26.2,"Georgia Wolfe",NA
2006,7,18,0,0,"5",25.8,"Georgia Wolfe",NA
2006,7,18,0,0,"6",25.3,"Georgia Wolfe",NA
2006,7,18,0,0,"7",22.8,"Georgia Wolfe",NA
2006,7,18,0,0,"8",20.8,"Georgia Wolfe",NA
2006,7,18,0,0,"9",19.1,"Georgia Wolfe",NA
2006,7,18,0,0,"10",17.5,"Georgia Wolfe",NA
2006,7,18,0,0,"11",14.4,"Georgia Wolfe",NA
2006,7,18,0,0,"12",13.7,"Georgia Wolfe",NA
2006,7,18,0,0,"13",13.3,"Georgia Wolfe",NA
2006,7,18,0,0,"14",13,"Georgia Wolfe",NA
2006,7,18,0,0,"15",12.7,"Georgia Wolfe",NA
2006,7,20,0,0,"0",26.3,"Georgia Wolfe",NA
2006,7,20,0,0,"1",25.8,"Georgia Wolfe",NA
2006,7,20,0,0,"2",25.1,"Georgia Wolfe",NA
2006,7,20,0,0,"3",25,"Georgia Wolfe",NA
2006,7,20,0,0,"4",25,"Georgia Wolfe",NA
2006,7,20,0,0,"5",24.9,"Georgia Wolfe",NA
2006,7,20,0,0,"6",24.6,"Georgia Wolfe",NA
2006,7,20,0,0,"7",23.7,"Georgia Wolfe",NA
2006,7,20,0,0,"8",19.8,"Georgia Wolfe",NA
2006,7,20,0,0,"9",18.6,"Georgia Wolfe",NA
2006,7,20,0,0,"10",16.3,"Georgia Wolfe",NA
2006,7,20,0,0,"11",14.9,"Georgia Wolfe",NA
2006,7,20,0,0,"12",14,"Georgia Wolfe",NA
2006,7,20,0,0,"13",13.2,"Georgia Wolfe",NA
2006,7,20,0,0,"14",12.7,"Georgia Wolfe",NA
2006,7,20,0,0,"15",12.6,"Georgia Wolfe",NA
2006,7,25,0,0,"0",25.1,"Georgia Wolfe",NA
2006,7,25,0,0,"1",25.1,"Georgia Wolfe",NA
2006,7,25,0,0,"2",25,"Georgia Wolfe",NA
2006,7,25,0,0,"3",25,"Georgia Wolfe",NA
2006,7,25,0,0,"4",24.9,"Georgia Wolfe",NA
2006,7,25,0,0,"5",24.9,"Georgia Wolfe",NA
2006,7,25,0,0,"6",24.7,"Georgia Wolfe",NA
2006,7,25,0,0,"7",24.5,"Georgia Wolfe",NA
2006,7,25,0,0,"8",24.5,"Georgia Wolfe",NA
2006,7,25,0,0,"9",24,"Georgia Wolfe",NA
2006,7,25,0,0,"10",23.4,"Georgia Wolfe",NA
2006,7,25,0,0,"11",14.8,"Georgia Wolfe",NA
2006,7,25,0,0,"12",13.5,"Georgia Wolfe",NA
2006,7,25,0,0,"13",12.8,"Georgia Wolfe",NA
2006,7,25,0,0,"14",12.6,"Georgia Wolfe",NA
2006,7,25,0,0,"15",12.3,"Georgia Wolfe",NA
2006,8,1,0,0,"0",28.4,"Georgia Wolfe",NA
2006,8,1,0,0,"1",28.1,"Georgia Wolfe",NA
2006,8,1,0,0,"2",28,"Georgia Wolfe",NA
2006,8,1,0,0,"3",27.5,"Georgia Wolfe",NA
2006,8,1,0,0,"4",27.1,"Georgia Wolfe",NA
2006,8,1,0,0,"5",26.8,"Georgia Wolfe",NA
2006,8,1,0,0,"6",26.5,"Georgia Wolfe",NA
2006,8,1,0,0,"7",25.2,"Georgia Wolfe",NA
2006,8,1,0,0,"8",23.9,"Georgia Wolfe",NA
2006,8,1,0,0,"9",21.1,"Georgia Wolfe",NA
2006,8,1,0,0,"10",17.5,"Georgia Wolfe",NA
2006,8,1,0,0,"11",15.8,"Georgia Wolfe",NA
2006,8,1,0,0,"12",14.8,"Georgia Wolfe",NA
2006,8,1,0,0,"13",13.9,"Georgia Wolfe",NA
2006,8,1,0,0,"14",13.4,"Georgia Wolfe",NA
2006,8,1,0,0,"15",12.9,"Georgia Wolfe",NA
2006,8,3,0,0,"0",27.6,"Georgia Wolfe",NA
2006,8,3,0,0,"1",27.7,"Georgia Wolfe",NA
2006,8,3,0,0,"2",27.7,"Georgia Wolfe",NA
2006,8,3,0,0,"3",27.7,"Georgia Wolfe",NA
2006,8,3,0,0,"4",27.5,"Georgia Wolfe",NA
2006,8,3,0,0,"5",27.3,"Georgia Wolfe",NA
2006,8,3,0,0,"6",27.1,"Georgia Wolfe",NA
2006,8,3,0,0,"7",24.8,"Georgia Wolfe",NA
2006,8,3,0,0,"8",23.7,"Georgia Wolfe",NA
2006,8,3,0,0,"9",22.6,"Georgia Wolfe",NA
2006,8,3,0,0,"10",19.2,"Georgia Wolfe",NA
2006,8,3,0,0,"11",17,"Georgia Wolfe",NA
2006,8,3,0,0,"12",15.1,"Georgia Wolfe",NA
2006,8,3,0,0,"13",14.2,"Georgia Wolfe",NA
2006,8,3,0,0,"14",13.3,"Georgia Wolfe",NA
2006,8,3,0,0,"15",12.3,"Georgia Wolfe",NA
2006,8,8,0,0,"0",27.2,"Georgia Wolfe",NA
2006,8,8,0,0,"1",26.9,"Georgia Wolfe",NA
2006,8,8,0,0,"2",26.2,"Georgia Wolfe",NA
2006,8,8,0,0,"3",26,"Georgia Wolfe",NA
2006,8,8,0,0,"4",25.8,"Georgia Wolfe",NA
2006,8,8,0,0,"5",25.8,"Georgia Wolfe",NA
2006,8,8,0,0,"6",25.7,"Georgia Wolfe",NA
2006,8,8,0,0,"7",25.7,"Georgia Wolfe",NA
2006,8,8,0,0,"8",23.6,"Georgia Wolfe",NA
2006,8,8,0,0,"9",21.8,"Georgia Wolfe",NA
2006,8,8,0,0,"10",18.8,"Georgia Wolfe",NA
2006,8,8,0,0,"11",16.8,"Georgia Wolfe",NA
2006,8,8,0,0,"12",15.5,"Georgia Wolfe",NA
2006,8,8,0,0,"13",14.4,"Georgia Wolfe",NA
2006,8,8,0,0,"14",13.5,"Georgia Wolfe",NA
2006,8,8,0,0,"15",12.8,"Georgia Wolfe",NA
2006,8,10,0,0,"0",25.6,"Georgia Wolfe",NA
2006,8,10,0,0,"1",25.7,"Georgia Wolfe",NA
2006,8,10,0,0,"2",25.7,"Georgia Wolfe",NA
2006,8,10,0,0,"3",25.7,"Georgia Wolfe",NA
2006,8,10,0,0,"4",25.7,"Georgia Wolfe",NA
2006,8,10,0,0,"5",25.6,"Georgia Wolfe",NA
2006,8,10,0,0,"6",25.6,"Georgia Wolfe",NA
2006,8,10,0,0,"7",25.6,"Georgia Wolfe",NA
2006,8,10,0,0,"8",23.4,"Georgia Wolfe",NA
2006,8,10,0,0,"9",19.8,"Georgia Wolfe",NA
2006,8,10,0,0,"10",17.9,"Georgia Wolfe",NA
2006,8,10,0,0,"11",15.7,"Georgia Wolfe",NA
2006,8,10,0,0,"12",14.4,"Georgia Wolfe",NA
2006,8,10,0,0,"13",13.2,"Georgia Wolfe",NA
2006,8,10,0,0,"14",13,"Georgia Wolfe",NA
2006,8,10,0,0,"15",12.5,"Georgia Wolfe",NA
2006,8,15,0,0,"0",25.1,"Georgia Wolfe",NA
2006,8,15,0,0,"1",25,"Georgia Wolfe",NA
2006,8,15,0,0,"2",24.8,"Georgia Wolfe",NA
2006,8,15,0,0,"3",24.6,"Georgia Wolfe",NA
2006,8,15,0,0,"4",24.4,"Georgia Wolfe",NA
2006,8,15,0,0,"5",24.2,"Georgia Wolfe",NA
2006,8,15,0,0,"6",24.1,"Georgia Wolfe",NA
2006,8,15,0,0,"7",24.1,"Georgia Wolfe",NA
2006,8,15,0,0,"8",24,"Georgia Wolfe",NA
2006,8,15,0,0,"9",24,"Georgia Wolfe",NA
2006,8,15,0,0,"10",17.8,"Georgia Wolfe",NA
2006,8,15,0,0,"11",15.2,"Georgia Wolfe",NA
2006,8,15,0,0,"12",14.1,"Georgia Wolfe",NA
2006,8,15,0,0,"13",13.5,"Georgia Wolfe",NA
2006,8,15,0,0,"14",13,"Georgia Wolfe",NA
2006,8,15,0,0,"15",12.7,"Georgia Wolfe",NA
2006,8,18,0,0,"0",24.5,"Georgia Wolfe",NA
2006,8,18,0,0,"1",24.3,"Georgia Wolfe",NA
2006,8,18,0,0,"2",24.1,"Georgia Wolfe",NA
2006,8,18,0,0,"3",23.9,"Georgia Wolfe",NA
2006,8,18,0,0,"4",23.9,"Georgia Wolfe",NA
2006,8,18,0,0,"5",23.9,"Georgia Wolfe",NA
2006,8,18,0,0,"6",23.8,"Georgia Wolfe",NA
2006,8,18,0,0,"7",23.7,"Georgia Wolfe",NA
2006,8,18,0,0,"8",23.7,"Georgia Wolfe",NA
2006,8,18,0,0,"9",22.5,"Georgia Wolfe",NA
2006,8,18,0,0,"10",20.4,"Georgia Wolfe",NA
2006,8,18,0,0,"11",18.5,"Georgia Wolfe",NA
2006,8,18,0,0,"12",16.8,"Georgia Wolfe",NA
2006,8,18,0,0,"13",15.7,"Georgia Wolfe",NA
2006,8,18,0,0,"14",14.5,"Georgia Wolfe",NA
2006,8,18,0,0,"15",13.7,"Georgia Wolfe",NA
2006,8,22,0,0,"0",25.4,"Georgia Wolfe",NA
2006,8,22,0,0,"1",25,"Georgia Wolfe",NA
2006,8,22,0,0,"2",24.6,"Georgia Wolfe",NA
2006,8,22,0,0,"3",24.2,"Georgia Wolfe",NA
2006,8,22,0,0,"4",24.1,"Georgia Wolfe",NA
2006,8,22,0,0,"5",24,"Georgia Wolfe",NA
2006,8,22,0,0,"6",24,"Georgia Wolfe",NA
2006,8,22,0,0,"7",23.9,"Georgia Wolfe",NA
2006,8,22,0,0,"8",23.8,"Georgia Wolfe",NA
2006,8,22,0,0,"9",22.7,"Georgia Wolfe",NA
2006,8,22,0,0,"10",19.6,"Georgia Wolfe",NA
2006,8,22,0,0,"11",16.5,"Georgia Wolfe",NA
2006,8,22,0,0,"12",14.4,"Georgia Wolfe",NA
2006,8,22,0,0,"13",13.2,"Georgia Wolfe",NA
2006,8,22,0,0,"14",12.6,"Georgia Wolfe",NA
2006,8,22,0,0,"15",12.2,"Georgia Wolfe",NA
2006,8,30,0,0,"0",23.7,"Georgia Wolfe",NA
2006,8,30,0,0,"1",23.4,"Georgia Wolfe",NA
2006,8,30,0,0,"2",23.3,"Georgia Wolfe",NA
2006,8,30,0,0,"3",23.2,"Georgia Wolfe",NA
2006,8,30,0,0,"4",23.1,"Georgia Wolfe",NA
2006,8,30,0,0,"5",23,"Georgia Wolfe",NA
2006,8,30,0,0,"6",22.8,"Georgia Wolfe",NA
2006,8,30,0,0,"7",22.8,"Georgia Wolfe",NA
2006,8,30,0,0,"8",22.8,"Georgia Wolfe",NA
2006,8,30,0,0,"9",22.7,"Georgia Wolfe",NA
2006,8,30,0,0,"10",21.2,"Georgia Wolfe",NA
2006,8,30,0,0,"11",18.3,"Georgia Wolfe",NA
2006,8,30,0,0,"12",14.8,"Georgia Wolfe",NA
2006,8,30,0,0,"13",13.8,"Georgia Wolfe",NA
2006,8,30,0,0,"14",12.8,"Georgia Wolfe",NA
2006,8,30,0,0,"15",12.5,"Georgia Wolfe",NA
2006,9,1,0,0,"0",23,"Georgia Wolfe",NA
2006,9,1,0,0,"1",23,"Georgia Wolfe",NA
2006,9,1,0,0,"2",23,"Georgia Wolfe",NA
2006,9,1,0,0,"3",22.9,"Georgia Wolfe",NA
2006,9,1,0,0,"4",22.8,"Georgia Wolfe",NA
2006,9,1,0,0,"5",22.6,"Georgia Wolfe",NA
2006,9,1,0,0,"6",22.6,"Georgia Wolfe",NA
2006,9,1,0,0,"7",22.5,"Georgia Wolfe",NA
2006,9,1,0,0,"8",22.4,"Georgia Wolfe",NA
2006,9,1,0,0,"9",22.4,"Georgia Wolfe",NA
2006,9,1,0,0,"10",20.3,"Georgia Wolfe",NA
2006,9,1,0,0,"11",16.9,"Georgia Wolfe",NA
2006,9,1,0,0,"12",15,"Georgia Wolfe",NA
2006,9,1,0,0,"13",13.8,"Georgia Wolfe",NA
2006,9,1,0,0,"14",13.1,"Georgia Wolfe",NA
2006,9,1,0,0,"15",12.4,"Georgia Wolfe",NA
2008,6,2,12,0,"0",19.53,"Miller",NA
2008,6,2,12,0,"0.5",19.48,"Miller",NA
2008,6,2,12,0,"1",19.2,"Miller",NA
2008,6,2,12,0,"1.5",17.88,"Miller",NA
2008,6,2,12,0,"2",17.6,"Miller",NA
2008,6,2,12,0,"3",16.43,"Miller",NA
2008,6,2,12,0,"4",16.09,"Miller",NA
2008,6,2,12,0,"5",15.87,"Miller",NA
2008,6,2,12,0,"6",15.78,"Miller",NA
2008,6,2,12,0,"7",15.6,"Miller",NA
2008,6,2,12,0,"8",15.53,"Miller",NA
2008,6,2,12,0,"9",14.73,"Miller",NA
2008,6,2,12,0,"10",14.6,"Miller",NA
2008,6,2,12,0,"11",NA,"Miller",NA
2008,6,2,12,0,"12",13.71,"Miller",NA
2008,6,2,12,0,"13",NA,"Miller",NA
2008,6,2,12,0,"14",12.29,"Miller",NA
2008,6,2,12,0,"15",NA,"Miller",NA
2008,6,2,12,0,"16",11.89,"Miller",NA
2008,6,2,12,0,"17",NA,"Miller",NA
2008,6,2,12,0,"18",10.62,"Miller",NA
2008,6,2,12,0,"19",NA,"Miller",NA
2008,6,2,12,0,"20",10.12,"Miller",NA
2008,6,2,12,0,"21",NA,"Miller",NA
2008,6,16,15,30,"0",19.5,"Miller",NA
2008,6,16,15,30,"0.5",19.5,"Miller",NA
2008,6,16,15,30,"1",19.5,"Miller",NA
2008,6,16,15,30,"1.5",19.5,"Miller",NA
2008,6,16,15,30,"2",19.5,"Miller",NA
2008,6,16,15,30,"3",19.5,"Miller",NA
2008,6,16,15,30,"4",19.5,"Miller",NA
2008,6,16,15,30,"5",19.4,"Miller",NA
2008,6,16,15,30,"6",19.4,"Miller",NA
2008,6,16,15,30,"7",19.4,"Miller",NA
2008,6,16,15,30,"8",19.3,"Miller",NA
2008,6,16,15,30,"9",19.2,"Miller",NA
2008,6,16,15,30,"10",19,"Miller",NA
2008,6,16,15,30,"11",NA,"Miller",NA
2008,6,16,15,30,"12",16.2,"Miller",NA
2008,6,16,15,30,"13",NA,"Miller",NA
2008,6,16,15,30,"14",14.9,"Miller",NA
2008,6,16,15,30,"15",NA,"Miller",NA
2008,6,16,15,30,"16",14.1,"Miller",NA
2008,6,16,15,30,"17",NA,"Miller",NA
2008,6,16,15,30,"18",13.3,"Miller",NA
2008,6,16,15,30,"19",NA,"Miller",NA
2008,6,16,15,30,"20",12,"Miller",NA
2008,6,16,15,30,"21",NA,"Miller",NA
2008,6,26,11,31,"0",23.98,"Miller",NA
2008,6,26,11,31,"0.5",23.87,"Miller",NA
2008,6,26,11,31,"1",23.25,"Miller",NA
2008,6,26,11,31,"1.5",22.67,"Miller",NA
2008,6,26,11,31,"2",22.44,"Miller",NA
2008,6,26,11,31,"3",22.26,"Miller",NA
2008,6,26,11,31,"4",22.11,"Miller",NA
2008,6,26,11,31,"5",21.82,"Miller",NA
2008,6,26,11,31,"6",21.21,"Miller",NA
2008,6,26,11,31,"7",20.2,"Miller",NA
2008,6,26,11,31,"8",19.48,"Miller",NA
2008,6,26,11,31,"9",19.03,"Miller",NA
2008,6,26,11,31,"10",17.85,"Miller",NA
2008,6,26,11,31,"11",NA,"Miller",NA
2008,6,26,11,31,"12",15.92,"Miller",NA
2008,6,26,11,31,"13",NA,"Miller",NA
2008,6,26,11,31,"14",14.09,"Miller",NA
2008,6,26,11,31,"15",NA,"Miller",NA
2008,6,26,11,31,"16",13.14,"Miller",NA
2008,6,26,11,31,"17",NA,"Miller",NA
2008,6,26,11,31,"18",12.47,"Miller",NA
2008,6,26,11,31,"19",NA,"Miller",NA
2008,6,26,11,31,"20",11.81,"Miller",NA
2008,6,26,11,31,"21",NA,"Miller",NA
2008,7,2,11,30,"0",22.2,"Miller",NA
2008,7,2,11,30,"0.5",22.2,"Miller",NA
2008,7,2,11,30,"1",22.2,"Miller",NA
2008,7,2,11,30,"1.5",22.2,"Miller",NA
2008,7,2,11,30,"2",22.2,"Miller",NA
2008,7,2,11,30,"3",22.1,"Miller",NA
2008,7,2,11,30,"4",22,"Miller",NA
2008,7,2,11,30,"5",21.8,"Miller",NA
2008,7,2,11,30,"6",21.8,"Miller",NA
2008,7,2,11,30,"7",21.7,"Miller",NA
2008,7,2,11,30,"8",21.4,"Miller",NA
2008,7,2,11,30,"9",21.2,"Miller",NA
2008,7,2,11,30,"10",18.8,"Miller",NA
2008,7,2,11,30,"11",NA,"Miller",NA
2008,7,2,11,30,"12",16.2,"Miller",NA
2008,7,2,11,30,"13",NA,"Miller",NA
2008,7,2,11,30,"14",14.8,"Miller",NA
2008,7,2,11,30,"15",NA,"Miller",NA
2008,7,2,11,30,"16",13.9,"Miller",NA
2008,7,2,11,30,"17",NA,"Miller",NA
2008,7,2,11,30,"18",13.3,"Miller",NA
2008,7,2,11,30,"19",NA,"Miller",NA
2008,7,2,11,30,"20",12.7,"Miller",NA
2008,7,2,11,30,"21",NA,"Miller",NA
2008,7,9,12,10,"0",23.1,"Miller",NA
2008,7,9,12,10,"0.5",23.1,"Miller",NA
2008,7,9,12,10,"1",23.2,"Miller",NA
2008,7,9,12,10,"1.5",23.1,"Miller",NA
2008,7,9,12,10,"2",23.1,"Miller",NA
2008,7,9,12,10,"3",23.1,"Miller",NA
2008,7,9,12,10,"4",23,"Miller",NA
2008,7,9,12,10,"5",22.9,"Miller",NA
2008,7,9,12,10,"6",22.9,"Miller",NA
2008,7,9,12,10,"7",22.7,"Miller",NA
2008,7,9,12,10,"8",22.6,"Miller",NA
2008,7,9,12,10,"9",20.4,"Miller",NA
2008,7,9,12,10,"10",19.1,"Miller",NA
2008,7,9,12,10,"11",NA,"Miller",NA
2008,7,9,12,10,"12",15.9,"Miller",NA
2008,7,9,12,10,"13",NA,"Miller",NA
2008,7,9,12,10,"14",14.3,"Miller",NA
2008,7,9,12,10,"15",NA,"Miller",NA
2008,7,9,12,10,"16",13.8,"Miller",NA
2008,7,9,12,10,"17",NA,"Miller",NA
2008,7,9,12,10,"18",13.2,"Miller",NA
2008,7,9,12,10,"19",NA,"Miller",NA
2008,7,9,12,10,"20",12.6,"Miller",NA
2008,7,9,12,10,"21",NA,"Miller",NA
2008,7,16,12,55,"0",25.4,"Miller",NA
2008,7,16,12,55,"0.5",25.1,"Miller",NA
2008,7,16,12,55,"1",24.9,"Miller",NA
2008,7,16,12,55,"1.5",24.2,"Miller",NA
2008,7,16,12,55,"2",23.6,"Miller",NA
2008,7,16,12,55,"3",23.6,"Miller",NA
2008,7,16,12,55,"4",23.6,"Miller",NA
2008,7,16,12,55,"5",23.5,"Miller",NA
2008,7,16,12,55,"6",23.2,"Miller",NA
2008,7,16,12,55,"7",22.7,"Miller",NA
2008,7,16,12,55,"8",NA,"Miller",NA
2008,7,16,12,55,"9",NA,"Miller",NA
2008,7,16,12,55,"10",NA,"Miller",NA
2008,7,16,12,55,"11",NA,"Miller",NA
2008,7,16,12,55,"12",NA,"Miller",NA
2008,7,16,12,55,"13",NA,"Miller",NA
2008,7,16,12,55,"14",NA,"Miller",NA
2008,7,16,12,55,"15",NA,"Miller",NA
2008,7,16,12,55,"16",NA,"Miller",NA
2008,7,16,12,55,"17",NA,"Miller",NA
2008,7,16,12,55,"18",NA,"Miller",NA
2008,7,16,12,55,"19",NA,"Miller",NA
2008,7,16,12,55,"20",NA,"Miller",NA
2008,7,16,12,55,"21",NA,"Miller",NA
2008,7,18,19,0,"0",25.8,"Miller",NA
2008,7,18,19,0,"0.5",NA,"Miller",NA
2008,7,18,19,0,"1",25.8,"Miller",NA
2008,7,18,19,0,"1.5",NA,"Miller",NA
2008,7,18,19,0,"2",25.2,"Miller",NA
2008,7,18,19,0,"3",24,"Miller",NA
2008,7,18,19,0,"4",24,"Miller",NA
2008,7,18,19,0,"5",23.9,"Miller",NA
2008,7,18,19,0,"6",23.6,"Miller",NA
2008,7,18,19,0,"7",22.5,"Miller",NA
2008,7,18,19,0,"8",21.9,"Miller",NA
2008,7,18,19,0,"9",21.7,"Miller",NA
2008,7,18,19,0,"10",20.2,"Miller",NA
2008,7,18,19,0,"11",NA,"Miller",NA
2008,7,18,19,0,"12",NA,"Miller",NA
2008,7,18,19,0,"13",NA,"Miller",NA
2008,7,18,19,0,"14",NA,"Miller",NA
2008,7,18,19,0,"15",NA,"Miller",NA
2008,7,18,19,0,"16",NA,"Miller",NA
2008,7,18,19,0,"17",NA,"Miller",NA
2008,7,18,19,0,"18",NA,"Miller",NA
2008,7,18,19,0,"19",NA,"Miller",NA
2008,7,18,19,0,"20",NA,"Miller",NA
2008,7,18,19,0,"21",NA,"Miller",NA
2008,7,19,20,0,"0",26.5,"Miller",NA
2008,7,19,20,0,"0.5",26.5,"Miller",NA
2008,7,19,20,0,"1",26.4,"Miller",NA
2008,7,19,20,0,"1.5",25.6,"Miller",NA
2008,7,19,20,0,"2",24.3,"Miller",NA
2008,7,19,20,0,"3",23.9,"Miller",NA
2008,7,19,20,0,"4",23.8,"Miller",NA
2008,7,19,20,0,"5",23.3,"Miller",NA
2008,7,19,20,0,"6",23.2,"Miller",NA
2008,7,19,20,0,"7",21.7,"Miller",NA
2008,7,19,20,0,"8",NA,"Miller",NA
2008,7,19,20,0,"9",NA,"Miller",NA
2008,7,19,20,0,"10",NA,"Miller",NA
2008,7,19,20,0,"11",NA,"Miller",NA
2008,7,19,20,0,"12",NA,"Miller",NA
2008,7,19,20,0,"13",NA,"Miller",NA
2008,7,19,20,0,"14",NA,"Miller",NA
2008,7,19,20,0,"15",NA,"Miller",NA
