Year,Month,Day,Hour,Minute,Second,Depth.m,Temperature.C,Dissolved.Oxygen.mg.L,pH,Specific.Conductance.uS.cm,Barometer.kPA,Unit.ID
2017,5,12,11,53,28,8,10.4,10.05,8.25,557,98.48,Poseidon YSI Pro-Plus
2017,5,12,11,53,51,9,10.3,10.17,8.26,557,98.48,Poseidon YSI Pro-Plus
2017,5,12,11,54,34,10,10.2,10.14,8.25,557,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,55,6,11,10.2,10,8.26,557,98.48,Poseidon YSI Pro-Plus
2017,5,12,11,55,39,12,9.9,9.06,8.21,559,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,56,12,13,9.7,9.37,8.19,558,98.48,Poseidon YSI Pro-Plus
2017,5,12,11,56,31,14,9.6,9.33,8.25,559,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,57,6,15,9.5,9.09,8.24,559,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,57,48,16,9.5,9.01,8.24,559,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,58,16,17,9.3,8.51,8.19,560,98.46,Poseidon YSI Pro-Plus
2017,5,12,11,58,46,18,9.1,7.91,8.13,561,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,59,10,19,9.1,7.4,8.1,562,98.47,Poseidon YSI Pro-Plus
2017,5,12,11,59,44,20,9.1,6.98,8.06,563,98.46,Poseidon YSI Pro-Plus
2017,5,23,5,23,43,0,13.1,8.02,8.11,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,24,2,1,13.1,7.91,8.16,559,97.72,Poseidon YSI Pro-Plus
2017,5,23,5,24,23,2,13.1,7.83,8.13,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,24,46,3,13.1,7.77,8.11,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,25,8,4,13.1,7.75,8.11,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,25,30,5,13.1,7.74,8.13,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,26,9,6,13.1,7.73,8.13,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,27,0,7,13.1,7.7,8.17,559,97.72,Poseidon YSI Pro-Plus
2017,5,23,5,27,22,8,13.1,7.61,8.13,559,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,27,43,9,13,7.61,8.17,560,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,28,28,10,13,7.58,8.14,560,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,28,53,11,13,7.59,8.25,560,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,29,22,12,13,7.58,8.21,560,97.73,Poseidon YSI Pro-Plus
2017,5,23,5,29,45,13,12.9,7.59,8.18,560,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,30,12,14,12.8,7.49,8.18,560,97.75,Poseidon YSI Pro-Plus
2017,5,23,5,30,36,15,12.2,6.98,8.16,562,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,31,0,16,11.4,6.29,8.01,563,97.75,Poseidon YSI Pro-Plus
2017,5,23,5,31,18,17,11,6.09,7.97,563,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,31,42,18,10.5,5.33,8,564,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,32,1,19,10.1,4.93,7.95,565,97.74,Poseidon YSI Pro-Plus
2017,5,23,5,32,18,20,9.9,4.63,7.95,565,97.73,Poseidon YSI Pro-Plus
2017,5,25,12,4,34,0,13.6,8.83,8.09,560,97.48,Poseidon YSI Pro-Plus
2017,5,25,12,5,20,1,13.5,8.81,8.12,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,6,33,2,13.3,8.74,8.18,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,7,12,3,13.2,8.73,8.19,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,7,45,4,13.2,8.72,8.2,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,8,15,5,13.2,8.71,8.21,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,8,49,6,13.2,8.66,8.22,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,9,20,7,13.1,8.67,8.23,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,10,4,8,13.1,8.63,8.24,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,10,40,9,13.1,8.56,8.25,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,11,14,10,13.1,8.57,8.24,560,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,11,50,11,13.1,8.55,8.25,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,12,30,12,13,8.49,8.26,560,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,13,13,13,12.6,8.13,8.23,561,97.47,Poseidon YSI Pro-Plus
2017,5,25,12,14,37,14,12.2,7.43,8.15,562,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,15,57,15,11.8,7.3,8.14,562,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,16,46,16,11.7,7.15,8.16,562,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,17,43,17,11.3,6.75,8.1,563,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,19,2,18,11.1,6.66,8.12,563,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,19,55,19,10.9,6.45,8.07,564,97.46,Poseidon YSI Pro-Plus
2017,5,25,12,20,51,20,10.9,6.3,7.98,564,97.46,Poseidon YSI Pro-Plus
2017,6,2,12,52,20,0,21,8.89,8.28,570,98.67,Poseidon YSI Pro-Plus
2017,6,2,12,53,14,1,17.3,9.33,8.3,564,98.68,Poseidon YSI Pro-Plus
2017,6,2,12,54,10,2,16.5,9.23,8.28,562,98.67,Poseidon YSI Pro-Plus
2017,6,2,12,54,56,3,16,8.63,8.24,563,98.66,Poseidon YSI Pro-Plus
2017,6,2,12,55,47,4,15.7,8.38,8.21,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,12,57,29,5,15.5,8.33,8.24,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,12,58,37,6,15.1,8.08,8.22,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,12,59,18,7,14.9,8.19,8.24,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,12,59,58,8,14.8,7.97,8.23,563,98.66,Poseidon YSI Pro-Plus
2017,6,2,13,0,39,9,14.6,7.84,8.21,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,1,19,10,14.1,7.47,8.2,563,98.66,Poseidon YSI Pro-Plus
2017,6,2,13,3,2,11,13.7,7.08,8.18,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,3,57,12,13.4,7.11,8.17,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,4,51,13,13.2,6.9,8.15,563,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,5,46,14,12.7,6.16,8.12,564,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,7,10,15,12.4,5.7,8.07,564,98.68,Poseidon YSI Pro-Plus
2017,6,2,13,7,53,16,12.1,5.31,8.07,565,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,8,40,17,11.6,4.59,7.99,566,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,9,28,18,11,3.65,7.9,567,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,10,25,19,10.5,2.53,7.8,569,98.67,Poseidon YSI Pro-Plus
2017,6,2,13,11,11,20,10.5,2.4,7.77,569,98.68,Poseidon YSI Pro-Plus
2017,6,7,14,0,44,0,23.2,12.66,8.64,562,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,1,42,1,19.9,11.96,8.52,562,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,2,23,2,19.1,11.95,8.49,562,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,3,2,3,18.7,11.25,8.44,563,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,3,44,4,18.7,10.96,8.44,562,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,4,25,5,18.1,10.75,8.43,562,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,5,7,6,17.6,10.36,8.38,563,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,5,57,7,16.1,8.87,8.23,564,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,6,39,8,15.3,8.58,8.21,563,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,7,23,9,14.7,8.2,8.18,564,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,8,14,10,14.2,7.67,8.15,564,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,9,26,11,14,7.47,8.15,564,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,10,32,12,13.7,7.07,8.12,565,98.93,Poseidon YSI Pro-Plus
2017,6,7,14,11,28,13,13.1,6.58,8.08,565,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,12,36,14,12.7,5.06,7.95,566,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,13,43,15,12.4,4.89,7.95,567,98.91,Poseidon YSI Pro-Plus
2017,6,7,14,14,53,16,11.4,2.98,7.81,568,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,15,57,17,11.2,2.72,7.77,569,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,16,55,18,11.1,2.16,7.76,569,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,17,55,19,10.6,0.54,7.66,571,98.92,Poseidon YSI Pro-Plus
2017,6,7,14,18,55,20,10.5,0.31,7.6,571,98.92,Poseidon YSI Pro-Plus
2017,6,9,12,58,35,0,22.6,11.45,8.59,564,97.9,Poseidon YSI Pro-Plus
2017,6,9,12,59,8,1,20.7,12.37,8.57,559,97.9,Poseidon YSI Pro-Plus
2017,6,9,12,59,40,2,20.3,12.35,8.57,558,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,0,23,3,20.2,11.7,8.55,560,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,1,6,4,19.8,11.35,8.53,560,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,2,2,5,19.8,11.3,8.54,560,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,2,30,6,17.7,10.06,8.43,560,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,3,21,7,15.2,7.56,8.15,564,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,6,17,8,14.3,6.64,8.07,564,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,6,41,9,14.2,6.42,8.05,565,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,7,11,10,14,6.49,8.06,565,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,8,10,11,13.8,6.3,8.07,565,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,8,46,12,13.6,6.01,8.04,565,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,9,14,13,13.3,5.79,8.02,565,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,9,40,14,13.1,5.51,8.01,566,97.89,Poseidon YSI Pro-Plus
2017,6,9,13,10,25,15,12.4,4.57,7.93,566,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,10,54,16,11.9,3.96,7.9,567,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,11,46,17,11.8,3.39,7.84,567,97.87,Poseidon YSI Pro-Plus
2017,6,9,13,12,3,18,11.4,2.7,7.78,568,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,13,6,19,11,1.5,7.7,570,97.88,Poseidon YSI Pro-Plus
2017,6,9,13,13,50,20,10.8,0.89,7.66,571,97.89,Poseidon YSI Pro-Plus
2017,6,13,13,42,20,0,23.6,11.61,8.89,553,98.41,Poseidon YSI Pro-Plus
2017,6,13,13,43,12,1,22.4,10.33,8.8,555,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,43,49,2,21.6,9.36,8.67,559,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,44,46,3,21.4,9.32,8.64,557,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,45,33,4,21.1,9.12,8.6,560,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,46,18,5,19.6,8.25,8.48,564,98.41,Poseidon YSI Pro-Plus
2017,6,13,13,47,5,6,19,8.27,8.45,565,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,47,57,7,17.6,7.82,8.34,566,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,48,46,8,15.9,6.79,8.19,566,98.42,Poseidon YSI Pro-Plus
2017,6,13,13,49,30,9,15.6,6.54,8.17,566,98.41,Poseidon YSI Pro-Plus
2017,6,13,13,50,17,10,14.6,6,8.12,566,98.41,Poseidon YSI Pro-Plus
2017,6,13,13,51,1,11,14.5,5.86,8.11,566,98.4,Poseidon YSI Pro-Plus
2017,6,13,13,51,58,12,14.5,5.79,8.11,566,98.4,Poseidon YSI Pro-Plus
2017,6,13,13,52,50,13,14.4,5.71,8.1,566,98.39,Poseidon YSI Pro-Plus
2017,6,13,13,53,46,14,14.1,5.56,8.06,566,98.4,Poseidon YSI Pro-Plus
2017,6,13,13,54,27,15,14,5.29,8.05,566,98.4,Poseidon YSI Pro-Plus
2017,6,13,13,55,16,16,13.4,4.97,8.05,566,98.39,Poseidon YSI Pro-Plus
2017,6,13,13,56,23,17,12.2,2.91,7.9,568,98.39,Poseidon YSI Pro-Plus
2017,6,13,13,57,19,18,11.4,1.45,7.69,570,98.39,Poseidon YSI Pro-Plus
2017,6,13,13,58,12,19,11.1,0.55,7.7,571,98.39,Poseidon YSI Pro-Plus
2017,6,13,13,59,6,20,10.8,0.23,7.67,572,98.39,Poseidon YSI Pro-Plus
2017,6,16,12,14,56,0,25.6,11.97,8.92,543,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,15,53,1,24.8,11.9,8.9,539,97.76,Poseidon YSI Pro-Plus
2017,6,16,12,16,34,2,23.2,12.26,8.82,554,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,17,20,3,22.9,11.38,8.76,556,97.76,Poseidon YSI Pro-Plus
2017,6,16,12,18,4,4,22.8,10.49,8.71,557,97.76,Poseidon YSI Pro-Plus
2017,6,16,12,18,44,5,22.7,10.51,8.7,557,97.76,Poseidon YSI Pro-Plus
2017,6,16,12,19,17,6,22.6,10.75,8.74,557,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,19,50,7,22.6,10.74,8.73,557,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,20,40,8,21.1,9.77,8.61,560,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,21,30,9,18.4,8.21,8.4,565,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,22,11,10,16.7,7.53,8.25,567,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,23,13,11,14.9,6.25,8.02,567,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,23,58,12,14,5.19,7.97,567,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,24,47,13,13.8,5.14,7.96,567,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,25,20,14,13.6,5.01,7.97,567,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,26,10,15,12.9,3.93,7.88,568,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,27,7,16,12.5,2.94,7.76,569,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,27,50,17,12.4,2.91,7.7,569,97.77,Poseidon YSI Pro-Plus
2017,6,16,12,28,34,18,12.3,2.65,7.83,569,97.78,Poseidon YSI Pro-Plus
2017,6,16,12,29,33,19,12.1,2.26,7.83,569,97.76,Poseidon YSI Pro-Plus
2017,6,16,12,30,19,20,11.8,1.37,7.6,571,97.77,Poseidon YSI Pro-Plus
2017,6,17,12,6,38,0,23.9,10.66,8.8,40.6,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,8,13,1,23.6,11,8.82,551,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,9,15,2,23.4,10.68,8.82,551,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,10,38,3,23.2,10.13,8.79,553,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,12,1,4,23.1,9.35,8.76,554,97.26,Poseidon YSI Pro-Plus
2017,6,17,12,14,9,5,23,9.33,8.77,554,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,15,54,6,22.5,9.24,8.76,554,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,17,34,7,19.5,7.88,8.49,564,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,19,4,8,17.8,7.18,8.34,566,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,20,10,9,16.6,6.55,8.21,568,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,21,31,10,15.5,5.82,8.09,567,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,22,40,11,14.9,5.51,8.03,567,97.29,Poseidon YSI Pro-Plus
2017,6,17,12,24,10,12,13.7,4.5,7.95,567,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,25,19,13,13.5,4.12,7.91,568,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,26,14,14,13.4,3.9,7.9,568,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,27,34,15,13.1,3.5,7.89,568,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,30,20,16,12.6,2.66,7.81,569,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,30,52,17,12.4,2.3,7.71,569,97.27,Poseidon YSI Pro-Plus
2017,6,17,12,31,46,18,12,2.09,7.84,569,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,33,46,19,11.6,1.16,7.88,570,97.28,Poseidon YSI Pro-Plus
2017,6,17,12,37,24,20,11.1,0.26,7.69,572,97.28,Poseidon YSI Pro-Plus
2017,6,18,12,19,57,0,23.1,8.72,8.54,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,20,34,1,23,8.75,8.6,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,21,9,2,23.1,8.69,8.62,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,21,49,3,23,8.73,8.67,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,22,37,4,23,8.67,8.68,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,23,25,5,23,8.64,8.7,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,23,56,6,23,8.6,8.73,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,24,32,7,23,8.59,8.64,554,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,25,4,8,23,8.56,8.6,554,97.32,Poseidon YSI Pro-Plus
2017,6,18,12,25,52,9,22.4,8.63,8.69,547,97.3,Poseidon YSI Pro-Plus
2017,6,18,12,26,13,10,19.3,7.08,8.51,566,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,27,14,11,17.8,6.69,8.25,567,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,27,56,12,16.2,5.87,8.08,567,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,28,39,13,15.5,5.45,8.03,567,97.31,Poseidon YSI Pro-Plus
2017,6,18,12,29,29,14,14.4,4.74,7.91,567,97.32,Poseidon YSI Pro-Plus
2017,6,18,12,30,11,15,13.6,3.91,7.81,567,97.32,Poseidon YSI Pro-Plus
2017,6,18,12,32,2,16,12.3,2.06,7.73,569,97.32,Poseidon YSI Pro-Plus
2017,6,18,12,33,1,17,11.9,1.38,7.68,570,97.33,Poseidon YSI Pro-Plus
2017,6,18,12,33,49,18,11.7,0.97,7.67,571,97.32,Poseidon YSI Pro-Plus
2017,6,18,12,34,22,19,11.3,0.38,7.61,572,97.33,Poseidon YSI Pro-Plus
2017,6,18,12,35,3,20,11.3,0.23,7.5,572,97.31,Poseidon YSI Pro-Plus
2017,6,20,13,40,43,0,22.4,7.16,8.78,317.7,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,41,28,1,22.5,7.1,8.8,559,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,42,0,2,22.5,7.04,8.8,560,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,42,32,3,22.4,6.96,8.8,560,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,43,5,4,22.4,6.97,8.8,560,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,43,34,5,22.4,6.95,8.8,560,98.29,Poseidon YSI Pro-Plus
2017,6,20,13,44,5,6,22.4,6.96,8.79,560,98.29,Poseidon YSI Pro-Plus
2017,6,20,13,44,34,7,22.3,6.98,8.8,560,98.3,Poseidon YSI Pro-Plus
2017,6,20,13,45,4,8,22.1,7.07,8.8,558,98.29,Poseidon YSI Pro-Plus
2017,6,20,13,45,49,9,17.2,6.43,8.42,568,98.3,Poseidon YSI Pro-Plus
2017,6,20,13,46,31,10,15.4,5.51,8.23,567,98.29,Poseidon YSI Pro-Plus
2017,6,20,13,47,19,11,14.8,4.73,8,568,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,47,50,12,14.6,4.51,7.96,568,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,48,36,13,13.9,3.96,7.87,569,98.27,Poseidon YSI Pro-Plus
2017,6,20,13,49,12,14,13.7,3.87,7.85,569,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,50,11,15,12.9,2.65,7.76,569,98.27,Poseidon YSI Pro-Plus
2017,6,20,13,51,4,16,12.3,1.9,7.72,570,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,51,51,17,12.2,1.62,7.7,570,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,52,25,18,11.8,1.09,7.65,571,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,53,13,19,11.4,0.26,7.62,572,98.28,Poseidon YSI Pro-Plus
2017,6,20,13,53,49,20,11.2,0.24,7.62,573,98.29,Poseidon YSI Pro-Plus
2017,6,24,13,11,48,0,22,7.98,8.65,554,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,12,33,1,22,8.09,8.71,554,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,13,14,2,22,8.12,8.74,554,98.46,Poseidon YSI Pro-Plus
2017,6,24,13,13,50,3,22,8.09,8.76,554,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,14,30,4,22,8.08,8.77,554,98.48,Poseidon YSI Pro-Plus
2017,6,24,13,15,8,5,22,8.06,8.78,554,98.48,Poseidon YSI Pro-Plus
2017,6,24,13,15,49,6,22,8.04,8.78,555,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,16,36,7,22,8.03,8.79,555,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,17,35,8,22,7.98,8.79,555,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,18,8,9,21.9,8.01,8.79,555,98.46,Poseidon YSI Pro-Plus
2017,6,24,13,18,49,10,21.9,8,8.79,555,98.46,Poseidon YSI Pro-Plus
2017,6,24,13,19,46,11,15.6,4.54,8.25,567,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,20,37,12,14.6,3.93,8.1,568,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,21,36,13,14.2,3.39,7.95,570,98.46,Poseidon YSI Pro-Plus
2017,6,24,13,22,29,14,14.3,3.84,7.95,568,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,23,33,15,12.9,2.07,7.82,570,98.46,Poseidon YSI Pro-Plus
2017,6,24,13,24,10,16,12.9,2.14,7.8,570,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,27,24,17,12.3,1.01,7.72,569,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,31,46,18,11.7,0.43,7.86,573,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,32,35,19,11.6,0.28,7.82,573,98.47,Poseidon YSI Pro-Plus
2017,6,24,13,33,11,20,11.5,0.26,7.81,573,98.46,Poseidon YSI Pro-Plus
2017,6,27,12,33,8,0,20.9,9.78,8.5,554,98.82,Poseidon YSI Pro-Plus
2017,6,27,12,34,6,1,20.8,9.79,8.5,554,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,35,0,2,20.7,9.87,8.51,553,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,36,5,3,20.6,9.86,8.52,553,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,37,11,4,20.6,9.77,8.52,554,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,38,10,5,20.5,9.63,8.5,554,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,39,6,6,20.4,9.42,8.51,554,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,40,9,7,20.4,9.08,8.48,555,98.82,Poseidon YSI Pro-Plus
2017,6,27,12,41,18,8,20.3,9.1,8.49,555,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,43,38,9,20.3,9.05,8.49,555,98.8,Poseidon YSI Pro-Plus
2017,6,27,12,43,59,10,20.3,8.98,8.51,555,98.8,Poseidon YSI Pro-Plus
2017,6,27,12,45,50,11,16.4,4.37,7.91,568,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,46,48,12,14.8,3.45,7.76,570,98.81,Poseidon YSI Pro-Plus
2017,6,27,12,47,57,13,13.9,2.55,7.61,570,98.8,Poseidon YSI Pro-Plus
2017,6,27,12,49,19,14,13.3,1.88,7.55,571,98.8,Poseidon YSI Pro-Plus
2017,6,27,12,50,26,15,13.2,2.11,7.54,570,98.79,Poseidon YSI Pro-Plus
2017,6,27,12,51,33,16,12.5,0.93,7.46,571,98.79,Poseidon YSI Pro-Plus
2017,6,27,12,52,39,17,12.3,0.57,7.48,572,98.79,Poseidon YSI Pro-Plus
2017,6,27,12,53,46,18,11.9,0.27,7.41,574,98.78,Poseidon YSI Pro-Plus
2017,6,27,12,54,57,19,11.8,0.29,7.36,574,98.78,Poseidon YSI Pro-Plus
2017,6,27,12,57,9,20,11.8,0.26,7.44,573,98.79,Poseidon YSI Pro-Plus
2017,7,11,11,56,58,0,27.3,11.91,8.83,509,98.02,Poseidon YSI Pro-Plus
2017,7,11,11,57,50,1,25.7,13.51,8.91,506,98.03,Poseidon YSI Pro-Plus
2017,7,11,11,58,45,2,24.9,13.39,8.87,506,98.03,Poseidon YSI Pro-Plus
2017,7,11,11,59,34,3,24.3,12.63,8.79,508,98.03,Poseidon YSI Pro-Plus
2017,7,11,12,0,27,4,23.9,11.09,8.68,512,98.03,Poseidon YSI Pro-Plus
2017,7,11,12,1,27,5,23.6,10.72,8.62,516,98.03,Poseidon YSI Pro-Plus
2017,7,11,12,2,53,6,23,8.88,8.52,525,98.03,Poseidon YSI Pro-Plus
2017,7,11,12,3,58,7,21.6,6.62,8.31,547,98.04,Poseidon YSI Pro-Plus
2017,7,11,12,5,22,8,20.3,4.76,8.1,560,98.04,Poseidon YSI Pro-Plus
2017,7,11,12,6,35,9,19,3.21,7.9,565,98.04,Poseidon YSI Pro-Plus
2017,7,11,12,7,34,10,18.7,2.8,7.77,566,98.05,Poseidon YSI Pro-Plus
2017,7,11,12,8,47,11,18.2,2.19,7.76,567,98.05,Poseidon YSI Pro-Plus
2017,7,11,12,9,47,12,14.6,0.27,7.53,571,98.05,Poseidon YSI Pro-Plus
2017,7,11,12,10,43,13,13.9,0.26,7.47,571,98.06,Poseidon YSI Pro-Plus
2017,7,11,12,11,39,14,13.3,0.27,7.45,573,98.06,Poseidon YSI Pro-Plus
2017,7,11,12,13,5,15,13,0.28,7.44,573,98.05,Poseidon YSI Pro-Plus
2017,7,11,12,13,58,16,12.6,0.3,7.44,573,98.04,Poseidon YSI Pro-Plus
2017,7,11,12,14,42,17,12.2,0.32,7.42,575,98.04,Poseidon YSI Pro-Plus
2017,7,11,12,15,16,18,11.9,0.32,7.43,576,98.05,Poseidon YSI Pro-Plus
2017,7,11,12,15,51,19,11.8,0.32,7.39,577,98.05,Poseidon YSI Pro-Plus
