Year,Month,Day,Hour,Minute,Second,Depth.m,Temperature.C,Dissolved.Oxygen.mg.L,pH,Specific.Conductance.uS.cm,Barometer.kPA,Unit.ID
2014,5,30,17,24,0,0,22,10.3,8.83,523,98.95,Poseidon YSI Pro-Plus
2014,5,30,17,24,0,1,21.8,10.6,8.85,521,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,25,0,2,20,10.9,8.87,521,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,25,0,3,19.1,10.9,8.85,523,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,26,0,4,17.7,11,8.8,523,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,27,0,5,14.5,9.2,8.54,535,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,28,0,6,12.7,8.5,8.33,541,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,28,0,7,12,8.6,8.31,542,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,29,0,8,11.8,8.4,8.27,542,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,29,0,9,11.4,8.8,8.3,542,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,30,0,10,10.5,8.9,8.25,543,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,31,0,11,10.3,8.8,8.25,543,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,32,0,12,9.9,8.8,8.19,543,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,32,0,13,9.7,8.7,8.14,544,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,33,0,14,9.7,8.5,8.12,543,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,33,0,15,9.4,7.9,8.07,546,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,34,0,16,9.2,7.8,8.05,546,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,34,0,17,9,7.6,7.96,546,98.93,Poseidon YSI Pro-Plus
2014,5,30,17,35,0,18,8.7,6.5,7.87,548,98.94,Poseidon YSI Pro-Plus
2014,5,30,17,36,0,20,8.7,6.1,7.84,549,98.93,Poseidon YSI Pro-Plus
2014,6,8,16,36,0,0,21.2,10.1,8.8,497,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,37,0,1,21.2,10.2,8.8,496.9,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,37,0,2,20.8,10.2,8.79,497.1,98.61,Poseidon YSI Pro-Plus
2014,6,8,16,37,0,3,20.7,10,8.78,497.5,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,38,0,4,20.4,9.7,8.76,497.8,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,38,0,5,18,8.3,8.57,505,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,39,0,6,15.3,7.8,8.38,511,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,39,0,7,14,8,8.33,513,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,40,0,8,13.3,7.9,8.28,515,98.63,Poseidon YSI Pro-Plus
2014,6,8,16,41,0,9,11.8,8.3,8.22,517,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,41,0,10,11,8,8.16,519,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,42,0,11,10.5,7.4,8.08,520,98.63,Poseidon YSI Pro-Plus
2014,6,8,16,42,0,12,10.1,7.6,8.09,520,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,43,0,13,9.9,7.2,8.01,521,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,43,0,14,9.7,7.2,7.98,521,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,44,0,15,9.5,6.8,7.94,521,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,45,0,16,9.3,6.1,7.85,522,98.62,Poseidon YSI Pro-Plus
2014,6,8,16,46,0,17,9.1,5.4,7.78,523,98.61,Poseidon YSI Pro-Plus
2014,6,8,16,46,0,18,8.9,4.3,7.71,525,98.63,Poseidon YSI Pro-Plus
2014,6,8,16,47,0,19,8.9,3.9,7.67,525,98.63,Poseidon YSI Pro-Plus
2014,6,8,16,47,0,20,8.9,3.7,7.65,526,98.62,Poseidon YSI Pro-Plus
2014,6,10,17,0,0,20,20.6,11,8.79,564,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,2,0,0,20.6,11,8.8,564,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,2,0,1,20.6,11.1,8.8,564,98.23,Poseidon YSI Pro-Plus
2014,6,10,17,2,0,2,20.6,11,8.8,564,98.23,Poseidon YSI Pro-Plus
2014,6,10,17,3,0,3,20.6,11,8.8,564,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,4,0,4,20.6,10.8,8.8,564,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,5,0,5,20.4,10.4,8.75,566,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,6,0,6,17.3,7.8,8.42,577,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,6,0,7,14.8,7.4,8.26,583,98.23,Poseidon YSI Pro-Plus
2014,6,10,17,7,0,8,13.1,7.4,8.16,587,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,9,0,9,12.6,7.3,8.11,588,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,9,0,10,11.6,7.7,8.09,590,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,10,0,11,11.1,7.9,8.09,590,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,10,0,12,10.6,7.5,8.01,592,98.23,Poseidon YSI Pro-Plus
2014,6,10,17,11,0,13,10.4,7.6,8.01,592,98.22,Poseidon YSI Pro-Plus
2014,6,10,17,11,0,14,10.1,7.6,7.96,592,98.23,Poseidon YSI Pro-Plus
2014,6,10,17,12,0,15,10,7.1,7.93,593,98.22,Poseidon YSI Pro-Plus
2014,6,16,15,13,0,20,9,2.7,7.66,530,98.44,Poseidon YSI Pro-Plus
2014,6,16,15,14,0,19,9,2.7,7.67,530,98.43,Poseidon YSI Pro-Plus
2014,6,16,15,15,0,18,9.1,3.9,7.73,528,98.44,Poseidon YSI Pro-Plus
2014,6,16,15,16,0,17,9.4,5.7,7.79,526,98.42,Poseidon YSI Pro-Plus
2014,6,16,15,16,0,16,9.8,6.5,7.88,525,98.43,Poseidon YSI Pro-Plus
2014,6,16,15,17,0,15,9.9,6.7,7.9,525,98.44,Poseidon YSI Pro-Plus
2014,6,16,15,18,0,14,10.2,6.7,7.94,525,98.42,Poseidon YSI Pro-Plus
2014,6,16,15,19,0,13,10.6,7.2,8,524,98.41,Poseidon YSI Pro-Plus
2014,6,16,15,20,0,12,10.7,7.6,8.05,524,98.42,Poseidon YSI Pro-Plus
2014,6,16,15,20,0,11,11,7.6,8.05,523,98.42,Poseidon YSI Pro-Plus
2014,6,16,15,21,0,10,11.8,7.5,8.1,522,98.41,Poseidon YSI Pro-Plus
2014,6,16,15,21,0,9,13.2,7.6,8.21,520,98.41,Poseidon YSI Pro-Plus
2014,6,16,15,22,0,8,15.7,8.7,8.48,514,98.41,Poseidon YSI Pro-Plus
2014,6,16,15,22,0,7,17.3,9.5,8.66,509,98.4,Poseidon YSI Pro-Plus
2014,6,16,15,23,0,6,19,10.6,8.84,503,98.4,Poseidon YSI Pro-Plus
2014,6,16,15,24,0,5,19.4,10.9,8.89,501,98.4,Poseidon YSI Pro-Plus
2014,6,16,15,24,0,4,19.7,11,8.92,499.2,98.4,Poseidon YSI Pro-Plus
2014,6,16,15,24,0,3,19.7,11.3,8.94,498.9,98.41,Poseidon YSI Pro-Plus
2014,6,16,15,25,0,2,20.6,12.7,9.02,496.5,98.41,Poseidon YSI Pro-Plus
2014,6,16,15,25,0,1,21.1,13.7,9.06,495.7,98.4,Poseidon YSI Pro-Plus
2014,6,16,15,26,0,0,21.2,13.9,9.06,495.4,98.4,Poseidon YSI Pro-Plus
2014,6,17,14,40,0,0,24.5,12.2,9.1,494.7,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,41,0,1,21.9,13.7,9.15,490.6,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,41,0,2,20.6,11.5,9.05,494.3,98.09,Poseidon YSI Pro-Plus
2014,6,17,14,42,0,3,20.4,10.9,9.01,495.5,98.09,Poseidon YSI Pro-Plus
2014,6,17,14,42,0,4,20.3,10.7,9,495.8,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,43,0,5,20,9.7,8.94,498.6,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,43,0,6,19.4,9.4,8.89,500,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,44,0,7,19.3,9.3,8.88,501,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,44,0,8,18.2,8.9,8.77,506,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,45,0,9,14.2,7.3,8.34,518,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,46,0,10,12,6.8,8.13,522,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,46,0,11,11.1,6.8,8.07,524,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,47,0,12,10.4,6.4,7.99,525,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,47,0,13,10.1,6.4,7.97,525,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,48,0,14,9.9,6,7.93,526,98.1,Poseidon YSI Pro-Plus
2014,6,17,14,48,0,15,9.6,5.4,7.88,526,98.09,Poseidon YSI Pro-Plus
2014,6,18,11,57,0,20,9.1,3.3,7.67,528,98.21,Poseidon YSI Pro-Plus
2014,6,18,11,57,0,19,9.2,3.4,7.68,528,98.2,Poseidon YSI Pro-Plus
2014,6,18,11,58,0,18,9.2,3.3,7.7,528,98.2,Poseidon YSI Pro-Plus
2014,6,18,11,59,0,17,9.3,4,7.7,528,98.2,Poseidon YSI Pro-Plus
2014,6,18,12,0,0,16,9.4,4.5,7.76,527,98.2,Poseidon YSI Pro-Plus
2014,6,18,12,0,0,15,9.5,4.8,7.8,526,98.2,Poseidon YSI Pro-Plus
2014,6,18,12,1,0,14,9.8,6,7.86,524,98.2,Poseidon YSI Pro-Plus
2014,6,18,12,2,0,13,9.9,6.2,7.92,524,98.21,Poseidon YSI Pro-Plus
2014,6,18,12,2,0,12,10.1,6.3,7.95,524,98.2,Poseidon YSI Pro-Plus
2014,6,18,12,3,0,11,10.2,6.4,7.96,524,98.21,Poseidon YSI Pro-Plus
2014,6,18,12,3,0,10,10.6,6.7,7.99,523,98.22,Poseidon YSI Pro-Plus
2014,6,18,12,4,0,9,11.3,6.5,8.03,523,98.22,Poseidon YSI Pro-Plus
2014,6,18,12,4,0,8,12.1,6.7,8.1,521,98.23,Poseidon YSI Pro-Plus
2014,6,18,12,5,0,7,20.1,9.5,8.91,497.2,98.23,Poseidon YSI Pro-Plus
2014,6,18,12,6,0,6,20.3,9.8,8.94,496.4,98.22,Poseidon YSI Pro-Plus
2014,6,18,12,6,0,5,20.5,10,8.96,495.9,98.23,Poseidon YSI Pro-Plus
2014,6,18,12,7,0,4,20.5,10.1,8.97,495.8,98.23,Poseidon YSI Pro-Plus
2014,6,18,12,7,0,3,20.6,10.1,8.97,495.7,98.22,Poseidon YSI Pro-Plus
2014,6,18,12,8,0,2,20.6,10.1,8.98,495.5,98.23,Poseidon YSI Pro-Plus
2014,6,18,12,8,0,1,20.6,10.3,8.98,495.4,98.23,Poseidon YSI Pro-Plus
2014,6,18,12,10,0,0,20.6,10.2,8.98,473.1,98.24,Poseidon YSI Pro-Plus
2014,6,19,14,32,0,20,9.2,3.3,7.52,529,98.77,Poseidon YSI Pro-Plus
2014,6,19,14,32,0,19,9.2,3.2,7.52,529,98.77,Poseidon YSI Pro-Plus
2014,6,19,14,33,0,18,9.3,3.6,7.57,529,98.77,Poseidon YSI Pro-Plus
2014,6,19,14,34,0,17,9.3,4,7.57,528,98.77,Poseidon YSI Pro-Plus
2014,6,19,14,34,0,16,9.5,4.7,7.63,527,98.77,Poseidon YSI Pro-Plus
2014,6,19,14,35,0,15,9.9,4.6,7.64,527,98.76,Poseidon YSI Pro-Plus
2014,6,19,14,37,0,14,10.3,5.9,7.79,525,98.76,Poseidon YSI Pro-Plus
2014,6,19,14,40,0,13,11.2,6.3,7.87,524,98.75,Poseidon YSI Pro-Plus
2014,6,19,14,40,0,12,11.6,6.5,7.93,523,98.75,Poseidon YSI Pro-Plus
2014,6,19,14,41,0,11,12.2,6.5,7.97,522,98.75,Poseidon YSI Pro-Plus
2014,6,19,14,42,0,10,13.8,6.9,8.18,520,98.75,Poseidon YSI Pro-Plus
2014,6,19,14,42,0,9,15.3,7.2,8.33,516,98.75,Poseidon YSI Pro-Plus
2014,6,19,14,42,0,8,16.6,7.4,8.46,513,98.74,Poseidon YSI Pro-Plus
2014,6,19,14,43,0,7,19.6,9,8.76,501,98.74,Poseidon YSI Pro-Plus
2014,6,19,14,43,0,6,20.3,9.8,8.83,494.7,98.74,Poseidon YSI Pro-Plus
2014,6,19,14,44,0,5,20.4,10,8.85,494,98.73,Poseidon YSI Pro-Plus
2014,6,19,14,45,0,4,20.6,10.1,8.87,493.9,98.74,Poseidon YSI Pro-Plus
2014,6,19,14,45,0,3,20.6,10.3,8.88,494,98.74,Poseidon YSI Pro-Plus
2014,6,19,14,46,0,2,20.6,10.3,8.89,493.9,98.73,Poseidon YSI Pro-Plus
2014,6,19,14,46,0,1,20.7,10.3,8.88,493.9,98.74,Poseidon YSI Pro-Plus
2014,6,19,14,47,0,0,20.7,10.3,8.88,493.9,98.74,Poseidon YSI Pro-Plus
2014,6,24,15,11,0,20,9.1,0.1,7.41,572,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,12,0,19,9.1,0.3,7.47,571,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,12,0,18,9.2,1.3,7.48,570,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,13,0,17,9.3,1.9,7.49,569,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,13,0,16,9.4,2.5,7.53,568,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,14,0,15,9.5,2.7,7.57,568,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,14,0,14,9.7,3.1,7.6,567,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,15,0,13,10.1,3.6,7.65,566,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,16,0,12,11.1,4.2,7.77,565,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,16,0,11,12.8,4.9,7.92,562,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,17,0,10,13.3,5,7.97,561,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,18,0,9,15.3,5.6,8.23,556,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,18,0,8,17.9,6.1,8.5,549,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,19,0,7,20.4,7,8.71,536,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,20,0,6,20.7,7.4,8.74,535,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,21,0,5,21.4,7.9,8.76,531,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,21,0,4,22.8,11.2,8.88,515,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,22,0,3,23.6,11.6,8.91,514,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,23,0,2,24.2,11.1,8.9,516,98.12,Poseidon YSI Pro-Plus
2014,6,24,15,23,0,1,25.3,10.2,8.89,520,98.11,Poseidon YSI Pro-Plus
2014,6,24,15,23,0,0,25.4,10.3,8.89,520,98.12,Poseidon YSI Pro-Plus
2014,6,26,15,23,0,20,9.1,0.1,7.47,572,98.62,Poseidon YSI Pro-Plus
2014,6,26,15,24,0,19,9.2,0.4,7.47,571,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,24,0,18,9.2,0.8,7.48,570,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,25,0,17,9.3,1.8,7.53,569,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,26,0,16,9.5,2.5,7.53,568,98.62,Poseidon YSI Pro-Plus
2014,6,26,15,27,0,15,9.7,3.8,7.61,566,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,28,0,14,9.9,4.1,7.67,566,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,29,0,13,10.5,4.1,7.68,565,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,30,0,12,11.3,4.2,7.75,565,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,30,0,11,12.4,4.7,7.84,563,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,31,0,10,13.8,5.2,8.01,560,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,32,0,9,15.8,5.7,8.26,555,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,33,0,8,18.5,6.3,8.54,547,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,33,0,7,19.4,6.3,8.6,543,98.6,Poseidon YSI Pro-Plus
2014,6,26,15,34,0,6,20.2,6.5,8.64,538,98.6,Poseidon YSI Pro-Plus
2014,6,26,15,35,0,5,22.1,8.8,8.73,525,98.6,Poseidon YSI Pro-Plus
2014,6,26,15,35,0,4,23.1,10.3,8.81,518,98.6,Poseidon YSI Pro-Plus
2014,6,26,15,36,0,3,23.6,11.4,8.86,514,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,36,0,2,24,11.1,8.84,516,98.61,Poseidon YSI Pro-Plus
2014,6,26,15,37,0,1,25,10.4,8.82,520,98.6,Poseidon YSI Pro-Plus
2014,6,26,15,37,0,0,25.5,10.2,8.81,523,98.6,Poseidon YSI Pro-Plus
2014,6,30,14,0,0,20,9.2,0.1,7.47,536,97.47,Poseidon YSI Pro-Plus
2014,6,30,14,1,0,19,9.3,0.1,7.49,535,97.46,Poseidon YSI Pro-Plus
2014,6,30,14,2,0,18,9.5,1,7.53,532,97.46,Poseidon YSI Pro-Plus
2014,6,30,14,3,0,17,9.6,1.6,7.56,531,97.46,Poseidon YSI Pro-Plus
2014,6,30,14,3,0,16,9.9,2.6,7.62,530,97.47,Poseidon YSI Pro-Plus
2014,6,30,14,4,0,15,10.2,3.1,7.66,530,97.48,Poseidon YSI Pro-Plus
2014,6,30,14,5,0,14,10.6,3.2,7.68,529,97.49,Poseidon YSI Pro-Plus
2014,6,30,14,6,0,13,11.3,3.5,7.75,528,97.49,Poseidon YSI Pro-Plus
2014,6,30,14,6,0,12,12,3.7,7.78,528,97.48,Poseidon YSI Pro-Plus
2014,6,30,14,7,0,11,13.3,4.3,7.91,525,97.49,Poseidon YSI Pro-Plus
2014,6,30,14,8,0,10,15.6,4.4,8.16,522,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,9,0,9,16.9,5,8.35,517,97.49,Poseidon YSI Pro-Plus
2014,6,30,14,10,0,8,18,4.8,8.41,514,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,11,0,7,24,8.7,8.81,483.6,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,11,0,6,24,8.9,8.83,483.7,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,13,0,5,24,9.1,8.84,483.5,97.49,Poseidon YSI Pro-Plus
2014,6,30,14,14,0,4,24.1,9.1,8.86,483.3,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,15,0,3,24.1,9.2,8.86,483.1,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,16,0,2,24.2,9.3,8.88,483,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,17,0,1,24.3,9.2,8.87,483.2,97.5,Poseidon YSI Pro-Plus
2014,6,30,14,17,0,0,24.6,9.1,8.86,484.3,97.5,Poseidon YSI Pro-Plus
2014,7,4,9,21,0,20,9.2,0.1,7.51,625,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,22,0,19,9.2,0.1,7.48,625,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,22,0,18,9.2,0.1,7.45,624,99.54,Poseidon YSI Pro-Plus
2014,7,4,9,23,0,17,9.4,0.1,7.46,623,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,23,0,16,9.5,0,7.49,622,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,26,0,15,9.6,0.4,7.5,620,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,27,0,14,10.2,1.7,7.58,617,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,28,0,13,10.6,1.9,7.63,616,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,28,0,12,11,2.1,7.64,616,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,29,0,11,12.3,2.2,7.71,615,99.54,Poseidon YSI Pro-Plus
2014,7,4,9,30,0,10,14,2.8,7.86,612,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,31,0,9,16.5,3.9,8.14,604,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,32,0,8,20.3,5.8,8.53,583,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,32,0,7,22.2,8.3,8.81,563,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,33,0,6,22.3,8.1,8.81,563,99.56,Poseidon YSI Pro-Plus
2014,7,4,9,33,0,5,22.4,8.3,8.83,562,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,34,0,4,22.5,8.5,8.84,561,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,34,0,3,22.5,8.7,8.86,560,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,35,0,2,22.7,8.9,8.88,560,99.55,Poseidon YSI Pro-Plus
2014,7,4,9,36,0,1,22.7,8.9,8.88,560,99.56,Poseidon YSI Pro-Plus
2014,7,4,9,36,0,0,23.1,8.8,8.88,561,99.54,Poseidon YSI Pro-Plus
2014,7,8,15,38,0,20,9.3,0.2,7.41,625,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,39,0,19,9.4,0.1,7.38,622,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,40,0,18,9.5,0.1,7.41,621,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,40,0,17,9.5,0.1,7.41,621,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,41,0,16,9.8,0.3,7.43,619,97.69,Poseidon YSI Pro-Plus
2014,7,8,15,42,0,15,10.1,1,7.46,617,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,43,0,14,10.6,1.6,7.51,616,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,43,0,13,11.7,1.8,7.54,616,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,44,0,12,12.3,2.3,7.61,614,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,45,0,11,13,2.4,7.65,612,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,45,0,10,21.7,7.3,8.57,570,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,47,0,8,22.9,9.1,8.8,562,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,48,0,7,22.9,9.3,8.81,562,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,49,0,6,23,9.3,8.81,562,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,50,0,5,23,9.3,8.82,562,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,50,0,4,23,9.3,8.82,561,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,51,0,3,23,9.3,8.82,562,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,51,0,2,23,9.4,8.82,562,97.71,Poseidon YSI Pro-Plus
2014,7,8,15,52,0,1,23,9.4,8.82,562,97.7,Poseidon YSI Pro-Plus
2014,7,8,15,52,0,0,23,9.4,8.83,562,97.7,Poseidon YSI Pro-Plus
2014,7,17,16,24,0,0,24.9,10.2,9.01,513,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,25,0,1,23.3,10.9,8.98,509,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,28,0,2,22.6,10.3,8.88,509,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,28,0,3,22.3,10,8.85,511,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,29,0,4,22.1,9.1,8.79,513,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,29,0,5,22,9.2,8.8,513,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,30,0,6,21.9,8.5,8.75,515,98.79,Poseidon YSI Pro-Plus
2014,7,17,16,30,0,7,21.8,7.1,8.67,518,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,31,0,8,21.4,6.4,8.61,520,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,31,0,9,19.1,2.7,8.16,543,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,32,0,10,15.7,0.4,7.81,562,98.79,Poseidon YSI Pro-Plus
2014,7,17,16,32,0,11,12.5,0.1,7.74,565,98.79,Poseidon YSI Pro-Plus
2014,7,17,16,33,0,12,10.7,-99999,7.65,567,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,34,0,13,10.5,-99999,7.63,567,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,35,0,14,10.2,-99999,7.55,569,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,36,0,15,9.9,-99999,7.5,569,98.79,Poseidon YSI Pro-Plus
2014,7,17,16,36,0,16,9.6,-99999,7.49,570,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,37,0,17,9.5,-99999,7.47,572,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,37,0,18,9.4,-99999,7.45,575,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,37,0,19,9.3,-99999,7.48,576,98.8,Poseidon YSI Pro-Plus
2014,7,17,16,37,0,20,9.2,-99999,7.48,577,98.79,Poseidon YSI Pro-Plus
2014,7,20,13,31,0,0,23.1,10,8.7,508,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,32,0,1,23,10.1,8.7,508,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,32,0,2,22.8,9.9,8.69,508,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,33,0,3,22.7,9.6,8.68,509,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,34,0,4,22.6,9.7,8.68,509,98.55,Poseidon YSI Pro-Plus
2014,7,20,13,34,0,5,22.6,9.5,8.67,509,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,35,0,6,22.5,9.2,8.66,509,98.55,Poseidon YSI Pro-Plus
2014,7,20,13,36,0,7,21.7,7,8.52,517,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,37,0,8,20.5,4.5,8.28,529,98.56,Poseidon YSI Pro-Plus
2014,7,20,13,38,0,9,19.5,2.4,8.01,540,98.55,Poseidon YSI Pro-Plus
2014,7,20,13,41,0,10,15.6,0.1,7.57,560,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,41,0,11,12.6,0.1,7.51,567,98.55,Poseidon YSI Pro-Plus
2014,7,20,13,42,0,12,11.4,0.1,7.44,567,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,43,0,13,10.6,0.1,7.41,568,98.55,Poseidon YSI Pro-Plus
2014,7,20,13,43,0,14,10.3,0.1,7.41,568,98.55,Poseidon YSI Pro-Plus
2014,7,20,13,43,0,15,10,0.1,7.36,569,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,44,0,16,9.7,0.1,7.33,570,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,44,0,17,9.5,0.1,7.35,572,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,45,0,18,9.4,0.1,7.32,576,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,45,0,19,9.3,0.1,7.34,576,98.54,Poseidon YSI Pro-Plus
2014,7,20,13,46,0,20,9.2,0.1,7.34,579,98.54,Poseidon YSI Pro-Plus
2014,7,24,15,1,0,0,25.2,10.2,8.78,514,98.82,Poseidon YSI Pro-Plus
2014,7,24,15,2,0,1,24.9,10.4,8.78,516,98.82,Poseidon YSI Pro-Plus
